ID,怪物ID,怪物名稱,地圖ID,地圖名稱,左,上,右,下,刷新数量,刷新时间1(每0.1秒),刷新时间2(每0.1秒),固定包裹掉落數(普通),最小包裹掉落數(普通),隨機包裹掉落數(普通),固定包裹掉落數(簡單),最小包裹掉落數(簡單),隨機包裹掉落數(簡單),固定包裹掉落數(困难),最小包裹掉落數(困难),隨機包裹掉落數(困难),_DynamicType,_Difficulty_type
10101,810070009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10102,810070009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10103,810070009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10104,810070009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10105,810070009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10106,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10107,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10108,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10109,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10110,810080005,,0-0-0,,0,0,0,0,0,18000,18000,0,0,0,0,0,0,0,0,0,0,0
10111,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10112,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10113,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10114,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10115,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10116,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10117,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10118,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10119,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10120,810000141,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10121,810000142,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10122,810000142,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10123,810000142,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10124,810000142,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10125,810000142,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10126,810000142,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10127,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10128,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10129,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10130,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10131,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10132,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10133,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10134,810070014,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10135,810070014,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10136,810060009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10137,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10138,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10139,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10140,810070015,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10141,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10142,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10143,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10144,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10145,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10146,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10147,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10148,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10149,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10150,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10151,810000139,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10152,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10153,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10154,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10155,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10156,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10157,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10158,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10159,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10160,810000140,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10161,810070013,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10162,810070013,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10163,810070013,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10164,810070013,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10165,810000144,,0-0-0,,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0
10166,810000204,,0-0-0,,0,0,0,0,0,36000,36000,0,0,0,0,0,0,0,0,0,0,0
10167,810080001,,0-0-0,,0,0,0,0,0,72000,72000,0,0,0,0,0,0,0,0,0,0,0
10168,810000204,,0-0-0,,0,0,0,0,0,36000,36000,0,0,0,0,0,0,0,0,0,0,0
10169,810000204,,0-0-0,,0,0,0,0,0,36000,36000,0,0,0,0,0,0,0,0,0,0,0
10170,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10171,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10172,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10173,810000143,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10174,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10175,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10176,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10177,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10178,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10179,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10180,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10181,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10182,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10183,810060010,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10184,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10185,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10186,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10187,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10188,810000103,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10189,810070011,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10190,810070011,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10191,810070011,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10192,810070011,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10193,810060009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10194,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10195,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10196,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10197,810080001,,0-0-0,,0,0,0,0,0,72000,72000,0,0,0,0,0,0,0,0,0,0,0
10198,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10199,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10200,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10201,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10202,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10203,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10204,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10205,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10206,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10207,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10208,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10209,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10210,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10211,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10212,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10213,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10214,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10215,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10216,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10217,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10218,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10219,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10220,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10221,810060009,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10222,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10223,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10224,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10225,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10226,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10227,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10228,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10229,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10230,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10231,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10232,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10233,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10234,810070012,,0-0-0,,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0
10235,810080005,,0-0-0,,0,0,0,0,0,18000,18000,0,0,0,0,0,0,0,0,0,0,0
10236,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10237,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10238,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10239,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10240,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10241,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10242,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10243,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10244,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10245,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10246,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10247,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10248,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10249,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10250,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10251,810080005,,0-0-0,,0,0,0,0,0,18000,18000,0,0,0,0,0,0,0,0,0,0,0
10252,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10253,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10254,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10255,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10256,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10257,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10258,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10259,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10260,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10261,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10262,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10263,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10264,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
10265,810000138,,0-0-0,,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0
