id,name,reward_exp,reward_ely,reward_items
154001001,聚集在圖書館的怪物們,2000000,0,
154001002,攪亂圖書館的傢伙們,2000000,0,
154001003,沒有書籍資格1,2000000,0,
154001004,沒有書籍資格2,2000000,0,
154001005,奇怪的魔法生命體,2000000,0,
154001006,除了我們還有管理員…?,2000000,0,
154001007,愛麗絲的第一座石塔,2000000,0,
154001008,第一把鑰匙在貝羅斯,2000000,0,
154001009,第一把鑰匙的下落,2000000,0,
154001010,亞瑟絲的第一項考驗,2000000,0,
154001011,麵包大街的刑警,2000000,0,
154001012,掃蕩犯罪,2000000,0,
154001013,整理白色教堂,2000000,0,
154001014,回去找亞瑟絲,2000000,0,
154001015,亞瑟絲的第二項考驗,2000000,0,
154001016,安排的真面目究竟是…?,2000000,30000000,
154001101,再次前往彩諾恩偵探事務所,2260000,0,
154001102,第二座石塔的下落,2260000,0,
154001103,選擇最好的1,2260000,0,
154001104,選擇最好的2,2260000,0,
154001105,對於亡者的禮儀,2260000,0,
154001106,先消滅吧!,2260000,0,
154001107,關於德古氏的研究,2260000,0,
154001108,發現第二座石塔,2260000,0,
154001109,艾利亞斯王室的侍女,2260000,0,
154001110,蓮花的考驗,2260000,0,
154001111,總是惹事的倉庫,2260000,0,
154001112,結果首腦是問題!,2260000,0,
154001113,這樣就差不多了!,2260000,0,
154001114,通過考驗,2260000,30000000,
154001201,去尋找第三座石塔,2520000,0,
154001202,代理人麥考伊,2520000,0,
154001203,搜索火山地帶1,2520000,0,
154001204,搜索火山地帶2,2520000,0,
154001205,珍貴的研究資料,2520000,0,
154001206,發現第三座石塔!,2520000,0,
154001207,阿法的亞伊薩,2520000,0,
154001208,沙漠異常氣候,2520000,0,
154001209,迅速收穫的秘方,2520000,0,
154001210,重生土壤的秘方,2520000,0,
154001211,尋找沙漠植物,2520000,0,
154001212,堅硬的菜籽在哪裡?,2520000,0,
154001213,再次找到的第三座石塔,2520000,30000000,
154001301,第四座石塔的下落?,2820000,0,
154001302,混亂的漂流都市,2820000,0,
154001303,來歷不明的代理人,2820000,0,
154001304,疑問,2820000,0,
154001305,破壞防禦系統,2820000,0,
154001306,破壞保衛,2820000,0,
154001307,連線認證碼,2820000,0,
154001308,連線完畢1,2820000,0,
154001309,連線完畢2,2820000,0,
154001310,請求偉恩的損害賠償1,2820000,0,
154001311,請求偉恩的損害賠償2,2820000,0,
154001312,請求偉恩的損害賠償3,2820000,0,
154001313,獲得資格,2820000,20000000,
154001401,第五座石塔的下落,3140000,0,
154001402,歐瑟的報告,3140000,0,
154001403,搜索崩壞之塔最底層,3140000,0,
154001404,華納海姆搜索行動1,3140000,0,
154001405,華納海姆搜索行動2,3140000,0,
154001406,華納海姆搜索行動3,3140000,0,
154001407,華納海姆搜索行動4,3140000,0,
154001408,華納海姆搜索行動5,3140000,0,
154001409,華納海姆搜索行動6,3140000,0,
154001410,再次前往聯合公會,3140000,0,
154001411,世界樹搜索行動1,3140000,0,
154001412,世界樹搜索行動2,3140000,0,
154001413,確認第五座石塔!,3140000,0,
154001414,前往奧亦奇尋找鑰匙,3140000,0,
154001415,爸爸的下落,3140000,0,
154001416,尋找蘿坤的行蹤1,3140000,0,
154001417,尋找蘿坤的行蹤2,3140000,0,
154001418,蘿坤，找到了!,3140000,0,
154001419,傳達父親的問候,3140000,0,
154001420,得到第五次的安排,3140000,10000000,
154001501,第六座石塔的下落,3500000,0,
154001502,青..青空城?!,3500000,0,
154001503,貝斯的商人奴安,3500000,0,
154001504,珍貴的材料1,3500000,0,
154001505,珍貴的材料2,3500000,0,
154001506,珍貴的材料3,3500000,0,
154001507,珍貴的材料4,3500000,0,
154001508,任務完成!,3500000,0,
154001509,得到第六次的安排,3500000,10000000,
154001601,第七座石塔的下落,3640000,0,
154001602,征服未知的倉庫,3640000,0,
154001603,賽巴斯汀的回憶,3640000,0,
154001604,為了恩人,3640000,0,
154001605,秘密討伐任務1,3640000,0,
154001606,秘密討伐任務2,3640000,0,
154001607,秘密討伐任務3,3640000,0,
154001608,被發現,3640000,0,
154001609,正式開始討伐,3640000,0,
154001610,輕易地討伐月華院…?,3640000,0,
154001611,吉恩蒂亞的第二個委託,3640000,0,
154001612,為了賽巴斯汀的純情1,3640000,0,
154001613,為了賽巴斯汀的純情2,3640000,0,
154001614,為了賽巴斯汀的純情3,3640000,0,
154001615,為了賽巴斯汀的純情4,3640000,0,
154001616,為了賽巴斯汀的純情5,3640000,0,
154001617,總算完成討伐!,3640000,0,
154001618,拿到最後一把鑰匙,3640000,0,
154001619,得到最後一次安排,3640000,30000000,
154001620,愛麗絲在哪裡…?,3640000,0,
154005000,名偵探彩諾恩,2000000,0,
154005001,聚集在圖書館的怪物們,2000000,0,
154005002,攪亂圖書館的傢伙們,2000000,0,
154005003,沒有書籍資格1,2000000,0,
154005004,沒有書籍資格2,2000000,0,
154005005,奇怪的魔法生命體,2000000,0,
154005006,除了我們還有管理員…?,2000000,0,
154005007,愛麗絲的第一座石塔,2000000,0,
154005008,第一把鑰匙在貝羅斯,2000000,0,
154005009,第一把鑰匙的下落,2000000,0,
154005010,亞瑟絲的第一項考驗,2000000,0,
154005011,麵包大街的刑警,2000000,0,
154005012,掃蕩犯罪,2000000,0,
154005013,整理白色教堂,2000000,0,
154005014,回去找亞瑟絲,2000000,0,
154005015,亞瑟絲的第二項考驗,2000000,0,
154005016,安排的真面目究竟是…?,2000000,30000000,
154005101,再次前往彩諾恩偵探事務所,2260000,0,
154005102,第二座石塔的下落,2260000,0,
154005103,選擇最好的1,2260000,0,
154005104,選擇最好的2,2260000,0,
154005105,對於亡者的禮儀,2260000,0,
154005106,先消滅吧!,2260000,0,
154005107,關於德古氏的研究,2260000,0,
154005108,發現第二座石塔,2260000,0,
154005109,艾利亞斯王室的侍女,2260000,0,
154005110,蓮花的考驗,2260000,0,
154005111,總是惹事的倉庫,2260000,0,
154005112,結果首腦是問題!,2260000,0,
154005113,這樣就差不多了!,2260000,0,
154005114,通過考驗,2260000,30000000,
154005201,去尋找第三座石塔,2520000,0,
154005202,代理人麥考伊,2520000,0,
154005203,搜索火山地帶1,2520000,0,
154005204,搜索火山地帶2,2520000,0,
154005205,珍貴的研究資料,2520000,0,
154005206,發現第三座石塔!,2520000,0,
154005207,阿法的亞伊薩,2520000,0,
154005208,沙漠異常氣候,2520000,0,
154005209,迅速收穫的秘方,2520000,0,
154005210,重生土壤的秘方,2520000,0,
154005211,尋找沙漠植物,2520000,0,
154005212,堅硬的菜籽在哪裡?,2520000,0,
154005213,再次找到的第三座石塔,2520000,30000000,
154005301,第四座石塔的下落?,2820000,0,
154005302,混亂的漂流都市,2820000,0,
154005303,來歷不明的代理人,2820000,0,
154005304,疑問,2820000,0,
154005305,破壞防禦系統,2820000,0,
154005306,破壞保衛,2820000,0,
154005307,連線認證碼,2820000,0,
154005308,連線完畢1,2820000,0,
154005309,連線完畢2,2820000,0,
154005310,請求偉恩的損害賠償1,2820000,0,
154005311,請求偉恩的損害賠償2,2820000,0,
154005312,請求偉恩的損害賠償3,2820000,0,
154005313,獲得資格,2820000,20000000,
154005401,第五座石塔的下落,3140000,0,
154005402,歐瑟的報告,3140000,0,
154005403,搜索崩壞之塔最底層,3140000,0,
154005404,華納海姆搜索行動1,3140000,0,
154005405,華納海姆搜索行動2,3140000,0,
154005406,華納海姆搜索行動3,3140000,0,
154005407,華納海姆搜索行動4,3140000,0,
154005408,華納海姆搜索行動5,3140000,0,
154005409,華納海姆搜索行動6,3140000,0,
154005410,再次前往聯合公會,3140000,0,
154005411,世界樹搜索行動1,3140000,0,
154005412,世界樹搜索行動2,3140000,0,
154005413,確認第五座石塔!,3140000,0,
154005414,前往奧亦奇尋找鑰匙,3140000,0,
154005415,爸爸的下落,3140000,0,
154005416,尋找蘿坤的行蹤1,3140000,0,
154005417,尋找蘿坤的行蹤2,3140000,0,
154005418,蘿坤，找到了!,3140000,0,
154005419,傳達父親的問候,3140000,0,
154005420,得到第五次的安排,3140000,10000000,
154005501,第六座石塔的下落,3500000,0,
154005502,青..青空城?!,3500000,0,
154005503,貝斯的商人奴安,3500000,0,
154005504,珍貴的材料1,3500000,0,
154005505,珍貴的材料2,3500000,0,
154005506,珍貴的材料3,3500000,0,
154005507,珍貴的材料4,3500000,0,
154005508,任務完成!,3500000,0,
154005509,得到第六次的安排,3500000,10000000,
154005601,第七座石塔的下落,3640000,0,
154005602,征服未知的倉庫,3640000,0,
154005603,賽巴斯汀的回憶,3640000,0,
154005604,為了恩人,3640000,0,
154005605,秘密討伐任務1,3640000,0,
154005606,秘密討伐任務2,3640000,0,
154005607,秘密討伐任務3,3640000,0,
154005608,被發現,3640000,0,
154005609,正式開始討伐,3640000,0,
154005610,輕易地討伐月華院…?,3640000,0,
154005611,吉恩蒂亞的第二個委託,3640000,0,
154005612,為了賽巴斯汀的純情1,3640000,0,
154005613,為了賽巴斯汀的純情2,3640000,0,
154005614,為了賽巴斯汀的純情3,3640000,0,
154005615,為了賽巴斯汀的純情4,3640000,0,
154005616,為了賽巴斯汀的純情5,3640000,0,
154005617,總算完成討伐!,3640000,0,
154005618,拿到最後一把鑰匙,3640000,0,
154005619,得到最後一次安排,3640000,30000000,
154005620,愛麗絲在哪裡…?,3640000,0,
154001017,安排的真面目究竟是…?,2000000,30000000,
154001018,安排的真面目究竟是…?,2000000,30000000,
154001019,安排的真面目究竟是…?,2000000,30000000,
154001020,安排的真面目究竟是…?,2000000,30000000,
154001021,安排的真面目究竟是…?,2000000,30000000,
154001022,安排的真面目究竟是…?,2000000,30000000,
154001023,安排的真面目究竟是…?,2000000,30000000,
154001024,安排的真面目究竟是…?,2000000,30000000,
154001025,安排的真面目究竟是…?,2000000,30000000,
154001026,安排的真面目究竟是…?,2000000,30000000,
154001027,安排的真面目究竟是…?,2000000,30000000,
154001028,安排的真面目究竟是…?,2000000,30000000,
154001115,通過考驗,2260000,30000000,
154001116,通過考驗,2260000,30000000,
154001117,通過考驗,2260000,30000000,
154001118,通過考驗,2260000,30000000,
154001119,通過考驗,2260000,30000000,
154001120,通過考驗,2260000,30000000,
154001121,通過考驗,2260000,30000000,
154001122,通過考驗,2260000,30000000,
154001123,通過考驗,2260000,30000000,
154001124,通過考驗,2260000,30000000,
154001125,通過考驗,2260000,30000000,
154001126,通過考驗,2260000,30000000,
154001214,再次找尋的第三個石塔,2520000,30000000,
154001215,再次找尋的第三個石塔,2520000,30000000,
154001216,再次找尋的第三個石塔,2520000,30000000,
154001217,再次找尋的第三個石塔,2520000,30000000,
154001218,再次找尋的第三個石塔,2520000,30000000,
154001219,再次找尋的第三個石塔,2520000,30000000,
154001220,再次找尋的第三個石塔,2520000,30000000,
154001221,再次找尋的第三個石塔,2520000,30000000,
154001222,再次找尋的第三個石塔,2520000,30000000,
154001223,再次找尋的第三個石塔,2520000,30000000,
