ID,_Name,_Consumption_Ely,_Consumption_Item,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Description,_Message,_FX,_ErrorMessage_Ely,_ErrorMessage_Item,_ErrorMessage_Require1,_ErrorMessage_Require2,_ErrorMessage_Require3,_ErrorMessage_Require4,_ErrorMessage_Require5,_ErrorMessage_Require6,_ErrorMessage_Require7,_ErrorMessage_Require8
3000108,憤怒爆發,0,0,1,3,40,0,3,2,3000107,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1001,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「憤怒爆發」。,習得「憤怒爆發」,513,,,等級不足。40等級以上才可學習。,需要Lv.5 憤怒。,,,,,,
3000140,增加致死率,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1001,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「增加致死率」。,習得「增加致死率」,513,,,等級不足。30等級以上才可學習。,,,,,,,
1000014,昇龍斬,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「昇龍斬」。,習得「昇龍斬」,513,,,等級不足。1等級以上才可學習。,,,,,,,
1001004,順烈斬,0,0,1,3,5,0,3,2,1000014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「順烈斬」。,習得「順烈斬」,513,,,等級不足。5等級以上才可學習。,需要Lv.1 昇龍斬。,,,,,,
1001014,龍尾襲,0,0,1,3,12,0,3,2,1001004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「龍尾襲」。,習得「龍尾襲」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 順烈斬。,,,,,,
1002004,音速斬,0,0,1,3,20,0,3,2,1001014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「音速斬」。,習得「音速斬」,513,,,等級不足。20等級以上才可學習。,需要Lv.1 龍尾襲。,,,,,,
1003004,閃影劍,0,0,1,3,35,0,3,2,1002004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「閃影劍」。,習得「閃影劍」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 音速斬。,,,,,,
1000016,打狗棒法,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「打狗棒法」。,習得「打狗棒法」,513,,,等級不足。1等級以上才可學習。,,,,,,,
1001006,百烈擊暈,0,0,1,3,5,0,3,2,1000016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「百烈擊暈」。,習得「百烈擊暈」,513,,,等級不足。5等級以上才可學習。,需要Lv.1 打狗棒法。,,,,,,
1001016,龍虎相搏,0,0,1,3,12,0,3,2,1001006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「龍虎相搏」。,習得「龍虎相搏」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 百烈擊暈。,,,,,,
1002016,天沖烈斬,0,0,1,3,20,0,3,2,1001016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「天沖烈斬」。,習得「天沖烈斬」,513,,,等級不足。20等級以上才可學習。,需要Lv.1 龍虎相搏。,,,,,,
1003016,崩碎襲,0,0,1,3,35,0,3,2,1002016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「崩碎襲」。,習得「崩碎襲」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 天沖烈斬。,,,,,,
3000206,強化能力值,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「強化能力值」。,習得「強化能力值」,513,,,等級不足。3等級以上才可學習。,,,,,,,
3000230,守護神的祝福,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「守護神的祝福」。,習得「守護神的祝福」,513,,,等級不足。8等級以上才可學習。,,,,,,,
3000228,挑釁,0,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「挑釁」。,習得「挑釁」,513,,,等級不足。15等級以上才可學習。,,,,,,,
3000201,鐵甲,0,0,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「鐵甲」。,習得「鐵甲」,513,,,等級不足。24等級以上才可學習。,,,,,,,
3000217,武器強化I,0,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「武器強化I」。,習得「武器強化I」,513,,,等級不足。12等級以上才可學習。,,,,,,,
3000204,衝擊緩和,0,0,1,3,40,0,3,2,3000230,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「痛苦緩解」。,習得「痛苦緩解」,513,,,等級不足。40等級以上才可學習。,需要Lv.5 守護神的祝福。,,,,,,
3001313,烈火_SMG,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「烈火_SMG」。,習得「烈火_SMG」,513,,,等級不足。5等級以上才可學習。,,,,,,,
3001314,烈火_SMG[Level UP],0,0,1,3,15,0,3,2,3001313,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「烈火_SMG[Level UP]」。,習得「烈火_SMG[Level UP]」,513,,,等級不足。15等級以上才可學習。,需要Lv.1 烈火_SMG。,,,,,,
3001320,克爾_SMG,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「克爾_SMG」。,習得「克爾_SMG」,513,,,等級不足。20等級以上才可學習。,,,,,,,
3001319,緩慢_SMG,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「緩慢_SMG」。,習得「緩慢_SMG」,513,,,等級不足。30等級以上才可學習。,,,,,,,
3001321,推動_SMG,0,0,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「推動_SMG」。,習得「推動_SMG」,513,,,等級不足。40等級以上才可學習。,,,,,,,
3001301,強化能力值,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「強化能力值」。,習得「強化能力值」,513,,,等級不足。3等級以上才可學習。,,,,,,,
3001308,強化身體,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「強化身體」。,習得「強化身體」,513,,,等級不足。8等級以上才可學習。,,,,,,,
3001303,機械槍[強化],0,0,1,3,17,0,3,2,1000021,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「機械槍[強化]」。,習得「機械槍[強化]」,513,,,等級不足。17等級以上才可學習。,需要Lv.3 機械槍。,,,,,,
3001304,機械召喚[強化],0,0,1,3,25,0,3,2,3001303,1,3,2,1001021,3,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「機械召喚[強化]」。,習得「機械召喚[強化]」,513,,,等級不足。25等級以上才可學習。,需要Lv.1 機械槍[強化]。,需要Lv.3 機械召喚。,,,,,
3001350,體力藥水,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「體力藥水」。,習得「體力藥水」,513,,,等級不足。20等級以上才可學習。,,,,,,,
3001305,瞄準,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「瞄準」。,習得「瞄準」,513,,,等級不足。30等級以上才可學習。,,,,,,,
3001306,威力_SMG,0,0,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「威力_SMG」。,習得「威力_SMG」,513,,,等級不足。35等級以上才可學習。,,,,,,,
3001307,威力_SMG[強化],0,0,1,3,40,0,3,2,3001306,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1013,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「威力_SMG[強化]」。,習得「威力_SMG[強化]」,513,,,等級不足。40等級以上才可學習。,需要Lv.1 威力_SMG。,,,,,,
3000319,冰之盾,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「冰之盾」。,習得「冰之盾」,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000005,魔法棒,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「魔法棒」。,習得「魔法棒」,513,,,等級不足。1等級以上才可學習。,,,,,,,
2000006,魔法泡泡,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「魔法泡泡」。,習得「魔法泡泡」,513,,,等級不足。1等級以上才可學習。,,,,,,,
2001006,冰封龍槍,0,0,1,3,12,0,3,2,2000006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「冰封龍槍」。,習得「冰封龍槍」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 魔法泡泡。,,,,,,
2002006,冰風暴,0,0,1,3,30,0,3,2,2001006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「冰風暴」。,習得「冰風暴」,513,,,等級不足。30等級以上才可學習。,需要Lv.1 冰封龍槍。,,,,,,
3000322,水療術(初),0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「水療術(初)」。,習得「水療術(初)」,513,,,等級不足。5等級以上才可學習。,,,,,,,
3000325,群體水療術(初),0,0,1,3,9,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「群體水療術(初)」。,習得「群體水療術(初)」,513,,,等級不足。9等級以上才可學習。,,,,,,,
3000328,水療術(中),0,0,1,3,30,0,3,2,3000322,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「水療術(中)」。,習得「水療術(中)」,513,,,等級不足。30等級以上才可學習。,需要Lv.1 水療術(初)。,,,,,,
3000331,群體水療術(中),0,0,1,3,35,0,3,2,3000325,1,0,0,,,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「群體水療術(中)」。,習得「群體水療術(中)」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 群體水療術(初)。,,,,,,
3000320,風之祝福,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「風之祝福」。,習得「風之祝福」,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000002,風刃術,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「風刃術」。,習得「風刃術」,513,,,等級不足。1等級以上才可學習。,,,,,,,
2001002,旋風劈,0,0,1,3,12,0,3,2,2000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「旋風劈」。,習得「旋風劈」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 風刃術。,,,,,,
2002002,風庇護,0,0,1,3,30,0,3,2,2001002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「風庇護」。,習得「風庇護」,513,,,等級不足。30等級以上才可學習。,需要Lv.1 旋風劈。,,,,,,
3000318,火之祝福,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「火之祝福」。,習得「火之祝福」,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000020,火球術,0,0,1,3,12,0,3,2,2000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「火球術」。,習得「火球術」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 火焰旋風。,,,,,,
2000003,火焰旋風,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「火焰旋風」。,習得「火焰旋風」,513,,,等級不足。1等級以上才可學習。,,,,,,,
2002003,火牆術,0,0,1,3,30,0,3,2,2000020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「火牆術」。,習得「火牆術」,513,,,等級不足。30等級以上才可學習。,需要Lv.1 火球術。,,,,,,
3000321,巨石護甲,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「巨石護甲」。,習得「巨石護甲」,513,,,等級不足。20等級以上才可學習。,,,,,,,
2000001,巨石震地,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「巨石震地」。,習得「巨石震地」,513,,,等級不足。1等級以上才可學習。,,,,,,,
2001001,巨石突襲,0,0,1,3,12,0,3,2,2000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「巨石突襲」。,習得「巨石突襲」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 巨石震地。,,,,,,
2002001,天龍牙,0,0,1,3,30,0,3,2,2001001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「天龍牙」。,習得「天龍牙」,513,,,等級不足。30等級以上才可學習。,需要Lv.1 巨石突襲。,,,,,,
3000310,強化能力值,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「強化能力值」。,習得「強化能力值」,513,,,等級不足。3等級以上才可學習。,,,,,,,
3000340,精靈潛力,0,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「精靈潛力」。,習得「精靈潛力」,513,,,等級不足。15等級以上才可學習。,,,,,,,
3000308,聖靈加持,0,0,1,3,40,0,3,2,3500301,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「聖靈加持」。,習得「聖靈加持」,513,,,等級不足。40等級以上才可學習。,需要Lv.3 念力控制。,,,,,,
3000341,精靈的憤怒,0,0,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「精靈的憤怒」。,習得「精靈的憤怒」,513,,,等級不足。30等級以上才可學習。,,,,,,,
3000350,魔力增幅,0,0,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「魔力增幅」。,習得「魔力增幅」,513,,,等級不足。24等級以上才可學習。,,,,,,,
1000013,迅影飛刃,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「迅影飛刃」。,習得「迅影飛刃」,513,,,等級不足。1等級以上才可學習。,,,,,,,
1000003,飛舞快斬,0,0,1,3,2,0,3,2,1000013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「飛舞快斬」。,習得「飛舞快斬」,513,,,等級不足。2等級以上才可學習。,需要Lv.1 迅影飛刃。,,,,,,
1001003,幻影連刃,0,0,1,3,5,0,3,2,1000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「幻影連刃」。,習得「幻影連刃」,513,,,等級不足。5等級以上才可學習。,需要Lv.1 飛舞快斬。,,,,,,
1002013,閃光刃,0,0,1,3,12,0,3,2,1001003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「閃光刃」。,習得「閃光刃」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 幻影連刃。,,,,,,
1002003,幻影飛舞,0,0,1,3,20,0,3,2,1002013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「幻影飛舞」。,習得「幻影飛舞」,513,,,等級不足。20等級以上才可學習。,需要Lv.1 閃光刃。,,,,,,
1003003,斬魔崩影刃,0,0,1,3,35,0,3,2,1002003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「斬魔崩影刃」。,習得「斬魔崩影刃」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 幻影飛舞。,,,,,,
1000018,多重箭,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「多重箭」。,習得「多重箭」,513,,,等級不足。1等級以上才可學習。,,,,,,,
1000008,雨箭,0,0,1,3,5,0,3,2,1000018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「雨箭」。,習得「雨箭」,513,,,等級不足。5等級以上才可學習。,需要Lv.1 多重箭。,,,,,,
1001008,暴雨箭,0,0,1,3,12,0,3,2,1000008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「暴雨箭」。,習得「暴雨箭」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 雨箭。,,,,,,
1002008,亂舞箭,0,0,1,3,20,0,3,2,1001008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「亂舞箭」。,習得「亂舞箭」,513,,,等級不足。20等級以上才可學習。,需要Lv.1 暴雨箭。,,,,,,
1002018,鳳凰箭,0,0,1,3,35,0,3,2,1002008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「鳳凰箭」。,習得「鳳凰箭」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 亂舞箭。,,,,,,
1000019,散彈射,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「散彈射」。,習得「散彈射」,513,,,等級不足。1等級以上才可學習。,,,,,,,
1000009,飆速彈,0,0,1,3,5,0,3,2,1000019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「飆速彈」。,習得「飆速彈」,513,,,等級不足。5等級以上才可學習。,需要Lv.1 散彈射。,,,,,,
1001009,狂亂弩,0,0,1,3,12,0,3,2,1000009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「狂亂弩」。,習得「狂亂弩」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 飆速彈。,,,,,,
1002009,次元砲,0,0,1,3,20,0,3,2,1001009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「次元砲」。,習得「次元砲」,513,,,等級不足。20等級以上才可學習。,需要Lv.1 狂亂弩。,,,,,,
1003009,暗影絕殺,0,0,1,3,35,0,3,2,1002009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「暗影絕殺」。,習得「暗影絕殺」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 次元砲。,,,,,,
3000401,強化能力值,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1004,0,0,0,0,0,0,0,0,0,點擊「是」鍵即可習得「強化能力值」。,習得「強化能力值」,513,,,等級不足。3等級以上才可學習。,,,,,,,
