ID,_Use,_PositionIndex,_Title,_Image,_Index,_Descript,_StartYear,_StartMonth,_StartDay,_StartHour,_StartMinute,_EndYear,_EndMonth,_EndDay,_EndHour,_EndMinute,_Url,_NaverUrl,_EventType,_EventID,_EventConnectID,_Point_Type
32,0,99,爺斃哥哥的祝福！,EventBanner031.png,2,爺斃哥哥的祝福！,2023,2,2,9,0,2023,3,2,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=52824,,1,22122107,0,0
33,0,99,3500！極限燃燒成長支援,EventBanner011.png,3,3500！極限燃燒成長支援,2023,1,5,9,0,2023,3,16,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=52259,,1,22122108,0,0
34,0,99,彩虹島物語春節點點名,EventBanner011.png,4,彩虹島物語春節點點名,2023,1,18,9,0,2023,2,1,23,59,http://la.mangot5.com/la/index,,2,23010901,23010902,0
35,0,99,春花的重要包裹,EventBanner012.png,1,春花的重要包裹,2023,1,18,9,0,2023,2,2,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=52444,,1,23010903,0,0
36,0,99,彩虹島物語2月點點名,EventBanner007.png,1,彩虹島物語2月點點名,2023,2,2,9,0,2023,2,28,23,59,http://la.mangot5.com/la/index,,2,23011301,23011302,0
37,0,99,02月挑戰任務,EventBanner013.png,1,02月挑戰任務,2023,2,2,9,0,2023,3,2,9,0,http://la.mangot5.com/la/index,,4,23012601,0,2
38,0,99,02月挑戰任務獎勵兌換,EventBanner013.png,2,02月挑戰任務獎勵兌換,2023,2,2,9,0,2023,3,2,9,0,http://la.mangot5.com/la/index,,5,23012602,0,2
39,0,99,期間限定！彩虹甜蜜烘焙坊,EventBanner013.png,3,期間限定！彩虹甜蜜烘焙坊,2023,2,2,9,0,2023,3,2,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=52823,,1,23012603,0,0
40,0,99,彩虹島物語3月點點名,EventBanner007.png,1,彩虹島物語3月點點名,2023,3,1,9,0,2023,3,31,23,59,http://la.mangot5.com/la/index,,2,23020101,23020102,0
41,0,99,03月挑戰任務,EventBanner014.png,1,03月挑戰任務,2023,3,2,9,0,2023,3,30,9,0,http://la.mangot5.com/la/index,,4,23021601,0,1
42,0,99,03月挑戰任務獎勵兌換,EventBanner014.png,2,03月挑戰任務獎勵兌換,2023,3,2,9,0,2023,3,30,9,0,http://la.mangot5.com/la/index,,5,23021602,0,1
43,0,99,貪吃鬼耶比！放開那個甜點！,EventBanner014.png,3,貪吃鬼耶比！放開那個甜點！,2023,3,2,9,0,2023,3,30,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=53014,,1,23021603,0,0
44,1,20,爺斃哥哥的祝福！,EventBanner031.png,2,爺斃哥哥的祝福！,2024,7,25,9,0,2024,8,8,9,0,https://la.mangot5.com/game/la/notice/detail?contentNo=58890,,1,23021604,0,0
45,0,99,彩虹島點點名改版前夜祭,EventBanner015.png,1,彩虹島物語2月點點名,2023,4,1,9,0,2023,4,12,23,59,http://la.mangot5.com/la/index,,2,23031501,23031502,0
46,0,99,04月挑戰任務,EventBanner015.png,2,04月挑戰任務,2023,3,30,9,0,2023,4,27,9,0,http://la.mangot5.com/la/index,,4,23031503,0,2
47,0,99,04月挑戰任務獎勵兌換,EventBanner015.png,3,04月挑戰任務獎勵兌換,2023,3,30,9,0,2023,4,27,9,0,http://la.mangot5.com/la/index,,5,23031504,0,2
48,0,99,島民的環境保護行動！,EventBanner015.png,4,島民的環境保護行動！,2023,3,30,9,0,2023,4,27,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=53254,,1,23031505,0,0
49,0,99,奧勒卡里姆改版簽到,EventBanner016.png,1,奧勒卡里姆改版簽到,2023,4,13,9,0,2023,4,30,23,59,http://la.mangot5.com/la/index,,2,23032401,23032402,0
50,0,99,奧勒卡里姆改版活動,EventBanner016.png,2,奧勒卡里姆改版活動,2023,4,13,9,0,2023,4,27,9,0,https://landing.mangot5.com/template/la/event/230413_Orcarium/index.html,,1,23032403,0,0
51,0,99,3500！極限燃燒成長支援,EventBanner011.png,3,3500！極限燃燒成長支援,2023,4,13,9,0,2023,6,15,9,0,https://landing.mangot5.com/template/la/event/230413_Orcarium/index.html,,1,23032404,0,0
52,0,99,彩虹島05月點點名,EventBanner007.png,1,彩虹島05月點點名,2023,5,1,9,0,2023,5,31,23,59,http://la.mangot5.com/la/index,,2,23041701,23041702,0
53,0,99,05月挑戰任務,EventBanner017.png,1,05月挑戰任務,2023,4,27,9,0,2023,5,25,9,0,http://la.mangot5.com/la/index,,4,23041703,0,1
54,0,99,05月挑戰任務獎勵兌換,EventBanner017.png,2,05月挑戰任務獎勵兌換,2023,4,27,9,0,2023,5,25,9,0,http://la.mangot5.com/la/index,,5,23041704,0,1
55,0,99,什麼樣的人生？,EventBanner017.png,3,什麼樣的人生？,2023,4,27,9,0,2023,5,25,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=53684,,1,23041705,0,0
56,0,99,★ 2023 彩虹島設計大賞 ★,EventBanner018.png,3,★ 2023 彩虹島設計大賞 ★,2023,4,13,9,0,2023,6,4,23,59,https://landing.mangot5.com/template/la/event/230317_fashion_event//index.html,,1,23041706,0,0
57,0,99,彩虹島06月點點名,EventBanner007.png,1,彩虹島06月點點名,2023,6,1,9,0,2023,6,30,23,59,http://la.mangot5.com/la/index,,2,23051901,23051902,0
58,0,99,06月挑戰任務,EventBanner019.png,1,06月挑戰任務,2023,5,25,9,0,2023,6,20,9,0,http://la.mangot5.com/la/index,,4,23051903,0,2
59,0,99,06月挑戰任務獎勵兌換,EventBanner019.png,2,06月挑戰任務獎勵兌換,2023,5,25,9,0,2023,6,20,9,0,http://la.mangot5.com/la/index,,5,23051904,0,2
60,0,99,神秘的石人村,EventBanner019.png,3,神秘的石人村,2023,5,25,9,0,2023,6,20,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=54128,,1,23051905,0,0
61,0,99,彩虹島點點名改版前夜祭,EventBanner019.png,1,彩虹島點點名改版前夜祭,2023,7,1,0,0,2023,7,12,23,59,http://la.mangot5.com/la/index,,2,23060901,23060902,0
62,0,99,肉粽？甜粽？都擠？,EventBanner020.png,1,肉粽？甜粽？都擠？,2023,6,20,9,0,2023,7,13,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=54528,,1,23060903,0,0
63,0,99,莫爾嘉納改版簽到,EventBanner021.png,1,莫爾嘉納改版簽到,2023,7,13,9,0,2023,7,31,23,59,http://la.mangot5.com/la/index,,2,23062601,23062602,0
64,0,99,07月挑戰任務,EventBanner022.png,1,07月挑戰任務,2023,7,13,9,0,2023,8,3,9,0,http://la.mangot5.com/la/index,,4,23062603,0,1
65,0,99,07月挑戰任務獎勵兌換,EventBanner022.png,2,07月挑戰任務獎勵兌換,2023,7,13,9,0,2023,8,3,9,0,http://la.mangot5.com/la/index,,5,23062604,0,1
66,0,99,記憶的迴廊,EventBanner022.png,3,記憶的迴廊,2023,7,13,9,0,2023,8,3,9,0,https://landing.mangot5.com/template/la/event/230626_memoro/index.html,,1,23062605,0,0
67,0,99,糖果屋緊急調度！,EventBanner022.png,4,糖果屋緊急調度！,2023,7,13,9,0,2023,8,3,9,0,https://landing.mangot5.com/template/la/event/230626_memoro/index.html,,1,23062606,0,0
68,0,99,Ultra Burning 2.0,EventBanner023.png,1,Ultra Burning 2.0,2023,7,13,9,0,2024,7,11,8,0,https://landing.mangot5.com/template/la/event/2023_UltraBurning2.0/index.html,,1,23062607,0,0
69,0,99,Ultra Burning 2.0【超越5000！】,EventBanner023.png,2,Ultra Burning 2.0【超越5000！】,2024,1,18,9,0,2024,3,28,9,0,https://landing.mangot5.com/template/la/event/2024_UltraBurning2.0/index.html,,1,24010503,0,0
70,0,99,第五種力量改版前夜祭,EventBanner024.png,1,第五種力量改版前夜祭,2023,8,1,0,0,2023,8,16,23,59,http://la.mangot5.com/la/index,,2,23071301,23071302,0
71,0,99,星星知我心,EventBanner025.png,1,星星知我心,2023,7,20,9,0,2023,8,3,9,0,http://la.mangot5.com/la/index,,1,23071303,0,0
72,0,99,08月挑戰任務,EventBanner024.png,2,08月挑戰任務,2023,8,3,9,0,2023,8,31,9,0,http://la.mangot5.com/la/index,,4,23072701,0,2
73,0,99,08月挑戰任務獎勵兌換,EventBanner024.png,3,08月挑戰任務獎勵兌換,2023,8,3,9,0,2023,8,31,9,0,http://la.mangot5.com/la/index,,5,23072702,0,2
74,0,99,在陰陽交界之處,EventBanner026.png,2,在陰陽交界之處,2023,8,3,9,0,2023,8,17,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=55016,,1,23072703,0,0
75,0,99,第五種力量改版簽到,EventBanner026.png,1,第五種力量改版簽到,2023,8,17,9,0,2023,8,31,23,59,http://la.mangot5.com/la/index,,2,23080901,23080902,0
76,0,99,驚爆大樂透,EventBanner024.png,4,驚爆大樂透,2023,8,17,9,0,2023,8,31,23,59,https://landing.mangot5.com/template/la/event/2308_event/index.html,,1,23080903,0,0
77,0,99,相逢於銀河,EventBanner026.png,3,相逢於銀河,2023,8,17,9,0,2023,8,31,23,59,https://landing.mangot5.com/template/la/event/2308_event/index.html,,1,23080904,0,0
78,0,99,彩虹島09月點點名,EventBanner027.png,1,彩虹島09月點點名,2023,9,1,9,0,2023,9,30,23,59,http://la.mangot5.com/la/index,,2,23082401,23082402,0
79,0,99,09月挑戰任務,EventBanner027.png,2,09月挑戰任務,2023,8,31,9,0,2023,9,26,9,0,http://la.mangot5.com/la/index,,4,23082403,0,1
80,0,99,09月挑戰任務獎勵兌換,EventBanner027.png,3,09月挑戰任務獎勵兌換,2023,8,31,9,0,2023,9,26,9,0,http://la.mangot5.com/la/index,,5,23082404,0,1
81,0,99,走失的羊群,EventBanner027.png,4,走失的羊群,2023,8,31,9,0,2023,9,14,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=55354,,1,23082405,0,0
82,0,99,黃金螯蝦的傳說,EventBanner028.png,1,黃金螯蝦的傳說,2023,9,14,9,0,2023,9,26,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=55353,,1,23090601,0,0
83,0,99,月圓人團圓,EventBanner028.png,2,月圓人團圓,2023,9,26,9,0,2023,10,12,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=55355,,1,23091801,0,0
84,0,99,艾莉希婭改版前哨戰,EventBanner029.png,1,艾莉希婭改版前哨戰,2023,10,1,0,0,2023,10,11,23,59,http://la.mangot5.com/la/index,,2,23091901,23091902,0
85,0,99,10月挑戰任務,EventBanner029.png,2,10月挑戰任務,2023,9,26,9,0,2023,10,26,9,0,http://la.mangot5.com/la/index,,4,23091903,0,2
86,0,99,10月挑戰任務獎勵兌換,EventBanner029.png,3,10月挑戰任務獎勵兌換,2023,9,26,9,0,2023,10,26,9,0,http://la.mangot5.com/la/index,,5,23091904,0,2
87,0,99,艾莉希婭改版簽到,EventBanner029.png,4,艾莉希婭改版簽到,2023,10,12,9,0,2023,10,31,23,59,http://la.mangot5.com/la/index,,2,23100501,23100502,0
88,0,99,艾莉希婭的試煉,EventBanner030.png,1,艾莉希婭的試煉,2023,10,12,9,0,2023,10,26,9,0,https://landing.mangot5.com/template/la/event/231002_alicia/index.html,,1,23100503,0,0
89,0,99,Happy Halloween!,EventBanner030.png,2,Happy Halloween!,2023,10,12,9,0,2023,11,9,9,0,https://landing.mangot5.com/template/la/event/231002_alicia/index.html,,1,23100504,0,0
90,0,99,彩虹島11月點點名,EventBanner031.png,1,彩虹島11月點點名,2023,11,1,9,0,2023,11,30,23,59,http://la.mangot5.com/la/index,,2,23101801,23101802,0
91,0,99,11月挑戰任務,EventBanner005.png,1,11月挑戰任務,2023,11,9,9,0,2023,12,7,9,0,http://la.mangot5.com/la/index,,4,23103101,0,1
92,0,99,11月挑戰任務獎勵兌換,EventBanner005.png,2,11月挑戰任務獎勵兌換,2023,11,9,9,0,2023,12,7,9,0,http://la.mangot5.com/la/index,,5,23103102,0,1
93,0,99,使徒殲滅計劃,EventBanner030.png,3,使徒殲滅計劃,2023,11,9,9,0,2023,12,7,9,0,http://la.mangot5.com/la/index,,1,23103103,0,0
94,0,99,彩虹島12月點點名,EventBanner007.png,1,彩虹島12月點點名,2023,12,1,9,0,2023,12,31,23,59,http://la.mangot5.com/la/index,,2,23111701,23111702,0
95,0,99,12月挑戰任務,EventBanner008.png,1,12月挑戰任務,2023,12,7,9,0,2024,1,4,9,0,http://la.mangot5.com/la/index,,4,23112701,0,2
96,0,99,12月挑戰任務獎勵兌換,EventBanner008.png,2,12月挑戰任務獎勵兌換,2023,12,7,9,0,2024,1,4,9,0,http://la.mangot5.com/la/index,,5,23112702,0,2
97,0,99,寒冬的詩歌,EventBanner032.png,2,寒冬的詩歌,2023,12,7,9,0,2024,1,4,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=56334,,1,23112703,0,0
98,0,99,彩虹島1月點點名,EventBanner007.png,1,彩虹島1月點點名,2024,1,1,9,0,2024,1,17,23,59,http://la.mangot5.com/la/index,,2,23121201,23121202,0
99,0,99,1月挑戰任務,EventBanner034.png,1,1月挑戰任務,2024,1,4,9,0,2024,2,1,9,0,http://la.mangot5.com/la/index,,4,23122801,0,1
100,0,99,1月挑戰任務獎勵兌換,EventBanner034.png,2,1月挑戰任務獎勵兌換,2024,1,4,9,0,2024,2,1,9,0,http://la.mangot5.com/la/index,,5,23122802,0,1
101,0,99,年末大掃除,EventBanner033.png,2,年末大掃除,2024,1,4,9,0,2024,2,1,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=56459,,1,23122803,0,0
102,0,99,彩虹島改版簽到,EventBanner033.png,1,彩虹島改版簽到,2024,1,18,9,0,2024,1,31,23,59,http://la.mangot5.com/la/index,,2,24010501,24010502,0
103,0,99,潘朵拉的委託,EventBanner033.png,3,潘朵拉的委託,2024,1,18,9,0,2024,2,1,9,0,http://la.mangot5.com/la/index,,1,24010504,0,0
104,0,99,彩虹島新年簽到,EventBanner035.png,1,彩虹島新年簽到,2024,2,1,9,0,2024,2,28,23,59,http://la.mangot5.com/la/index,,2,24012301,24012302,0
105,0,99,02月挑戰任務,EventBanner013.png,1,02月挑戰任務,2024,2,1,9,0,2024,3,7,9,0,http://la.mangot5.com/la/index,,4,24012303,0,2
106,0,99,02月挑戰任務獎勵兌換,EventBanner013.png,2,02月挑戰任務獎勵兌換,2024,2,1,9,0,2024,3,7,9,0,http://la.mangot5.com/la/index,,5,24012304,0,2
107,0,99,財運滾滾來,EventBanner035.png,2,財運滾滾來,2024,2,1,9,0,2024,2,22,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=56983,,1,24012305,0,0
108,0,99,彩虹島03月點點名,EventBanner007.png,1,彩虹島03月點點名,2024,3,1,9,0,2024,3,31,23,59,http://la.mangot5.com/la/index,,2,24020501,24020502,0
109,0,99,慶元宵,EventBanner035.png,3,慶元宵,2024,2,22,9,0,2024,3,7,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=56984,,1,24020503,0,0
110,0,99,3月挑戰任務,EventBanner014.png,1,3月挑戰任務,2024,3,7,9,0,2024,4,2,9,0,http://la.mangot5.com/la/index,,4,24022701,0,1
111,0,99,3月挑戰任務獎勵兌換,EventBanner014.png,2,3月挑戰任務獎勵兌換,2024,3,7,9,0,2024,4,2,9,0,http://la.mangot5.com/la/index,,5,24022702,0,1
112,0,99,出發！前往甜點山！,EventBanner035.png,4,出發！前往甜點山！,2024,3,7,9,0,2024,4,2,9,0,https://la.mangot5.com/game/la/notice/detail?contentNo=57351,,1,24022703,0,0
113,0,99,彩虹島4月點點名,EventBanner007.png,1,彩虹島4月點點名,2024,4,1,0,0,2024,4,17,23,59,http://la.mangot5.com/la/index,,2,24030701,24030702,0
114,0,99,4月挑戰任務,EventBanner015.png,2,4月挑戰任務,2024,4,2,9,0,2024,5,2,9,0,http://la.mangot5.com/la/index,,4,24032501,0,2
115,0,99,4月挑戰任務獎勵兌換,EventBanner015.png,3,4月挑戰任務獎勵兌換,2024,4,2,9,0,2024,5,2,9,0,http://la.mangot5.com/la/index,,5,24032502,0,2
116,0,99,清明時節雨紛紛,EventBanner036.png,2,清明時節雨紛紛,2024,4,2,9,0,2024,4,18,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=57602,,1,24032503,0,0
117,0,99,挑戰！宇宙探險隊簽到#1,EventBanner036.png,1,挑戰！宇宙探險隊簽到#1,2024,4,18,9,0,2024,5,1,23,59,https://landing.mangot5.com/template/la/event/240412_universe/index.html,,2,24032601,24032602,0
118,0,99,歡迎加入宇宙探險隊！,EventBanner036.png,3,歡迎加入宇宙探險隊！,2024,4,18,9,0,2024,5,16,9,0,http://la.mangot5.com/la/index,,1,24032603,0,0
119,0,99,挑戰！維格利德！,EventBanner036.png,4,挑戰！維格利德！,2024,4,18,9,0,2024,5,2,9,0,https://landing.mangot5.com/template/la/event/240412_universe/index.html,,1,24032604,0,0
120,0,99,挑戰！宇宙探險隊簽到#2,EventBanner037.png,1,挑戰！宇宙探險隊簽到#2,2024,5,2,9,0,2024,5,19,23,59,http://la.mangot5.com/la/index,,2,24042501,24042502,0
121,0,99,5月挑戰任務,EventBanner017.png,1,5月挑戰任務,2024,5,2,9,0,2024,5,30,9,0,http://la.mangot5.com/la/index,,4,24042503,0,1
122,0,99,5月挑戰任務獎勵兌換,EventBanner017.png,2,5月挑戰任務獎勵兌換,2024,5,2,9,0,2024,5,30,9,0,http://la.mangot5.com/la/index,,5,24042504,0,1
123,0,99,彩虹島5月點點名,EventBanner007.png,1,彩虹島5月點點名,2024,5,20,0,0,2024,5,31,23,59,http://la.mangot5.com/la/index,,2,24050901,24050902,0
124,0,99,天上掉下來的寶物？,EventBanner037.png,2,天上掉下來的寶物？,2024,5,16,9,0,2024,5,30,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=58012,,1,24050903,0,0
125,0,99,彩虹島6月點點名,EventBanner007.png,1,彩虹島6月點點名,2024,6,1,0,0,2024,6,30,23,59,http://la.mangot5.com/la/index,,2,24052001,24052002,0
126,0,99,06月挑戰任務,EventBanner019.png,1,06月挑戰任務,2024,5,30,9,0,2024,6,27,9,0,http://la.mangot5.com/la/index,,4,24052003,0,2
127,1,4,06月挑戰任務獎勵兌換,EventBanner019.png,2,06月挑戰任務獎勵兌換,2024,5,30,9,0,2024,6,27,9,0,http://la.mangot5.com/la/index,,5,24052004,0,2
128,0,99,慶典的不速之客,EventBanner037.png,3,慶典的不速之客,2024,5,30,9,0,2024,6,27,9,0,https://la.mangot5.com/game/la/notice/detail?contentNo=58251,,1,24052005,0,0
129,1,1,彩虹島點點名改版前夜祭,EventBanner015.png,1,彩虹島點點名改版前夜祭,2024,7,1,0,0,2024,7,10,23,59,http://la.mangot5.com/la/index,,2,24062001,24062002,0
130,0,99,草原音樂節,EventBanner038.png,1,草原音樂節,2024,6,27,9,0,2024,7,11,9,0,https://la.mangot5.com/game/la/event/detail/?contentNo=58788,,1,24062003,0,0
131,1,2,綠能古力古力農場,EventBanner038.png,2,綠能古力古力農場,2024,7,11,9,0,2024,8,8,8,59,http://la.mangot5.com/la/index,,2,24070101,24070102,0
132,1,5,任務：森林動物朋友的委託,EventBanner038.png,3,任務：森林動物朋友的委託,2024,7,11,9,0,2024,8,8,8,59,http://la.mangot5.com/la/index,,4,24070103,0,1
133,1,6,獎勵：森林動物朋友的委託,EventBanner038.png,4,獎勵：森林動物朋友的委託,2024,7,11,9,0,2024,8,8,8,59,http://la.mangot5.com/la/index,,5,24070104,0,1
134,1,8,農場初體驗,EventBanner039.png,2,農場初體驗,2024,7,11,9,0,2024,7,25,9,0,https://landing.mangot5.com/template/la/event/240711_invernell/index.html,,1,24070105,0,0
135,1,9,來自魔女的邀請函,EventBanner039.png,3,來自魔女的邀請函,2024,7,11,9,0,2024,9,19,9,0,https://landing.mangot5.com/template/la/event/240711_invernell/index.html,,1,24070106,0,0
136,1,10,Ultra Burning 3.0 上篇,EventBanner039.png,4,Ultra Burning 3.0 上篇,2024,7,11,9,0,2024,9,19,9,0,https://landing.mangot5.com/template/la/event/2024_UltraBurning3.0/index.html,,1,24070107,0,0
137,1,11,Ultra Burning 3.0 下篇,EventBanner040.png,1,Ultra Burning 3.0 下篇,2024,7,11,9,0,2024,9,19,9,0,https://landing.mangot5.com/template/la/event/2024_UltraBurning3.0/index.html,,1,24070108,0,0
138,1,7,與古力芬變親近吧！,EventBanner039.png,1,與古力芬變親近吧！,2024,7,11,9,0,2024,8,8,9,0,https://landing.mangot5.com/template/la/event/240711_invernell/index.html,,1,24070109,0,0
