ID,_WeaponSkinGroupID,_CategoryView,_Kind,_CategoryDetail,_Category,_Num,_ColorID,_FxgroupID,_MotionTypeID1,_MotionTypeID2,_MotionTypeID3,_Name,_Description,_PositionIndex,_IconFile,_IconIndex,_EventType,_Weaponskin_Item,_Weaponskin_EventItem,_Weaponskin_Item_Count,_Activation_Description,_Deactivation_Description1,_Deactivation_Description2
101015,101,1,1,0,801,17,1,0,10,0,0,虎爪,,15,10001106,241,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101016,101,1,1,0,801,19,1,0,10,0,0,格鬥魂爪,,16,10001107,93,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101017,101,1,1,0,801,1,2,0,10,0,0,新護指(S),,17,10001101,65,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101018,101,1,1,0,801,4,2,0,10,0,0,青銅半月牙(S),,18,10001101,68,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101019,101,1,1,0,801,6,2,0,10,0,0,增力鐵爪(S),,19,10001101,70,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101020,101,1,1,0,801,8,2,0,10,0,0,白銀鏈環(S),,20,10001101,72,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101021,101,1,1,0,801,10,2,0,10,0,0,黃玉鏈環(S),,21,10001101,208,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101022,101,1,1,0,801,12,2,0,10,0,0,綠扇(S),,22,10001105,31,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101023,101,1,1,0,801,14,2,0,10,0,0,火焰拳套(S),,23,10001100,138,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101024,101,1,1,0,801,16,2,0,10,0,0,死亡亞達加(S),,24,10001106,146,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101025,101,1,1,0,801,18,1,0,10,0,0,格鬥鬼爪(S),,25,10001107,61,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101026,101,1,1,0,801,20,1,0,10,0,0,格鬥神爪(S),,26,10001108,77,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101027,101,1,1,0,801,32,1,0,10,0,0,黑曜石刺手(S),,27,10001106,204,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101028,101,1,1,0,801,23,1,0,10,0,0,剛玉刺手(S),,28,10001105,23,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101029,101,1,1,1,801,43,1,0,10,0,0,王朝拳套,,29,10001110,248,0,190148731,190148741,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101030,101,1,1,1,801,45,1,0,10,0,0,奧莉安的變異拳套,,30,10001111,104,0,190148732,190148742,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101031,101,1,1,0,801,10,1,0,10,0,0,白金環,,31,10001100,133,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101032,101,1,1,0,801,12,1,0,10,0,0,鐵扇,,32,10001100,135,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101033,101,1,1,2,801,977,1,0,10,0,0,超級瑪琍拳套,,33,10001111,165,0,190148721,190148724,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101034,101,1,1,1,801,46,1,0,10,0,0,軍長的拳套,,34,10001112,1,0,190148733,190148743,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101035,101,1,1,1,801,47,1,0,10,0,0,地獄拳套,,35,10001112,104,0,190148734,190148744,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101036,101,1,1,1,801,48,1,0,10,0,0,噩夢拳套,,36,10001112,214,0,190148735,190148745,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101037,101,1,1,1,801,49,1,0,10,0,0,執著的拳套,,37,10001114,88,0,190148736,190148746,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101038,101,1,1,0,801,4,1,0,10,0,0,半月牙,,38,10001100,52,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101039,101,1,1,0,801,6,1,0,10,0,0,鐵爪,,39,10001100,124,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101040,101,1,1,0,801,8,1,0,10,0,0,銀環,,40,10001100,126,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101041,101,1,1,0,801,14,1,0,10,0,0,秘銀拳套,,41,10001100,137,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101042,101,1,1,0,801,16,1,0,10,0,0,亞達加,,42,10001100,139,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101043,101,1,1,0,801,2,2,0,10,0,0,燃燒鐵拳,,43,10001101,66,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101044,101,1,1,0,801,3,2,0,10,0,0,黃金星叉,,44,10001101,67,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101045,101,1,1,0,801,5,2,0,10,0,0,血色滿月牙,,45,10001101,69,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101046,101,1,1,0,801,7,2,0,10,0,0,增力赤爪,,46,10001101,71,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101047,101,1,1,0,801,9,2,0,10,0,0,鉻製鏈環,,47,10001101,207,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101048,101,1,1,0,801,11,2,0,10,0,0,青扇,,48,10001101,227,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101049,101,1,1,0,801,13,2,0,10,0,0,天罡劈水扇,,49,10001105,54,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101050,101,1,1,0,801,15,2,0,10,0,0,闇黑鑲釘拳套,,50,10001106,35,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101051,101,1,1,0,801,17,2,0,10,0,0,超級虎爪,,51,10001106,242,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101052,101,1,1,2,801,40,1,0,10,0,0,九尾狐巨拳,,52,10001109,100,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101053,101,1,1,2,801,22,1,0,10,0,0,蛇女黃金蛇,,53,10001101,163,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101054,101,1,1,2,801,24,1,0,10,0,0,奧列佛巨手,,54,10001105,99,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101055,101,1,1,2,801,21,1,0,10,0,0,大王哥布林巨拳,,55,10001101,151,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101056,101,1,1,2,801,30,1,0,10,0,0,不可殺伊拳套,,56,10001106,112,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
101057,101,1,1,3,801,978,1,0,10,0,0,拉歐貓拳套,,57,10001114,185,0,190148753,0,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102000,102,1,2,0,0,0,0,0,20,21,22,基本外觀,顯示目前套用的武器外觀或指定的武器外觀。,0,0,0,0,0,0,0,點擊使用鍵即可使用%s。,,
102001,102,1,2,0,802,1,2,0,20,21,22,淺褐色匕首(S),,1,10001101,73,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102002,102,1,2,0,802,1,1,0,20,21,22,匕首,,2,10001100,54,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102003,102,1,2,0,802,2,1,0,20,21,22,狩獵短刃,,3,10001100,55,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102004,102,1,2,0,802,3,1,0,20,21,22,錐刃,,4,10001100,56,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102005,102,1,2,0,802,4,2,0,20,21,22,翡翠刺刀(S),,5,10001101,76,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102006,102,1,2,0,802,5,1,0,20,21,22,騎士短劍,,6,10001100,58,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102007,102,1,2,0,802,6,1,0,20,21,22,羅馬匕首(S),,7,10001100,59,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102008,102,1,2,0,802,7,1,0,20,21,22,阿爾奇短刀,,8,10001100,60,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102009,102,1,2,0,802,8,2,0,20,21,22,新血紅阿爾奇短刀,,9,10001101,80,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102010,102,1,2,0,802,8,1,0,20,21,22,血紅阿爾奇短刀(S),,10,10001100,113,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102011,102,1,2,0,802,9,1,0,20,21,22,細刃匕首,,11,10001100,114,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102012,102,1,2,0,802,10,1,0,20,21,22,格里斯劍(S),,12,10001100,108,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102013,102,1,2,0,802,11,1,0,20,21,22,水藍格里斯劍,,13,10001101,228,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102014,102,1,2,0,802,12,1,0,20,21,22,五指劍(S),,14,10001100,110,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102015,102,1,2,0,802,13,2,0,20,21,22,羽翼五指劍,,15,10001105,56,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102016,102,1,2,0,802,13,1,0,20,21,22,水晶五指劍,,16,10001105,55,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102017,102,1,2,0,802,14,1,0,20,21,22,左手短劍(S),,17,10001100,112,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102018,102,1,2,0,802,15,2,0,20,21,22,必死格擋匕首,,18,10001106,36,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102019,102,1,2,0,802,15,1,0,20,21,22,格擋匕首,,19,10001100,171,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102020,102,1,2,0,802,16,1,0,20,21,22,拳刃(S),,20,10001100,172,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102021,102,1,2,0,802,17,2,0,20,21,22,真秘銀匕首,,21,10001106,244,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102022,102,1,2,0,802,17,1,0,20,21,22,秘銀匕首,,22,10001106,243,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102023,102,1,2,0,802,18,1,0,20,21,22,奧里哈勒昆匕首(S),,23,10001107,66,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102024,102,1,2,0,802,19,1,0,20,21,22,艾德加印匕首,,24,10001107,64,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102025,102,1,2,0,802,20,1,0,20,21,22,巨人匕首(S),,25,10001108,78,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102026,102,1,2,2,802,25,1,0,190,191,192,糖果短劍,,26,10001105,103,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102027,102,1,2,0,802,27,1,0,20,21,22,黑曜石匕首(S),,27,10001105,173,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102028,102,1,2,1,802,29,1,0,20,21,22,華爾基莉匕首,,28,10001106,94,0,190148727,190148737,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102029,102,1,2,2,802,42,1,0,20,21,22,瓦爾哈拉匕首,,29,10001110,79,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102030,102,1,2,0,802,32,1,0,20,21,22,剛玉匕首(S),,30,10001106,200,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102031,102,1,2,2,802,34,1,0,20,21,22,羅馬競技場糖果短劍,,31,10001107,33,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102032,102,1,2,1,802,39,1,0,20,21,22,黑暗短劍,,32,10001109,27,0,190148728,190148738,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102033,102,1,2,1,802,41,3,0,20,21,22,闇月短劍,,33,10001110,47,0,190148730,190148740,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102034,102,1,2,1,802,43,1,0,20,21,22,王朝短劍,,34,10001110,249,0,190148731,190148741,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102035,102,1,2,1,802,45,1,0,20,21,22,奧莉安的變異短劍,,35,10001111,105,0,190148732,190148742,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102036,102,1,2,1,802,46,1,0,20,21,22,軍長的短劍,,36,10001112,2,0,190148733,190148743,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102037,102,1,2,1,802,47,1,0,20,21,22,地獄短劍,,37,10001112,105,0,190148734,190148744,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102038,102,1,2,1,802,48,1,0,20,21,22,噩夢短劍,,38,10001112,215,0,190148735,190148745,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102039,102,1,2,1,802,49,1,0,20,21,22,執著的短劍,,39,10001114,89,0,190148736,190148746,10,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102040,102,1,2,2,802,977,1,0,20,21,22,超級瑪琍短劍,,40,10001111,166,0,190148721,190148724,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102041,102,1,2,0,802,2,2,0,20,21,22,新狩獵短刃,,41,10001101,74,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102042,102,1,2,0,802,3,2,0,20,21,22,金色錐刃,,42,10001101,75,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102043,102,1,2,0,802,4,1,0,20,21,22,刺刀,,43,10001100,57,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102044,102,1,2,0,802,5,2,0,20,21,22,新騎士短劍,,44,10001101,77,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102045,102,1,2,0,802,6,2,0,20,21,22,新羅馬匕首,,45,10001101,78,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102046,102,1,2,0,802,7,2,0,20,21,22,銀色阿爾奇短刀,,46,10001101,79,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102047,102,1,2,0,802,9,2,0,20,21,22,金色細刃匕首,,47,10001101,209,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102048,102,1,2,0,802,10,2,0,20,21,22,粉紅格里斯劍,,48,10001101,210,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102049,102,1,2,0,802,11,2,0,20,21,22,血紅格里斯劍,,49,10001101,229,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102050,102,1,2,0,802,12,2,0,20,21,22,血紅五指劍,,50,10001100,111,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102051,102,1,2,0,802,14,2,0,20,21,22,血色左手短劍,,51,10001105,126,0,190148723,190148723,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102052,102,1,2,2,802,16,2,0,20,21,22,死亡拳刃,,52,10001106,147,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102053,102,1,2,2,802,21,1,0,20,21,22,耶比弟弟匕首,,53,10001101,148,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102054,102,1,2,2,802,40,2,0,20,21,22,蟻后金色飛刀,,54,10001109,111,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102055,102,1,2,2,802,22,1,0,20,21,22,忍者飛刀,,55,10001101,162,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102056,102,1,2,2,802,40,1,0,20,21,22,蜜桃怪魅力匕首,,56,10001109,102,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102057,102,1,2,2,802,23,1,0,20,21,22,雪爾奇的極地匕首,,57,10001101,252,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102058,102,1,2,2,802,24,1,0,20,21,22,綠龍魔法匕首,,58,10001101,253,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102059,102,1,2,2,802,26,1,0,20,21,22,冰魔卡妙冰霜匕首,,59,10001105,144,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102060,102,1,2,2,802,28,1,0,20,21,22,人面獅身法老匕首,,60,10001105,176,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
102061,102,1,2,2,802,30,1,0,20,21,22,牛蛙短劍,,61,10001106,117,0,190148725,190148725,1,點擊使用鍵即可使用[%s]武器外觀。,點擊購買鍵即可登錄[%s]武器外觀。,[%s]道具數量不足。
