ID,_Vehicle_Tab,_PositionIndex,_Name,_Description,_Category,_Num,_ColorID,_PosID3,_MotionTypeID,_Icon,_IconIndex,_EventType,_Vehicle_Item,_Vehicle_EventItem,_Vehicle_Item_Count,_Activation_Description,_Deactivation_Description1,_Deactivation_Description2,_Skill1,_SLv1,_Skill2,_SLv2,_Skill3,_SLv3,_Skill4,_SLv4,_GradeID,_FX
10012,2,3,999火箭, 移動速度 +70%\n繩索移動速度 +110%\n梯子移動速度 +110%\n\n紀念彩虹島伺服器9週年而製成的火箭,816,955,15,13,650,10001211,244,0,0,190148299,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,0,0,0,0,0,0,0,0,1,0
10013,2,2,前進海賊熊號, 移動速度 +70%\n繩索移動速度 +110%\n梯子移動速度 +110%\n\n可在海洋與陸地等任何地方快速移動的神秘前進海賊熊號海盜船,816,955,46,13,504,10001214,228,0,0,190148302,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,0,0,0,0,0,0,0,0,1,0
20001,1,25,耶比妹妹海盜船, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n無論海洋或陸地，能快速移動至任何地方的神秘耶比妹妹海盜船,816,955,18,13,700,10001212,47,0,190148332,190148303,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,0,0,0,0,0,0,2,0
20002,1,24,地獄馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n從地獄召喚而來的特殊馬。據說只要碰到他身上燃燒的地獄火花，任何東西都會瞬間消失。,816,955,19,13,730,10001212,85,0,190148333,190148304,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20003,1,26,虎皮小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照老虎模樣氣球製成的小朋友專屬可愛坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王吧！」,816,955,20,13,740,10001212,123,0,190148334,190148305,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20004,1,27,超級小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照小馬模樣氣球製成的小朋友專屬坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王並救出公主吧！」\n\n「女生搭乘時也能救出王子」,816,955,9,13,530,10001210,91,0,190148335,190148306,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20005,1,23,惡靈戰警, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n即使在地獄也只有前0.1%高級階層才能搭的高級機車,816,955,21,13,511,10001212,160,0,190148336,190148307,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20006,1,22,耶比妹妹小船, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n可以驅散炎熱暑氣的獨特耶比妹妹小船,816,955,26,13,770,10001213,38,0,190148337,190148308,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20007,1,16,冰鹿, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n雪白且氣度非凡的冰鹿，擁有比寶石耀眼的美麗冰角,816,955,27,13,790,10001213,99,0,190148338,190148309,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20008,1,28,鮮黃小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照小馬模樣氣球製成的小朋友專屬可愛坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王吧！」,816,955,29,13,840,10001213,133,0,190148339,190148310,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20009,1,29,鮮紅小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照小馬模樣氣球製成的小朋友專屬可愛坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王吧！」,816,955,95,13,810,10001213,154,0,190148340,190148311,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20010,1,30,翠綠小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照小馬模樣氣球製成的小朋友專屬可愛坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王吧！」,816,955,96,13,820,10001213,148,0,190148341,190148312,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20011,1,31,靛藍小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照小馬模樣氣球製成的小朋友專屬可愛坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王吧！」,816,955,97,13,830,10001213,150,0,190148342,190148313,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20012,1,32,灰黑小馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n仿照小馬模樣氣球製成的小朋友專屬可愛坐騎\n\n「出發吧！小朋友騎士團！前往魔王支配的幻想國度，消滅魔王吧！」,816,955,98,13,841,10001213,152,0,190148343,190148314,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20013,1,14,神獸藍虎, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n彷彿能乘風飛翔且充滿靈性的敏捷動物,816,955,30,13,512,10001213,210,0,190148344,190148315,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20014,1,17,粉鹿, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n冰鹿永遠的搭檔，擁有粉色神秘冰角且氣度非凡的鹿,816,955,27,13,844,10001213,254,0,190148345,190148316,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20015,1,21,婚禮敞篷車, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n伴隨幸福未來的堅實婚禮敞篷車,816,955,31,13,845,10001214,48,0,190148346,190148317,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20016,1,20,白色南瓜馬車, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n用百年難得一見的白色南瓜製成的稀有白色南瓜馬車,816,955,10,13,848,10001214,106,0,190148347,190148318,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20017,1,15,神獸粉虎, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n如清風一般的神獸粉虎,816,955,45,13,503,10001214,180,0,190148348,190148319,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20018,1,19,高級B＆W獅鷲★★, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n無論面對多強大的對手都絕對不會屈服，高傲又充滿魅力的高級B＆W獅鷲,816,955,13,13,610,10001211,193,0,190148349,190148320,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20019,1,18,高級闇黑幼龍, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n在有著不滅之火與熾熱熔岩的地方誕生的特別高級闇黑幼龍,816,955,17,13,690,10001317,256,0,190148350,190148321,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20020,1,13,耶比妹妹氣球, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n想像自己乘著氣球飛翔，乘著耶比妹妹氣球飛向現實吧！,816,955,56,13,507,10001215,47,2,190148351,190148322,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20021,1,12,魔耶比氣球, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n想像自己乘著氣球飛翔，乘著魔耶比氣球飛向現實吧！,816,955,64,13,508,10001215,75,2,190148352,190148323,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20022,1,11,耶比妹妹滑板車, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n和可愛耶比妹妹一起奔馳的耶比妹妹滑板車,816,955,65,13,515,10001215,135,2,190148353,190148324,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20023,1,10,胖達利滑板車, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n和可愛胖達利一起奔馳的胖達利滑板車,816,955,66,13,514,10001215,205,2,190148354,190148325,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20024,1,9,飛馬, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n擁有美麗翅膀的飛馬,816,955,69,13,516,10001215,214,0,190148355,190148326,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20025,1,6,閃電之翼, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n綻放耀眼光芒的翅膀裝置。像閃電一樣迅速！,816,955,70,13,517,10001215,252,2,190148356,190148327,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,180944
20026,1,7,招福貓, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n為主人帶來滿滿福氣的招福貓,816,955,71,13,780,10001213,22,0,190148357,190148328,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20027,1,8,金色獅鷲, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n僅服從於登峰造極者的獅鷲,816,955,32,13,502,10001214,134,0,0,190148301,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20028,1,5,龜龜＆兔兔, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n總是全力以赴的龜龜，與總是伴隨在側的兔兔,816,955,33,13,518,10001216,32,2,190148560,1300001816,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20029,1,1,撲克獅滑雪板, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n掛有撲克獅玩偶的滑雪板。伴隨著帥氣撲克獅的飛揚鬃毛，踏遍雪地吧！,816,955,34,13,519,10001216,151,1,190148668,0,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20030,1,2,年幼的企鵝滑雪板, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n掛有年幼企鵝玩偶的滑雪板。為了來訪雪原的小朋友們而製作。,816,955,35,13,521,10001216,152,1,190148668,0,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20031,1,3,海賊熊滑雪板, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n掛有海賊熊玩偶的滑雪板。無論怎麼碰撞，似乎都不會摔倒。,816,955,36,13,522,10001216,153,1,190148668,0,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
20032,1,4,鈕扣貓滑雪板, 移動速度 +90%\n繩索移動速度 +120%\n梯子移動速度 +120%\n\n掛有鈕扣貓玩偶的滑雪板。多虧有貓毛，握把總是很溫暖！,816,955,37,13,523,10001216,154,1,190148668,0,1,已登錄[%s]坐騎。,點擊購買鍵，即可購買[%s]坐騎。,[%s]道具數量不足。,5000077,1,5000078,1,0,0,0,0,2,0
