ID,_Name,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Visible,_Acquisition_EffectID1,_Acquisition_EffectID2,_Acquisition_EffectID3,_Acquisition_EffectID4,_Acquisition_EffectID5,_Acquisition_ItemID1,_Acquisition_StackCount1,_Acquisition_Rare1,_Acquisition_ItemID2,_Acquisition_StackCount2,_Acquisition_Rare2,_Mission_Type1,_Mission_ID1,_Mission_Count1,_Mission_Type2,_Mission_ID2,_Mission_Count2,_Mission_Type3,_Mission_ID3,_Mission_Count3,_Mission_Type4,_Mission_ID4,_Mission_Count4,_Complete_NPCID,_Consumption_ItemID1,_Consumption_ItemCount1,_Consumption_ItemID2,_Consumption_ItemCount2,_Consumption_ItemID3,_Consumption_ItemCount3,_Consumption_ItemID4,_Consumption_ItemCount4,_Consumption_ItemID5,_Consumption_ItemCount5,_Rank1_Require1_Type,_Rank1_Require1_ID,_Rank1_Require1_Value1,_Rank1_Require1_Value2,_Rank1_Require2_Type,_Rank1_Require2_ID,_Rank1_Require2_Value1,_Rank1_Require2_Value2,_Rank2_Require1_Type,_Rank2_Require1_ID,_Rank2_Require1_Value1,_Rank2_Require1_Value2,_Rank2_Require2_Type,_Rank2_Require2_ID,_Rank2_Require2_Value1,_Rank2_Require2_Value2,_Rank3_Require1_Type,_Rank3_Require1_ID,_Rank3_Require1_Value1,_Rank3_Require1_Value2,_Rank3_Require2_Type,_Rank3_Require2_ID,_Rank3_Require2_Value1,_Rank3_Require2_Value2,_Rank1_Type,_Rank1_ID1,_Rank1_Probability1,_Rank1_ID2,_Rank1_Probability2,_Rank1_ID3,_Rank1_Probability3,_Rank2_Type,_Rank2_ID1,_Rank2_Probability1,_Rank2_ID2,_Rank2_Probability2,_Rank2_ID3,_Rank2_Probability3,_Rank3_Type,_Rank3_ID1,_Rank3_Probability1,_Rank3_ID2,_Rank3_Probability2,_Rank3_ID3,_Rank3_Probability3,_Icon1,_IconIndex1,_Place_Info1,_NPC_Info1,_Icon2,_IconIndex2,_Place_Info2,_NPC_Info2,_Talk1,_Talk2,_Purpose,_Accept_Message,_Accept_Image,_Complete_Message,_Complete_Image,_City_Name,_Mission_OnOff1,_Mission_OnOff2,_Mission_OnOff3,_Mission_OnOff4,_Quest_AcceptType,_Quest_BaseLV,_Quest_CompletionDel,_Quest_Kind,_Quest_Type
111000011,수련에 집중!,4,1,111000010,1,1,3,5,0,0,0,0,0,0,0,0,0,4,2,111000011,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000011,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,벨로스 마을,아세스,10005000,3,벨로스 마을,로한,귀환의 비석을 사용 할 수 있다면 이제 이 세상의 가장 중요한 기본 지식은 절반 이상 습득을 한 것이나 다름없네.,다른 지식들은 지금 당장 배우기 보다는 자네가 성장하면서 그때그때 때에 맞게 설명을 해줄테니 지금은 아세스가 가르쳐 주는 수련을 우선으로 집중하게나.,벨로스 마을 에 있는 '아세스' 와 대화해야 합니다.,그럼 아세스에게 가서 남은 수련을 더 하게나.,0,오셨군요. 로한님의 가르침은 어땠나요?,0,1,1,1,1,1,3,5,0,,0
111000012,산림지대 깊숙히,4,1,111000011,1,1,3,5,0,0,0,0,0,0,0,0,0,4,2,111000012,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000012,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,벨로스 마을,아세스,이제 사냥에 관한 기본 방식은 익히신 것 같으니 이번에는 산림지대로 가서 계속해 볼까요?,산림지대에서 좀 더 깊숙한 곳에는 모험가님의 실력 향상에 딱 알맞은 몬스터 들이 있답니다. 그곳으로 저를 따라 오시겠어요?,산림지대 지역에 있는 '아세스' 와 대화해야 합니다.,제가 먼저 가 있을테니 모험가님 께서도 준비가 되시면 오세요.,0,후훗~ 날씨도 화창하고 수련하기 딱 좋은 날씨죠?,0,1,1,1,1,1,3,5,0,,0
111000013,이제는 몸풀기용?,4,1,111000012,1,1,3,5,0,0,0,0,0,0,0,0,0,4,2,111000013,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000101,2,1,810000104,2,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,조금씩 전투에 자신감이 붙으신 것 같은데 이제는 산림지대에 있는 문제를 해결해 보면서 실력을 향상 시켜 보시는건 어때요?,그 전에 일단 몸도 풀 겸 프리링과 비틀G 를 처치하고 오시겠어요?,산림지대 지역에 있는 [프리링] 2마리와 [비틀G] 2마리를 처치해야 합니다.,몸을 푼다고 너무 방심했다가 큰 코 다칠 수 있으니 조심하세요.,0,어때요? 몸풀기 치고는 조금 지치셨나요? 호호.,0,1,1,1,1,1,3,5,0,,0
111000014,해충을 쫓는 주머니,4,1,111000013,1,1,3,5,0,0,0,0,0,0,0,0,0,4,2,111000014,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190100201,4,0,0,0,0,0,0,0,0,0,75,190100201,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000014,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,비틀G 를 처치하시면서 혹시 향기로운 냄새를 맡으신 적은 없나요?,그 향기로운 냄새는 비틀G 녀석들이 가지고 있는 향기로운 주머니 때문인데 그 주머니는 이곳 산림지대에 있는 해로운 각종 해충을 쫓는 신비한 능력도 가지고 있다고 해요.,산림지대 지역에 있는 [비틀G] 에게 <향기 주머니> 4개를 구해와야 합니다.,모험가님 께서 이곳에서 수련을 하시려면 해충을 조심해야 하니 그 주머니를 가져와 주시겠어요?,0,이 주머니는 제가 직접 달아드릴께요.,0,1,1,1,1,1,3,5,0,,0
111000015,불만 많은 들개,4,1,111000014,1,1,3,6,0,0,0,0,0,0,0,0,0,4,2,111000015,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000109,4,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000015,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,지금까지의 수련은 바로 저 들개 녀석들을 상대하기 위해서 였어요.,들개 녀석들은 사람의 손을 타지 않았거나 사람들 에게 버려진 녀석들이라 그 성격이 굉장히 사나운 녀석들 이예요.,산림지대 지역에 있는 [들개] 4마리를 처치해야 합니다.,굉장히 호전적인 녀석들이니 조심하세요.,0,어때요? 견딜만 하신가요?,0,1,1,1,1,1,3,6,0,,0
111000016,날카로운 들개 발톱,4,1,111000015,1,1,3,6,0,0,0,0,0,0,0,0,0,4,2,111000016,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190100301,4,0,0,0,0,0,0,0,0,0,75,190100301,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000016,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,들개 녀석들이 이곳 산림지대에 몰려들어서 이곳에서 벌목을 하던 나무꾼 분들의 피해가 여간 심한게 아니예요.,모험가님 께서 저 들개들의 중요한 무기인 발톱을 빼앗아 주실 수 있나요?,산림지대 지역에 있는 [들개] 에게 <들개 발톱> 4개를 구해와야 합니다.,모험가님 께서도 들개의 발톱에 당하지 않도록 조심하세요.,0,이렇게 날카로우니 많은 사람들이 부상을 당한 거군요?,0,1,1,1,1,1,3,6,0,,0
111000017,잡식성 들개,4,1,111000016,1,1,3,6,0,0,0,0,0,0,0,0,0,4,2,111000017,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190100302,4,0,0,0,0,0,0,0,0,0,75,190100302,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000017,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,들개 녀석들은 아무것이나 가리지 않고 먹는 잡식성인 녀석들이라 심지어 이곳 산림지대의 우거진 나뭇잎 까지 먹어 치운다고 해요.,워낙에 많은 양을 먹는 녀석들이라 자꾸 그렇게 나뭇잎을 먹어 치우다간 이곳 산림지대의 우거진 나무들을 다시는 볼 수 없을지도 몰라요.,산림지대 지역에 있는 [들개] 에게 <나뭇잎> 4개를 구해와야 합니다.,들개들이 나뭇잎을 먹지 못하도록 막아주세요.,0,모험가님 덕분에 이곳의 나무를 보호 할 수 있겠어요.,0,1,1,1,1,1,3,6,0,,0
111000018,산림 훼손 방지,4,1,111000017,1,1,3,6,0,0,0,0,0,0,0,0,0,4,2,111000018,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190100203,2,3,190100303,2,0,0,0,0,0,0,75,190100203,2,190100303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000018,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,산림지대의 우거진 나무는 전부터 벨로스 마을 사람들의 자랑거리 였답니다. 하지만 비틀G 녀석들과 들개 녀석들이 나무를 훼손시키는 바람에 큰 나무들이 시들어 죽어가고 있어요.,비틀G 의 다리와 들개의 발톱으로 긁어서 그런 것 같은데 모험가님 께서 그 녀석들을 혼쭐 내주실 수 있나요?,산림지대 지역에 있는 [비틀G] 에게 <비틀 G 다리> 2개와 [들개] 에게 <훼손된 발톱> 2개를 구해와야 합니다.,나무들이 더 이상 훼손되지 않도록 부탁드려요.,0,정말 수고하셨어요.,0,1,1,1,1,1,3,6,0,,0
111000019,산림지대의 주인,4,1,111000018,1,1,3,7,0,0,0,0,0,0,0,0,0,4,2,111000019,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000111,4,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000019,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,사실 들개가 이곳에서 설치고 있다고 하지만 예전부터 이곳의 주인은 바로 늑대 였답니다.,모험가님 께서 이곳에서 경험 하셨던 그 어떤 녀석들 보다 강력한 녀석들이니 모험가님의 실력 향상에 큰 도움을 줄 수 있을꺼예요.,산림지대 지역에 있는 [늑대] 4마리를 처치해야 합니다.,늑대는 굉장히 무서운 녀석이니 조심하세요.,0,어떠세요? 괜찮으신가요?,0,1,1,1,1,1,3,7,0,,0
111000020,싸움 말리기,4,1,111000019,1,1,3,7,0,0,0,0,0,0,0,0,0,4,2,111000020,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000109,2,1,810000111,2,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,늑대를 상대해 보셔서 알겠지만 늑대와 들개는 이곳 산림지대를 놓고 다투는 녀석들 이랍니다.,자기들 끼리의 잦은 싸움 때문에 이곳 산림지대의 식물들이 크게 짓밟히고 있어요. 모험가님 께서 그 두 녀석들의 싸움을 말려 주실 수 있으신가요?,산림지대 지역에 있는 [들개] 2마리와 [늑대] 2마리를 처치해야 합니다.,그럼 부탁드릴께요.,0,휴우~ 정말 말썽꾸러기 녀석들 이군요.,0,1,1,1,1,1,3,7,0,,0
111000021,늑대의 털,4,1,111000020,1,1,3,7,0,0,0,0,0,0,0,0,0,4,2,111000021,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190100401,4,0,0,0,0,0,0,0,0,0,75,190100401,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,2,산림지대,아세스-산림지대,10005000,2,산림지대,아세스-산림지대,이곳에 있는 늑대의 털은 털이라고 할 수 없을 만큼 꽤나 까칠해서 사람들의 살갖에 부비기만 해도 벌겋게 달아 오를만큼 까칠 하답니다.,그 늑대의 털 때문에 많은 사람들이 부담스러워 하니 모험가님 께서 늑대를 처치하시고 그 털을 가져와 주시겠어요?,산림지대 지역에 있는 [늑대] 에게 <꺼칠한 털> 4개를 구해와야 합니다.,늑대의 털에 다치지 않도록 조심하세요.,0,우와 정말 까칠하군요?,0,1,1,1,1,1,3,7,0,,0
