ID,_Name,_BaseSlv,_MaxSlv,_GetSkillLv,_GetSkillID,_SkillType,_SaveCheck,_UpRequireSkillPoint,_UpRequireSkillPointSlv,_UpRequire1_Type,_UpRequire1_ID,_UpRequire1_Value1,_UpRequire1_ValueSlv1,_UpRequire1_Value2,_UpRequire1_ValueSlv2,_UpRequire2_Type,_UpRequire2_ID,_UpRequire2_Value1,_UpRequire2_ValueSlv1,_UpRequire2_Value2,_UpRequire2_ValueSlv2,_Learn_Skill,_InventoryType,_Icon,_IconIndex,_QuickSlotUse,_DisableIcon,_DisableIconIndex,_DisableAlpha,_SubID,_SubIndex,_UpConsumption_Ely,_UpConsumption_ElySlv,_UpConsumption_Type,_Special_Skill,_Toggle_Check,_Pet_Action,_SealSkill_Level,_SealSkill_Exp,_Learn_Fx,_Description,_DisableDescription
3000106,強化能力值,0,5,0,0,3,0,1,0,1,3,3,3,0,0,0,0,0,0,0,0,1,4,10003040,67,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,提升自已的力量、體力、魔力、幸運\n\n※技能資訊※\n每等級增加2%,提升自已的力量、體力、魔力、幸運\n\n※效果※\n每等級增加2%\n\n※習得條件※\n需要技能點數：1\n限制等級：3
3000107,憤怒,0,5,0,0,3,0,1,0,1,3,24,4,0,0,0,0,0,0,0,0,1,4,10003040,47,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,形成憤怒，提升自己的物理傷害\n\n※技能資訊※\n每等級提升物理傷害 1%,形成憤怒，提升自己的物理傷害\n\n※效果※\n每等級提升物理傷害1%\n\n※學習條件※\n需要技能點數：1\n限制等級：24
3000101,集中,0,5,0,0,3,0,1,0,1,3,8,4,0,0,0,0,0,0,0,0,1,4,10003040,50,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,集中精神提升自己的命中率\n\n※技能資訊※\n每等級提升3%的命中率,集中精神提升自己的命中率\n\n※效果※\n每等級提升3%的命中率\n\n※學習條件※\n需要技能點數：1\n限制等級：8
3000108,憤怒爆發,0,3,0,0,3,0,1,0,1,3,40,4,0,0,3,2,3000107,0,5,0,1,4,10003040,44,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,"受到敵人的物理爆擊攻擊時, 一定時間內提升自己的物理爆擊傷害\n\n※技能資訊※\n只有在憤怒狀態下才會產生效果\n每等級提升物理爆擊傷害5%","受到敵人的物理爆擊攻擊時, 一定時間內提升自己的物理爆擊傷害\n\n※效果※\n只有在憤怒狀態下才會產生效果\n每等級提升物理爆擊傷害5%\n\n※學習條件※\nLv.5 憤怒\n需要技能點數：1\n限制等級：40"
3000140,增加致死率,0,3,0,0,3,0,1,0,1,3,30,7,0,0,0,0,0,0,0,0,1,4,10003040,41,0,10003000,16,100,401,0,0,0,0,0,0,0,0,0,0,提升自己的物理傷害 \n\n※技能資訊※\n每等級提升物理傷害 10,提升自己的物理傷害 \n\n※效果※\n每等級提升物理傷害 10\n\n※學習條件※\n需要技能點數：1\n限制等級：30
1000014,昇龍斬,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,2,10003010,12,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 最基本卻又深奧的向上揮砍\n\n※技能資訊※\n目標數：5,[單手劍] 最基本卻又深奧的向上揮砍\n\n※學習條件※\n需要技能點數：1\n限制等級：1
1001004,順烈斬,0,3,0,0,1,0,1,0,1,3,5,5,0,0,3,2,1000014,0,1,0,1,2,10003010,21,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 往前方大範圍的斬殺\n\n※技能資訊※\n目標數：5,[單手劍] 往前方大範圍的斬殺\n\n※學習條件※\nLv.1 昇龍斬\n需要技能點數：1\n限制等級：5
1001014,龍尾襲,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,1001004,0,1,0,1,2,10003010,29,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 源自於龍尾橫掃地面的斬殺技能\n\n※技能資訊※\n目標數：5,[單手劍] 源自於龍尾橫掃地面的斬殺技能\n\n※學習條件※\nLv.1 順烈斬\n需要技能點數：1\n限制等級：12
1002004,音速斬,0,3,0,0,1,0,1,0,1,3,20,5,0,0,3,2,1001014,0,1,0,1,2,10003010,38,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 以超高速劍擊，超高速揮砍\n\n※技能資訊※\n目標數：5,[單手劍] 以超高速劍擊，超高速揮砍\n\n※學習條件※\nLv.1 龍尾襲\n需要技能點數：1\n限制等級：20
1003004,閃影劍,0,3,0,0,1,0,1,0,1,3,35,5,0,0,3,2,1002004,0,1,0,1,2,10003010,68,1,10003000,16,100,203,0,0,0,0,0,0,0,0,0,0,[單手劍] 比風速更快的刺殺技能\n\n※技能資訊※\n目標數：5,[單手劍] 比風速更快的刺殺技能\n\n※學習條件※\nLv.1 音速斬\n需要技能點數：1\n限制等級：35
1000016,打狗棒法,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,2,10003010,14,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 實用的連打技能\n\n※技能資訊※\n目標數：5,[鈍器] 實用的連打技能\n\n※學習條件※\n需要技能點數：1\n限制等級：1
1001006,百烈擊暈,0,3,0,0,1,0,1,0,1,3,5,5,0,0,3,2,1000016,0,1,0,1,2,10003010,23,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 朝前方強力的2連打攻擊\n\n※技能資訊※\n目標數：5,[鈍器] 朝前方強力的2連打攻擊\n\n※學習條件※\nLv.1 打狗棒法\n需要技能點數：1\n限制等級：5
1001016,龍虎相搏,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,1001006,0,1,0,1,2,10003010,31,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 交叉攻擊兩次的軌道並將威力集中於一點的技能\n\n※技能資訊※\n目標數：5,[鈍器] 交叉攻擊兩次的軌道並將威力集中於一點的技能 \n\n※學習條件※\nLv.1 百烈擊暈\n需要技能點數：1\n限制等級：12
1002016,天沖烈斬,0,3,0,0,1,0,1,0,1,3,20,5,0,0,3,2,1001016,0,1,0,1,2,10003010,48,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 運用天地之間的陰陽真理，發揮2連打打擊\n\n※技能資訊※\n目標數：5,[鈍器] 運用天地之間的陰陽真理，發揮2連打打擊\n\n※學習條件※\nLv.1 龍虎相搏\n需要技能點數：1\n限制等級：20
1003016,崩碎襲,0,3,0,0,1,0,1,0,1,3,35,5,0,0,3,2,1002016,0,1,0,1,2,10003010,66,1,10003000,16,100,207,0,0,0,0,0,0,0,0,0,0,[鈍器] 以瘋狂的速度亂打前方的敵人\n\n※技能資訊※\n目標數：5,[鈍器] 以瘋狂的速度亂打前方的敵人\n\n※學習條件※\nLv.1 天沖烈斬\n需要技能點數：1\n限制等級：35
3000206,強化體力,0,5,0,0,3,0,1,0,1,3,3,3,0,0,0,0,0,0,0,0,1,4,10003040,47,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己的所有能力值\n\n※技能資訊※\n所有能力值提升2%,提升自己的所有能力值\n\n※效果※\n所有能力值提升2%\n\n※學習條件※\n需要技能點數：1\n限制等級：3
3000230,守護神的祝福,0,5,0,0,3,0,1,0,1,3,8,4,0,0,0,0,0,0,0,0,1,4,10003040,66,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己和組隊成員的體力\n\n※技能資訊※\n每等級提升體力 50,提升自己和組隊成員的體力\n\n※效果※\n每等級提升體力 50\n\n※學習條件※\n需要技能點數：1\n限制等級：8
3000228,挑釁,0,3,0,0,1,0,0,0,1,3,15,10,0,0,0,0,0,0,0,0,1,4,10003030,2,1,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,挑釁對方使其攻擊自己的技能\n\n※效果※\n持續時間：Lv * 3秒\n目標數：7,挑釁對方使其攻擊自己的技能\n\n※效果※\n持續時間：Lv * 3秒\n\n※學習條件※\n限制等級：15
3000201,鐵甲,0,5,0,0,3,0,1,0,1,3,24,4,0,0,0,0,0,0,0,0,1,4,10003040,45,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己的物理防禦力\n\n※技能資訊※\n每等級提升3%的防禦力,提升自己的物理防禦力\n\n※效果※\n每等級提升3%的防禦力\n\n※學習條件※\n需要技能點數：1\n限制等級：24
3000217,武器強化I,0,3,0,0,3,0,1,0,1,3,12,3,0,0,0,0,0,0,0,0,1,4,10003040,80,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,提升自己的武器最小傷害\n\n※技能資訊※\n每等級提升10的武器最小傷害,提升自己的武器最小傷害\n\n※效果※\n每等級提升10的武器最小傷害\n\n※學習條件※\n需要技能點數：1\n限制等級：12
3000204,衝擊緩和,0,3,0,0,3,0,1,0,1,3,40,4,0,0,3,2,3000230,0,5,0,1,4,10003040,46,0,10003000,16,100,402,0,0,0,0,0,0,0,0,0,0,受到敵人攻擊時，傷害減少\n\n※技能資訊※\n每等級減少物理傷害 10,受到敵人攻擊時，傷害減少\n\n※效果※\n每等級減少物理傷害 10\n\n※學習條件※\nLv.5 守護神的祝福\n需要技能點數：1\n限制等級：40
3001313,烈火_SMG,0,1,0,0,1,0,1,0,1,3,5,1,0,0,0,0,0,0,0,0,1,2,10003010,80,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚烈火_SMG攻擊敵人 \n\n※技能資訊※\n擁有相當於角色能力值60%的力量\n召喚型技能最多可維持5個\n目標數：5,召喚烈火_SMG攻擊敵人\n\n※效果※\n擁有相當於角色能力值60%的力量\n召喚型技能最多可維持5個\n\n※學習條件※\n需要技能點數：1\n限制等級：5
3001314,烈火_SMG[Level UP],0,4,0,0,3,0,1,0,1,3,15,10,0,0,3,2,3001313,0,1,0,1,2,10003041,58,0,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,升級烈火_SMG\n\n※技能資訊※\n可召喚擁有每等級角色能力值60%+ (Lv. *5%)力量的SMG,升級烈火_SMG\n\n※效果※\n可召喚擁有每等級角色能力值60%+ (Lv. *5%)力量的SMG\n\n※學習條件※\nLv.1 烈火_SMG\n需要技能點數：1\n限制等級：15
3001319,緩慢_SMG,0,1,0,0,1,0,2,0,1,3,30,1,0,0,0,0,0,0,0,0,1,4,10003010,94,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚緩慢_SMG減緩敵人的移動速度\n\n※技能資訊※\n3秒內的移動速度減少5%\n召喚型技能最多可維持5個,召喚緩慢_SMG減緩敵人的移動速度\n\n※效果※\n3秒內的移動速度減少5%\n召喚型技能最多可維持5個\n\n※學習條件※\n需要技能點數：2\n限制等級：30
3001320,克爾_SMG,0,1,0,0,1,0,2,0,1,3,20,1,0,0,0,0,0,0,0,0,1,4,10003010,90,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚克爾_SMG，降低周圍敵人的力量\n\n※技能資訊※\n降低力量30%\n召喚型技能最多可維持5個,召喚克爾_SMG，降低周圍敵人的力量\n\n※效果※\n降低力量30%\n召喚型技能最多可維持5個\n\n※學習條件※\n需要技能點數：2\n限制等級：20
3001321,推動_SMG,0,1,0,0,1,0,2,0,1,3,40,1,0,0,0,0,0,0,0,0,1,4,10003010,95,1,10003000,16,100,224,0,0,0,0,0,0,0,0,0,0,召喚推動_SMG推開前方的敵人\n\n※技能資訊※\n推開前方的敵人\n召喚型技能最多可維持5個,召喚推動_SMG推開前方的敵人\n\n※效果※\n推開前方的敵人\n召喚型技能最多可維持5個\n\n※學習條件※\n需要技能點數：2\n限制等級：40
3001301,強化能力值,0,5,0,0,3,0,1,0,1,3,3,4,0,0,0,0,0,0,0,0,1,4,10003040,67,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,提升自已的力量、體力、魔力、幸運\n\n※技能資訊※\n每等級增加2%,提升自已的力量、體力、魔力、幸運\n\n※效果※\n每等級增加2%\n\n※習得條件※\n需要技能點數：1\n限制等級：3
3001308,強化身體,0,5,0,0,3,0,1,0,1,3,8,5,0,0,0,0,0,0,0,0,1,4,10003040,66,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,提升自己的HP上限\n\n※技能資訊※\n每等級提升HP上限2%,提升自己的HP上限\n\n※效果※\n每等級提升HP上限2%\n\n※習得條件※\n需要技能點數：1\n限制等級：8
3001303,機械槍[強化],0,1,0,0,3,0,1,0,1,3,17,0,0,0,3,2,1000021,0,3,0,1,4,10003040,107,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,強化工具箱的攻擊技能機械槍 +1Lv,強化工具箱的攻擊技能機械槍 +1Lv\n\n※學習條件※\nLv.3 機械槍\n需要技能點數：1\n限制等級：17
3001304,機械召喚[強化],0,1,0,0,3,0,1,0,1,3,25,0,0,0,3,2,1001021,0,3,0,1,4,10003040,108,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,強化工具箱的攻擊技能機械召喚 +1Lv,強化工具箱的攻擊技能機械召喚 +1Lv \n\n※學習條件※\nLv.1 機械槍[強化]\nLv.3 機械召喚\n需要技能點數：1\n限制等級：25
3001350,體力藥水,0,5,0,0,1,0,1,0,1,3,20,6,0,0,0,0,0,0,0,0,1,4,10003030,10,1,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,增加自身與隊友的HP上限\n\n※技能資訊※\n持續時間：10分鐘\n每等級增加HP上限100,增加自身與隊友的HP上限\n\n※效果※\n持續時間：10分鐘\n每等級增加HP上限100\n\n※習得條件※\n需要技能點數：1\n限制等級：20
3001305,瞄準,0,5,0,0,3,0,1,0,1,3,30,6,0,0,0,0,0,0,0,0,1,4,10003040,50,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,提升物理命中率\n\n※技能資訊※\n每等級命中率 +3%,提升物理命中率\n\n※效果※\n每等級命中率 +3%\n\n※學習條件※\n需要技能點數：1\n限制等級：30
3001306,威力_SMG,0,1,0,0,1,0,1,0,1,3,35,0,0,0,0,0,0,0,0,0,1,4,10003010,91,1,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,召喚威力_SMG，提升周圍同伴的最小傷害\n\n※技能資訊※\n最小傷害提升5%\n召喚型技能最多可維持5個,召喚威力_SMG，提升周圍同伴的最小傷害\n\n※效果※\n最小傷害提升5%\n召喚型技能最多可維持5個\n\n※學習條件※\n需要技能點數：1\n限制等級：35
3001307,威力_SMG[強化],0,1,0,0,3,0,1,0,1,3,40,0,0,0,3,2,3001306,0,1,0,1,4,10003040,43,0,10003000,16,100,413,0,0,0,0,0,0,0,0,0,0,召喚威力_SMG，提升最大傷害\n\n※技能資訊※\n最大傷害提升 4%,召喚威力_SMG，提升最大傷害\n\n※效果※\n最大傷害提升 4%\n\n※學習條件※\nLv.1 威力_SMG\n需要技能點數：1\n限制等級：40
3000319,冰之盾,0,10,0,0,1,0,1,0,1,3,20,2,0,0,0,0,0,0,0,0,1,4,10003030,20,1,10003000,16,100,201,0,0,0,0,0,0,0,0,0,0,[水精靈] 於一定時間內對自己與周圍的玩家施展冰之盾，受到敵人攻擊時將減緩敵人的移動速度\n\n※技能資訊※\n持續時間 10分鐘\n每等級降低移動速度 3%\n不可與其他系列的屬性效果同時使用,[水精靈] 於一定時間內對自己與周圍的玩家施展冰之盾，受到敵人攻擊時將減緩敵人的移動速度\n\n※效果※\n持續時間 10分鐘\n每等級降低移動速度 3%\n不可與其他系列的屬性效果同時使用 \n\n※學習條件※\n需要技能點數：1\n限制等級：20
2000005,魔法棒,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,3,10003010,97,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,[法杖] 向前擲出具有魔法力量的法杖\n\n※技能資訊※\n目標數：2,[法杖] 向前擲出具有魔法力量的法杖\n\n※學習條件※\n需要技能點數：1\n限制等級：1
2000006,魔法泡泡,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,3,10003020,4,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,[水精靈] 施展神秘魔法泡泡爆裂攻擊敵人\n\n※技能資訊※\n目標數：5,[水精靈] 施展神秘魔法泡泡爆裂攻擊敵人\n\n※學習條件※\n需要技能點數：1\n限制等級：1
2001006,冰封龍槍,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,2000006,0,1,0,1,3,10003020,8,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,[水精靈] 銳利的冰槍向上飛舞進行正面攻擊\n\n※技能資訊※\n目標數：5,[水精靈] 銳利的冰槍向上飛舞進行正面攻擊\n\n※學習條件※\nLv.1 魔法泡泡\n需要技能點數：1\n限制等級：12
2002006,冰風暴,0,3,0,0,1,0,1,0,1,3,30,5,0,0,3,2,2001006,0,1,0,1,3,10003020,12,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,[水精靈] 從空中出現的冰晶像在跳舞一般地攻擊周圍敵人\n\n※技能資訊※\n目標數：5,[水精靈] 從空中出現的冰晶像在跳舞一般地攻擊周圍敵人\n\n※學習條件※\nLv.1 冰封龍槍\n需要技能點數：1\n限制等級：30
3000322,水療術(初),0,3,0,0,1,0,1,0,1,3,5,5,0,0,0,0,0,0,0,0,1,3,10003020,13,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,[水精靈] 召喚水精靈，恢復自己HP的魔法,[水精靈] 召喚水精靈，恢復自己HP的魔法\n\n※學習條件※\n需要技能點數：1\n限制等級：5
3000325,群體水療術(初),0,3,0,0,1,0,1,0,1,3,9,5,0,0,0,0,0,0,0,0,1,3,10003020,16,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,"[水精靈] 召喚水精靈, 恢復周圍玩家HP的魔法","[水精靈] 召喚水精靈, 恢復周圍玩家HP的魔法\n\n※學習條件※\n需要技能點數：1\n限制等級：9"
3000328,水療術(中),0,3,0,0,1,0,2,0,1,3,30,5,0,0,3,2,3000322,0,1,0,1,3,10003020,19,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,[水精靈] 召喚水精靈，恢復自己HP的魔法,[水精靈] 召喚水精靈，恢復自己HP的魔法\n\n※學習條件※\nLv.3 水療術(初)\n需要技能點數：2\n限制等級：30
3000331,群體水療術(中),0,3,0,0,1,0,2,0,1,3,35,5,0,0,3,2,3000325,0,1,0,1,3,10003020,22,1,10003000,16,100,301,0,0,0,0,0,0,0,0,0,0,"[水精靈] 召喚水精靈, 恢復隊員HP的魔法","[水精靈] 召喚水精靈, 恢復隊員HP的魔法\n\n※學習條件※\nLv.1 水療術(初)\n需要技能點數：2\n限制等級：35"
3000320,風之祝福,0,10,0,0,1,0,1,0,1,3,20,1,0,0,0,0,0,0,0,0,1,4,10003030,21,1,10003000,16,100,201,0,0,0,0,0,0,0,0,0,0,"[風精靈] 一定時間內, 提升自己和周圍玩家的移動速度\n\n※技能資訊※\n持續時間：10分鐘\n每等級增加移動速度 7\n不可與其他系列的屬性效果同時使用","[風精靈] 一定時間內, 提升自己和周圍玩家的移動速度\n\n※效果※\n持續時間：10分鐘\n每等級增加移動速度7\n不可與其他系列的屬性效果同時使用 \n\n※學習條件※\n需要技能點數：1\n限制等級：20"
2000002,風刃術,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,3,10003020,2,1,10003000,16,100,302,0,0,0,0,0,0,0,0,0,0,"[風精靈] 召喚魔法的刀刃, 猛攻直線上的敵人\n\n※技能資訊※\n目標數：7","[風精靈] 召喚魔法的刀刃, 猛攻直線上的敵人\n\n※學習條件※\n需要技能點數：1\n限制等級：1"
2001002,旋風劈,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,2000002,0,1,0,1,3,10003020,48,1,10003000,16,100,302,0,0,0,0,0,0,0,0,0,0,[風精靈] 召喚大量旋風攻擊敵人\n\n※技能資訊※\n目標數：5,[風精靈] 召喚大量旋風攻擊敵人n\n※學習條件※\nLv.1 風刃術\n需要技能點數：1\n限制等級：12
2002002,風庇護,0,3,0,0,1,0,1,0,1,3,30,5,0,0,3,2,2001002,0,1,0,1,3,10003020,49,1,10003000,16,100,302,0,0,0,0,0,0,0,0,0,0,[風精靈] 在自身周圍產生風膜攻擊敵人\n\n※技能資訊※\n目標數：5,[風精靈] 在自身周圍產生風膜攻擊敵人\n\n※習得條件※\nLv.1 旋風劈\n需要技能點數：1\n限制等級：30
3000318,火之祝福,0,10,0,0,1,0,1,0,1,3,20,1,0,0,0,0,0,0,0,0,1,4,10003030,19,1,10003000,16,100,201,0,0,0,0,0,0,0,0,0,0,"[火精靈] 一定時間內進行物理攻擊時, 產生對敵人追加火屬性傷害的魔法\n\n※技能資訊※\n持續時間 10分鐘 \n基本 2 + 每等級傷害增加10 \n不可與其他系列的屬性效果同時使用","[火精靈] 一定時間內進行物理攻擊時, 產生對敵人追加火屬性傷害的魔法\n\n※效果※\n持續時間 10分鐘 \n基本 2 + 每等級傷害增加10\n不可與其他系列的屬性效果同時使用 \n\n※學習條件※\n需要技能點數：1\n限制等級：20"
2000020,火球術,0,3,0,0,1,0,1,0,1,3,12,5,0,0,3,2,2000003,0,1,0,1,3,10003020,7,1,10003000,16,100,303,0,0,0,0,0,0,0,0,0,0,[火精靈] 構築魔法障壁火燒敵人\n\n※技能資訊※\n目標數：6,[火精靈] 構築魔法障壁火燒敵人\n\n※學習條件※\nLv.1 火焰旋風\n需要技能點數：1\n限制等級：12
2000003,火焰旋風,0,3,0,0,1,0,1,0,1,3,1,5,0,0,0,0,0,0,0,0,1,3,10003020,3,1,10003000,16,100,303,0,0,0,0,0,0,0,0,0,0,[火精靈] 往前發射魔法火球攻擊敵人\n\n※技能資訊※\n目標數：6,[火精靈] 往前發射魔法火球攻擊敵人\n\n※學習條件※\n需要技能點數：1\n限制等級：1
2002003,火牆術,0,3,0,0,1,0,1,0,1,3,30,5,0,0,3,2,2000020,0,1,0,1,3,10003020,11,1,10003000,16,100,303,0,0,0,0,0,0,0,0,0,0,[火精靈] 使用火花之牆燒傷前方敵人\n\n※技能資訊※\n目標數：6,[火精靈] 使用火花之牆燒傷前方敵人\n\n※習得條件※\nLv.1 火球術\n需要技能點數：1\n限制等級：30
3000321,巨石護甲,0,10,0,0,1,0,1,0,1,3,20,2,0,0,0,0,0,0,0,0,1,4,10003030,22,1,10003000,16,100,201,0,0,0,0,0,0,0,0,0,0,[土精靈] 於一定時間內提升自己和周圍玩家防禦力的魔法\n\n※技能資訊※\n每等級防禦力增加2\n不可與其他系列的屬性增益效果同時使用,[土精靈] 於一定時間內提升自己和周圍玩家防禦力的魔法\n\n※效果※\n每等級防禦力增加2\n不可與其他系列的屬性增益效果同時使用\n\n※學習條件※\n需要技能點數：1\n限制等級：20
