ID,_Guide_Type,_LvSection,_Name,_Category,_CategoryPosition,_ConditionType,_ConditionID,_Open,_TipMessage,_PortalID,_TipItemLink,_HelpType,_HelpImage,_HelpMessage,_SystemLinkID,_SystemSubID,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_HelpLinkID
11,1,Lv. 180 ~ 200,,2,110,1,200,0,\n1.點擊[立即前往]後可移動至NPC所在地區\n並向NPC進行任務。\n\n2.使用[詳細地圖(M)]和[世界地圖(W)]快捷鍵\n即可更方便地找到NPC。,10110,10100,0,,,0,0,0,0,0,0,0,0,0,0,0
12,1,Lv. 200 ~ 220,,2,111,0,0,0,\n1.點擊[立即前往]後可移動至NPC所在地區\n並向NPC進行任務。\n\n2.使用[詳細地圖(M)]和[世界地圖(W)]快捷鍵\n即可更方便地找到NPC。,10111,10100,0,,,0,0,0,0,0,0,0,0,0,0,0
13,1,Lv. 220 ~ 235,,2,112,0,0,0,\n1.點擊[立即前往]後可移動至NPC所在地區\n並向NPC進行任務。\n\n2.使用[詳細地圖(M)]和[世界地圖(W)]快捷鍵\n即可更方便地找到NPC。,10112,10100,0,,,0,0,0,0,0,0,0,0,0,0,0
420,1,Lv. 235+,,2,113,0,0,0,\n1.點擊[立即前往]後可移動至NPC所在地區\n並向NPC進行任務。\n\n2.使用[詳細地圖(M)]和[世界地圖(W)]快捷鍵\n即可更方便地找到NPC。,10113,10100,0,,,0,0,0,0,0,0,0,0,0,0,0
14,1,,經驗值副本,1,3,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
15,1,Lv. 1 ~ 200,,2,301,0,0,0,\n1.高難度的怪物塔。\n\n2.於同一帳號內養成輔助角色時\n   特化為升級的副本。,10201,10200,0,,,0,0,0,0,0,0,0,0,0,0,0
16,1,Lv. 160 ~ 200,,2,302,0,0,0,\n\n1.至200等級經驗值供需流暢的副本。,10202,10200,0,,,0,0,0,0,0,0,0,0,0,0,0
17,1,Lv. 200 ~ 210,,2,303,0,0,0,1.200等級以上經驗值供需流暢的副本。\n\n2.200等級以上的[立即前往]功能只可於\n   傳送點期間剩餘的情況下使用。\n\n3.200等級以上也可使用青空城[立即前往]功能。,10203,10200,0,,,0,0,0,0,0,0,0,0,0,0,0
18,1,Lv. 210 ~ 220,,2,304,0,0,0,\n1.200等級以上經驗值供需流暢的副本。\n\n2.200等級以上的[立即前往]功能只可於\n   傳送點期間剩餘的情況下使用。,10204,10200,0,,,0,0,0,0,0,0,0,0,0,0,0
19,1,Lv. 220 ~ 235,,2,305,0,0,0,\n1.200等級以上經驗值供需流暢的副本。\n\n2.200等級以上的[立即前往]功能只可於\n   傳送點期間剩餘的情況下使用。,10205,10200,0,,,0,0,0,0,0,0,0,0,0,0,0
20,1,,金幣副本,1,4,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
21,1,金幣副本,[一般],2,401,0,0,0,\n1.[彩虹幣獲得量]能力值越高，\n可獲得越多金幣。\n\n2.金幣副本為帳號(世界)共用，\n將提升入場次數。,10301,10300,0,,,0,0,0,0,0,0,0,0,0,0,0
22,1,,副本清單,1,5,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
23,1,Lv. 1 ~ 150,,2,501,0,0,0,\n1.可與同伴們一起進入的副本。\n\n2.每日入場次數有限，請審慎地進行挑戰喔。,10401,0,0,,,0,0,0,0,0,0,0,0,0,0,0
24,1,Lv. 151 ~ 199,,2,502,0,0,0,\n1.可與同伴們一起進入的副本。\n\n2.每日入場次數有限，請審慎地進行挑戰喔。,10402,0,0,,,0,0,0,0,0,0,0,0,0,0,0
25,1,Lv. 200 ~ 219,,2,503,0,0,0,1.可與同伴們一起進入的副本。\n\n2.200等級以上的[立即前往]功能需於\n   傳送點存在剩餘時間狀態下才能使用。\n\n3.青空城 [立即前往]需200等級以上才可使用。,10403,0,0,,,0,0,0,0,0,0,0,0,0,0,0
26,1,Lv. 220 ~ 235,,2,504,0,0,0,\n1.可與同伴們一起進入的副本。\n\n2.200等級以上的[立即前往]功能需於\n   傳送點存在剩餘時間狀態下才能使用。,10404,0,0,,,0,0,0,0,0,0,0,0,0,0,0
27,1,ULv.1++,,2,505,0,0,0,\n1.可與同伴們一起進入的副本。\n\n2.200等級以上的[立即前往]功能需於\n   傳送點存在剩餘時間狀態下才能使用。,10405,0,0,,,0,0,0,0,0,0,0,0,0,0,0
28,1,ULv.1001++,,2,506,0,0,0,\n1.可與同伴們一起入場的副本。\n\n2.200等級以上之 [立即前往] 功能限於傳送點時間\n   剩餘狀態下使用。,10406,0,0,,,0,0,0,0,0,0,0,0,0,0,0
29,1,ULv.2001++,,2,507,0,0,0,\n1.可與同伴一起入場的副本。\n\n2.200等級以上的 [立即前往] 功能僅於傳送點期間\n  還有剩餘的狀態下才可使用。,10407,0,0,,,0,0,0,0,0,0,0,0,0,0,0
415,1,ULv.3001++,,2,508,0,0,0,\n1.可與同伴一起入場的副本。\n\n2.200等級以上的 [立即前往] 功能僅於傳送點期間\n  還有剩餘的狀態下才可使用。,10408,0,0,,,0,0,0,0,0,0,0,0,0,0,0
30,2,,武器,1,1,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
31,2,Lv. 125,華爾基莉武器,2,101,0,0,0,\n1.可使用黃金錘\n強化至+11。\n\n2.強化+4、+7、+9後產生額外能力值。,20002,20002,0,,,0,0,0,0,0,0,0,0,0,0,0
32,2,Lv. 190,黑暗武器,2,102,0,0,0,\n1.可使用德古氏的核心\n強化至+9。\n\n2.分解德古氏裝備道具後，\n可獲得德古氏的核心。,20003,20003,0,,,0,0,0,0,0,0,0,0,0,0,0
33,2,Lv. 195,黃昏的武器,2,103,0,0,0,\n1.可使用艾爾梅的核心\n強化至+9。\n\n2.副職業專用武器。,20004,20004,0,,,0,0,0,0,0,0,0,0,0,0,0
34,2,Lv. 200,神聖星星＆闇月武器,2,104,0,0,0,\n1.可使用黑色眼罩\n強化至★★。\n\n2.依照☆、★、★☆、★★的順序進行強化。,20005,20005,0,,,0,0,0,0,0,0,0,0,0,0,0
35,2,Lv. 205,王朝武器,2,105,0,0,0,1.可使用相同武器\n強化至★★。\n\n2.依照☆、★、★☆、★★的順序進行強化。\n\n3.每強化階段鑲嵌等級提升1。,20006,20006,0,,,0,0,0,0,0,0,0,0,0,0,0
36,2,Lv. 213,奧莉安的武器,2,106,0,0,0,\n1.可使用[奧莉安]材料\n強化至★★★。\n\n2.分解奧莉安的武器後，\n可獲得奧莉安材料。,20007,20007,0,,,0,0,0,0,0,0,0,0,0,0,0
37,2,Lv. 230,軍長的武器,2,107,0,0,0,\n1.可使用[沛斯嘉]材料\n強化至★★★。\n\n2.分解軍長的武器後，\n可獲得沛斯嘉材料。,20008,20008,0,,,0,0,0,0,0,0,0,0,0,0,0
38,2,ULv.500,地獄武器,2,108,0,0,0,\n1.可使用[瑪帕斯]材料\n強化至★★★。\n\n2.分解地獄武器後，\n可獲得瑪帕斯材料。,20009,20009,0,,,0,0,0,0,0,0,0,0,0,0,0
39,2,ULv.1800,噩夢的武器,2,109,0,0,0,\n1.可使用[阿斯莫德]材料\n強化至★★★。\n\n2.分解新武器後，\n可獲得阿斯莫德材料。,20010,20010,0,,,0,0,0,0,0,0,0,0,0,0,0
421,2,ULv.4000,執著＆犧牲的武器,2,110,0,0,0,\n1.可使用[格勞克斯]材料強化至★★★\n\n2.會掉落魔法權杖和魔法長矛。\n3.執著武器具爆擊率，\n犧牲武器具減少冷卻時間效果。,20011,20011,0,,,0,0,0,0,0,0,0,0,0,0,0
40,2,,防具,1,2,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
41,2,Lv. 170,伊普莉特防具,2,201,0,0,0,\n1.消滅魔法書閱覽室BOSS[伊普莉特]後，\n即可獲得。\n\n2.不可強化的道具。,20102,20102,0,,,0,0,0,0,0,0,0,0,0,0,0
42,2,Lv. 190,德古氏防具,2,202,0,0,0,\n1.消滅被遺忘的花園BOSS[德古氏]後，\n即可獲得。\n\n2.不可強化的道具。,20103,20103,0,,,0,0,0,0,0,0,0,0,0,0,0
43,2,Lv. 195,艾爾梅防具,2,203,0,0,0,\n1.消滅伊米勒研究所BOSS[艾爾梅]後，\n即可獲得。\n\n2.不可強化的道具。,20104,20104,0,,,0,0,0,0,0,0,0,0,0,0,0
44,2,Lv. 200,太初的防具,2,204,0,0,0,\n1.消滅夢之路BOSS[阿卡修拉的幻影]後，\n即可獲得。\n\n2.可使用相同防具\n強化至★★。\n3.依照☆、★、★☆、★★的順序進行強化。,20105,20105,0,,,0,0,0,0,0,0,0,0,0,0,0
45,2,Lv. 200,青空城防具,2,205,0,0,0,\n1.可分解青空城裝備\n或使用完成任務後所獲得的米勒石進行強化。\n\n2.1∼10強：需要初級米勒石、11∼15強：需要中級米勒石\n16∼20強：需要高級米勒石,20106,20106,0,,,0,0,0,0,0,0,0,0,0,0,0
46,2,Lv. 209,毀壞之城防具,2,206,0,0,0,\n1.可使用相同防具\n強化至★★。\n\n2.強化★★後將進化為高級裝備。,20107,20107,0,,,0,0,0,0,0,0,0,0,0,0,0
47,2,Lv. 220,太陽神的地下祭壇防具,2,207,0,0,0,\n1.可使用[火神]材料\n強化至★★★。\n\n2.分解火神裝備道具後，\n可獲得火神材料。,20108,20108,0,,,0,0,0,0,0,0,0,0,0,0,0
48,2,Lv. 235,冰封的世界防具,2,208,0,0,0,\n1.冰封的裝備基本能力值較高，\n但鑲嵌等級較低且無法進行強化。\n2.厄運裝備的鑲嵌等級較高且可進行強化，\n但基本能力值較冰封的裝備低。\n3.厄運裝備可強化至★★★。,20109,20109,0,,,0,0,0,0,0,0,0,0,0,0,0
49,2,ULv.1500,夢境奧涅伊洛防具,2,209,0,0,0,\n1.扭曲的守護者裝備\n依據鑲嵌數值來決定性能。\n2.另一面的守護者裝備鑲嵌等級較高，\n且可透過強化進行成長。\n3.另一面的守護者裝備可強化至★★★。,20110,20110,0,,,0,0,0,0,0,0,0,0,0,0,0
414,2,ULv.3000,聖皇防具,2,210,0,0,0,\n1.墮落的聖皇裝備\n依據鑲嵌數值來決定性能。\n2.聖皇防具裝備鑲嵌等級較高，\n且可透過強化進行成長。\n3.聖皇防具裝備可強化至★★★。,20111,20111,0,,,0,0,0,0,0,0,0,0,0,0,0
50,2,,飾品,1,3,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
51,2,Lv. 40,職業披風,2,301,0,0,0,1.可於組合視窗(F10)的防具 > 披風項目中\n進行製作。\n\n2.主要職業披風的組合等級須為2以上，\n副職業披風的組合等級須為7以上，\n才可進行製作。,20601,20601,0,,,0,0,0,0,0,0,0,0,0,0,0
52,2,Lv. 170,魅惑的魔女組合,2,304,0,0,0,\n1.消滅星座峭壁BOSS[魯塞利亞]後，\n即可獲得。\n\n2.可使用相同裝備\n使披風強化至+4，\n使耳環強化至+9。,20604,20604,0,,,0,0,0,0,0,0,0,0,0,0,0
53,2,Lv. 185,中級突變飾品,2,305,0,0,0,\n1.在普雷伊奧斯飛空艇墜落地3消滅[突變機器耶比]後，\n即可獲得。\n\n2.可使用相同裝備\n強化至+9。,20605,20605,0,,,0,0,0,0,0,0,0,0,0,0,0
54,2,Lv. 190,德古氏的飾品,2,306,0,0,0,\n1.消滅被遺忘的花園BOSS[德古氏]後，\n即可獲得。\n\n2.不可強化的道具。,20606,20606,0,,,0,0,0,0,0,0,0,0,0,0,0
55,2,Lv. 190,英雄王的氣概組合,2,307,0,0,0,\n1.消滅挑戰！星星搖籃BOSS[搖籃的提修斯]後，\n即可獲得。\n\n2.可使用相同裝備\n使披風強化至+4，\n使耳環強化至+9。,20607,20607,0,,,0,0,0,0,0,0,0,0,0,0,0
56,2,Lv. 190,巴里伍德的飾品,2,308,0,0,0,\n1.消滅地鐵站BOSS[巴里伍德]後，即可獲得。\n\n2.可使用相同裝備強化至+9。,20609,20609,0,,,0,0,0,0,0,0,0,0,0,0,0
57,2,Lv. 195,伊米勒飾品,2,309,0,0,0,\n1.消滅伊米勒研究所[艾溫]後可獲得絲襪，\n消滅所有怪物後則可獲得眉心貼。\n\n2.可使用相同裝備\n強化至+9。,20610,20610,0,,,0,0,0,0,0,0,0,0,0,0,0
58,2,Lv. 200,高級突變組合(★),2,310,0,0,0,\n1.在暴風監視者廢墟3消滅[突變大眼劍]、\n在龍祭城3消滅[突變鬼武士]後，\n即可獲得。\n2.可使用組合進行製作。\n3.可使用相同裝備\n強化至+20。,20611,20611,0,,,0,0,0,0,0,0,0,0,0,0,0
59,2,Lv. 213,普拉斯魔力組合(★),2,311,0,0,0,\n1.可使用[普拉斯]材料\n強化至★★★。\n\n2.分解普拉斯裝備道具後，\n可獲得普拉斯材料。,20615,20615,0,,,0,0,0,0,0,0,0,0,0,0,0
60,2,Lv. 235,魔王的飾品組合(★),2,312,0,0,0,\n1.可使用[魔王]材料\n強化至★★★。\n\n2.分解魔王裝備道具後，\n可獲得魔王材料。,20616,20616,0,,,0,0,0,0,0,0,0,0,0,0,0
61,2,ULv.800,安魂者的飾品組合(★),2,313,0,0,0,\n1.可使用[安魂者]材料\n強化至★★★。\n\n2.分解安魂者裝備道具後，\n可獲得安魂者材料。,20617,20617,0,,,0,0,0,0,0,0,0,0,0,0,0
62,2,ULv.2200,艾可飾品組合(★),2,314,0,0,0,\n1.可使用[艾可]材料\n強化至★★★。\n\n2.分解艾可裝備道具後，\n可獲得艾可材料。,20618,20618,0,,,0,0,0,0,0,0,0,0,0,0,0
63,2,,特殊裝備,1,4,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
64,2,,綴飾,2,401,0,0,0,\n\n1.綴飾道具可透過鑲嵌\n獲得較高能力值。,20201,20201,0,,,0,0,0,0,0,0,0,0,0,0,0
65,2,,圖騰,2,402,0,0,0,1.圖騰為成長型道具。\n\n2.由特莉妮婭的狸貓圖騰開始，\n強化至上限後即可進化為下個階段的道具。\n\n3.狸貓圖騰可於組合視窗中製作。,20202,20202,0,,,0,0,0,0,0,0,0,0,0,0,0
66,2,,增益用武器,2,403,0,0,0,\n1.裝備增益用武器道具後，\n將擁有特殊效果或技能。\n\n2.可於組合視窗(F10)的\n[煉金術 > 特殊道具]項目中製作。,20203,20203,0,,,0,0,0,0,0,0,0,0,0,0,0
67,2,,遺物,2,404,0,0,0,\n1.裝備遺物道具後，\n將擁有特殊效果或技能。\n2.可於技能(K)視窗的輔助技能 > 道具技能分頁\n確認技能。,20204,20204,0,,,0,0,0,0,0,0,0,0,0,0,0
68,2,,寶石盒,1,5,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
69,2,,紅色1號欄位,2,501,0,0,0,\n\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。,20301,20301,0,,,0,0,0,0,0,0,0,0,0,0,0
70,2,,紅色2號欄位,2,502,0,0,0,\n1.寶石盒道具可透過鑲嵌獲得\n特別的能力值。\n\n2.使用高級公會寶石強化時，\n需注意套裝效果會變更。,20302,20302,0,,,0,0,0,0,0,0,0,0,0,0,0
71,2,,紅色3號欄位,2,503,0,0,0,\n\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。,20303,20303,0,,,0,0,0,0,0,0,0,0,0,0,0
72,2,,紅色4號欄位,2,504,0,0,0,\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。\n\n2.需裝備紅色1、2、3號欄位所有寶石盒道具，\n才可套用紅色4號欄位。,20304,20304,0,,,0,0,0,0,0,0,0,0,0,0,0
73,2,,黃色1號欄位,2,505,0,0,0,\n\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。,20305,20305,0,,,0,0,0,0,0,0,0,0,0,0,0
74,2,,黃色2號欄位,2,506,0,0,0,\n1.寶石盒道具可透過鑲嵌獲得\n特別的能力值。\n\n2.使用高級公會寶石強化時，\n需注意套裝效果會變更。,20306,20306,0,,,0,0,0,0,0,0,0,0,0,0,0
75,2,,黃色3號欄位,2,507,0,0,0,\n\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。,20307,20307,0,,,0,0,0,0,0,0,0,0,0,0,0
76,2,,黃色4號欄位,2,508,0,0,0,\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。\n\n2.需裝備黃色1、2、3號欄位所有寶石盒道具，\n才可套用黃色4號欄位。,20308,20308,0,,,0,0,0,0,0,0,0,0,0,0,0
77,2,,藍色1號欄位,2,509,0,0,0,\n\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。,20309,20309,0,,,0,0,0,0,0,0,0,0,0,0,0
78,2,,藍色2號欄位,2,510,0,0,0,\n1.寶石盒道具可透過鑲嵌獲得\n特別的能力值。\n\n2.使用高級公會寶石強化時，\n需注意套裝效果會變更。,20310,20310,0,,,0,0,0,0,0,0,0,0,0,0,0
79,2,,藍色3號欄位,2,511,0,0,0,\n\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。,20311,20311,0,,,0,0,0,0,0,0,0,0,0,0,0
80,2,,藍色4號欄位,2,512,0,0,0,\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。\n\n2.需裝備藍色1、2、3號欄位所有寶石盒道具，\n才可套用藍色4號欄位。,20312,20312,0,,,0,0,0,0,0,0,0,0,0,0,0
81,2,,寶石欄位,2,513,0,0,0,\n1.寶石盒道具可透過鑲嵌\n獲得特殊能力值。\n\n2.需裝備紅色4號、黃色4號、藍色4號欄位所有寶石盒道具，\n才可套用寶石欄位。,20313,20313,0,,,0,0,0,0,0,0,0,0,0,0,0
82,2,,特殊裝備,1,6,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
83,2,,教本,2,601,0,0,0,\n1.組合與消滅特定BOSS後，\n即可獲得教本道具。\n\n2.可使用相同教本或材料進行強化。,20401,20401,0,,,0,0,0,0,0,0,0,0,0,0,0
84,2,,指南針,2,602,0,0,0,\n\n1.可於金幣商店購買指南針道具。,20402,20402,0,,,0,0,0,0,0,0,0,0,0,0,0
85,2,,項鍊,2,603,0,0,0,\n1.消滅特定副本的BOSS後，\n即可獲得項鍊道具。\n\n2.可使用相同裝備或材料進行強化。,20403,20403,0,,,0,0,0,0,0,0,0,0,0,0,0
86,2,,腰帶,2,604,0,0,0,\n1.組合與消滅特定BOSS後，\n即可獲得腰帶道具。\n\n2.可使用相同裝備或材料進行強化。,20404,20404,0,,,0,0,0,0,0,0,0,0,0,0,0
87,2,,胸針,2,605,0,0,0,\n1.組合與消滅特定BOSS後，\n即可獲得胸針道具。\n\n2.可使用相同裝備或材料進行強化。,20405,20405,0,,,0,0,0,0,0,0,0,0,0,0,0
88,2,,貼紙,2,606,0,0,0,\n1.組合與消滅特定BOSS後，\n即可獲得貼紙道具。\n\n2.可使用相同裝備或材料進行強化。,20406,20406,0,,,0,0,0,0,0,0,0,0,0,0,0
89,2,,鑰匙,2,607,0,0,0,\n\n1.可透過活動獲得鑰匙道具。,20407,20407,0,,,0,0,0,0,0,0,0,0,0,0,0
90,2,,卡片,2,608,0,0,0,\n\n1.可於金幣商店購買卡片道具。,20408,20408,0,,,0,0,0,0,0,0,0,0,0,0,0
91,2,,殘像鏡子,2,609,0,0,0,\n1.可透過限定販賣購買鏡子道具。\n\n2.可於貝羅斯 - 兔女郎的活動地圖中\n透過NPC阿思瑪兌換鏡子道具。,20409,20409,0,,,0,0,0,0,0,0,0,0,0,0,0
92,2,,徽章,1,7,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
93,2,,徽章1,2,701,0,0,0,\n1.可透過組合與掉落獲得徽章1道具。\n\n2.可使用相同裝備或材料進行強化。,20501,20501,0,,,0,0,0,0,0,0,0,0,0,0,0
94,2,,徽章2,2,702,0,0,0,\n1.可透過組合與掉落獲得徽章2道具。\n\n2.可使用相同裝備或材料進行強化。,20502,20502,0,,,0,0,0,0,0,0,0,0,0,0,0
95,2,,徽章3,2,703,0,0,0,\n1.可透過組合與掉落獲得徽章3道具。\n\n2.可使用相同裝備或材料進行強化。,20503,20503,0,,,0,0,0,0,0,0,0,0,0,0,0
96,2,,徽章4,2,704,0,0,0,1.可透過組合與掉落獲得徽章4道具。\n\n2.可向吉恩蒂亞公園NPC「公園的少女」\n兌換不滅的浪漫徽章。\n\n3.可使用相同裝備或材料進行強化。,20504,20504,0,,,0,0,0,0,0,0,0,0,0,0,0
97,2,,徽章5,2,705,0,0,0,\n1.徽章5道具為成長型道具。\n2.可由世界樹猴子徽章開始，\n進化至深淵香蕉徽章為止。\n3.深淵香蕉徽章後，\n可在經驗值副本的困難模式獲得及進化。,20505,20505,0,,,0,0,0,0,0,0,0,0,0,0,0
98,2,,徽章6,2,706,0,0,0,1.可於未知的倉庫獲得未知之星徽章。\n\n2.可於未知森林獲得突變徽章。\n\n3.可透過鑲嵌\n獲得較高能力值的徽章6道具。,20506,20506,0,,,0,0,0,0,0,0,0,0,0,0,0
99,2,,寵物,1,8,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
100,2,,爆擊率A,2,801,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20701,0,,,0,0,0,0,0,0,0,0,0,0,0
101,2,,爆擊傷害A,2,804,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20702,0,,,0,0,0,0,0,0,0,0,0,0,0
102,2,,爆擊傷害B,2,805,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20703,0,,,0,0,0,0,0,0,0,0,0,0,0
103,2,,爆擊傷害C,2,806,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20704,0,,,0,0,0,0,0,0,0,0,0,0,0
104,2,,最大傷害A,2,808,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20705,0,,,0,0,0,0,0,0,0,0,0,0,0
105,2,,最大傷害B,2,809,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20706,0,,,0,0,0,0,0,0,0,0,0,0,0
106,2,,最大傷害C,2,810,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20707,0,,,0,0,0,0,0,0,0,0,0,0,0
107,2,,最小傷害A,2,812,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20708,0,,,0,0,0,0,0,0,0,0,0,0,0
108,2,,最小傷害B,2,813,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20709,0,,,0,0,0,0,0,0,0,0,0,0,0
109,2,,最小傷害C,2,814,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20710,0,,,0,0,0,0,0,0,0,0,0,0,0
110,2,,最小/最大傷害A,2,815,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20711,0,,,0,0,0,0,0,0,0,0,0,0,0
111,2,,最小/最大傷害B,2,816,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20712,0,,,0,0,0,0,0,0,0,0,0,0,0
112,2,,武器攻擊力/屬性力A,2,818,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20713,0,,,0,0,0,0,0,0,0,0,0,0,0
113,2,,武器攻擊力/屬性力B,2,819,0,0,1,\n1.相同類型的寵物技能\n   無法重複獲得效果。\n\n2.可於寵物技能視窗中使用技能\n   或將技能登錄於快捷欄後使用。,0,20714,0,,,0,0,0,0,0,0,0,0,0,0,0
