ID,_Type,_CategoryView,_PositionIndex,_EventType,_Name,_IconFile,_IconIndex,_Activation_Description,_Deactivation_Description1,_Deactivation_Description2,_Decorate_Item,_Decorate_Item_Count,_DAMAGE_ImgLink,_Foot_FX1,_Description
100072,1,1,69,0,御風引者,10001113,94,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_077.png,0,
100071,1,1,19,0,鑽石,10001113,92,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_075.png,0,
100070,1,1,64,0,女神愛麗絲,10001113,93,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147556,1,Data/FX/DMG_FONT_076.png,0,
100069,1,1,102,0,蜜蜂嗡嗡,10001113,91,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147549,1,Data/FX/DMG_FONT_074.png,0,
100068,1,1,42,0,風車,10001113,90,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_073.png,0,
100067,1,1,58,0,雪花球,10001113,89,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147557,1,Data/FX/DMG_FONT_072.png,0,
100066,1,1,65,0,橘子橙花,10001113,88,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147383,1,Data/FX/DMG_FONT_071.png,0,
100065,1,1,94,0,小鴨,10001113,87,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_070.png,0,
100064,1,1,66,0,蜜絲汪,10001113,80,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147164,1,Data/FX/DMG_FONT_063.png,0,
100063,1,1,73,2,眠之精靈夢夢,10001113,86,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147274,1,Data/FX/DMG_FONT_069.png,0,
100062,1,1,72,0,裔奧,10001113,84,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147275,1,Data/FX/DMG_FONT_067.png,0,
100061,1,1,3,0,週年蛋糕,10001113,85,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147356,1,Data/FX/DMG_FONT_068.png,0,
100060,1,1,90,0,太陽,10001113,83,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_066.png,0,
100059,1,1,61,0,暢快俱樂部,10001113,82,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147369,1,Data/FX/DMG_FONT_065.png,0,
100058,1,1,31,0,樹脂水晶,10001113,79,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147206,1,Data/FX/DMG_FONT_062.png,0,
100057,1,1,15,0,期待吧,10001113,81,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147278,1,Data/FX/DMG_FONT_064.png,0,
100056,1,1,44,0,閃亮壓花,10001113,77,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_060.png,0,
100055,1,1,47,0,粉筆,10001113,78,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147139,1,Data/FX/DMG_FONT_061.png,0,
100054,1,1,81,0,寶石耶比,10001113,75,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147098,1,Data/FX/DMG_FONT_058.png,0,
100053,1,1,33,0,馬卡龍,10001113,74,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_057.png,0,
100052,1,1,8,0,ROSE,10001113,73,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147011,1,Data/FX/DMG_FONT_056.png,0,
100051,1,1,86,0,牛牛,10001113,69,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190147031,1,Data/FX/DMG_FONT_050.png,0,
100050,1,1,80,0,中立,10001113,70,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146972,1,Data/FX/DMG_FONT_053.png,0,
100049,1,1,82,0,秩序,10001113,71,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146973,1,Data/FX/DMG_FONT_054.png,0,
100048,1,1,103,0,混沌,10001113,72,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146974,1,Data/FX/DMG_FONT_055.png,0,
100047,1,1,78,2,[活動] 紙飛機傷害字型外觀裝扮票券,10001113,66,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146939,1,Data/FX/DMG_FONT_048.png,0,
100046,1,1,77,0,雷根糖,10001113,67,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146938,1,Data/FX/DMG_FONT_049.png,0,
100045,1,1,96,0,紫＆黃,10001113,65,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_047.png,0,
100044,1,1,4,0,9999,10001113,63,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146935,1,Data/FX/DMG_FONT_052.png,0,
100043,1,1,14,0,九九九九,10001113,62,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146936,1,Data/FX/DMG_FONT_051.png,0,
100042,1,1,2,0,(舊)基本,10001113,61,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146934,1,Data/FX/DMG_FONT_035.png,0,
100041,1,1,21,0,月亮,10001113,60,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146929,1,Data/FX/DMG_FONT_046.png,0,
100040,1,1,46,0,蓓菈,10001113,59,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146849,1,Data/FX/DMG_FONT_045.png,0,
100039,1,1,93,0,透明,10001113,58,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146850,1,Data/FX/DMG_FONT_034.png,0,
100038,1,1,25,0,橡實,10001113,56,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_043.png,0,
100037,1,1,20,0,楓葉,10001113,57,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_044.png,0,
100036,1,1,70,0,悠尼亞,10001113,55,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146826,1,Data/FX/DMG_FONT_042.png,0,
100035,1,1,52,0,暗影行者,10001113,52,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146750,1,Data/FX/DMG_FONT_040.png,0,
100034,1,1,17,0,喵喵喵喵喵,10001113,54,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146769,1,Data/FX/DMG_FONT_041.png,0,
100033,1,1,49,0,下雨之日,10001113,50,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146747,1,Data/FX/DMG_FONT_038.png,0,
100031,1,1,27,0,撲克獅,10001113,49,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146681,1,Data/FX/DMG_FONT_037.png,0,
100030,1,1,74,0,玩具,10001113,48,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146670,1,Data/FX/DMG_FONT_036.png,0,
100029,1,1,76,0,傑芮尼斯魔法學院,10001113,46,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146645,1,Data/FX/DMG_FONT_033.png,0,
100028,1,1,29,0,魔魔鼠,10001113,45,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_032.png,0,
100027,1,1,68,0,YOMI,10001113,44,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146589,1,Data/FX/DMG_FONT_030.png,0,
100032,1,1,36,0,金屬,10001113,41,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_031.png,0,
100026,1,1,7,0,Cute Heart,10001113,40,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146491,1,Data/FX/DMG_FONT_025.png,0,
100025,1,1,67,0,外星人,10001113,37,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146405,1,Data/FX/DMG_FONT_013.png,0,
100024,1,1,69,0,萬聖鬼魂,10001113,38,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,1300000892,1,Data/FX/DMG_FONT_024.png,0,
100023,1,1,71,0,愛麗絲陣營,10001113,36,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146325,1,Data/FX/DMG_FONT_023.png,0,
100022,1,1,38,0,彩虹泡泡,10001113,34,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_022.png,0,
100021,1,1,57,0,超能,10001113,33,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_021.png,0,
100020,1,1,12,0,海賊熊,10001113,32,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146271,1,Data/FX/DMG_FONT_020.png,0,
100019,1,1,92,0,鈕扣兔,10001113,31,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146225,1,Data/FX/DMG_FONT_019.png,0,
100017,1,1,45,0,櫻花,10001113,29,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_018.png,0,
100018,1,1,5,0,Black＆White,10001113,30,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_012.png,0,
100016,1,1,79,0,每週挑戰,10001113,28,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146194,1,Data/FX/DMG_FONT_017.png,0,
100013,1,1,41,0,銀河,10001113,24,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146096,1,Data/FX/DMG_FONT_014.png,0,
100014,1,1,54,0,靈魂,10001113,25,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146095,1,Data/FX/DMG_FONT_015.png,0,
100011,1,1,18,0,雪花,10001113,22,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146076,1,Data/FX/DMG_FONT_010.png,0,
100012,1,1,50,0,冰雪,10001113,23,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_011.png,0,
100008,1,1,9,0,[冬季限定] Tree of Latale,10001113,9,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190146075,1,Data/FX/DMG_FONT_008.png,0,
100010,1,1,51,0,閃亮魔法,10001113,6,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145984,1,Data/FX/DMG_FONT_005.png,0,
100001,1,1,98,0,耶比妹妹,10001113,2,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_001.png,0,
100002,1,1,100,0,萬聖節,10001113,4,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_003.png,0,
100003,1,1,84,0,餅乾蠟燭,10001113,3,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_002.png,0,
100007,1,1,24,0,極凍巔峰,10001113,8,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_007.png,0,
100009,1,1,85,0,小心輕放,10001113,10,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_009.png,0,
100006,1,1,48,0,古典莊園,10001113,7,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145949,1,Data/FX/DMG_FONT_006.png,0,
100004,1,1,75,0,電子螢幕,10001113,5,點擊使用鍵即可使用[%s]傷害字型效果。,點擊購買鍵即可獲得[%s]傷害字型效果。,[%s]道具數量不足。,190145978,1,Data/FX/DMG_FONT_004.png,0,
2,2,1,1,0,基本,10001113,20,點擊使用鍵即可使用[%s]地墊效果。,,,0,0,,0,
200020,2,1,3,0,[冬季限定] 聖誕花圈,10001113,64,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146940,1,,20508,
200019,2,1,15,0,月蝕,10001113,68,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146971,1,,20346,
200018,2,1,13,0,衝浪板,10001113,53,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146763,1,,20227,
200017,2,1,16,0,傑芮尼斯魔法學院,10001113,47,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190145977,1,,20108,
200016,2,1,20,0,Happy New Year 2020,10001113,43,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146546,1,,20027,
200015,2,1,4,0,[冬季限定] 聖誕襪,10001113,42,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146533,1,,20025,
200014,2,1,19,0,萬聖節南瓜,10001113,39,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146414,1,,19841,
200013,2,1,12,0,彩色風車,10001113,35,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190145977,1,,19736,
200012,2,1,17,0,耶比妹妹印章,10001113,26,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190145977,1,,19393,
200011,2,1,14,2,歐若拉星星,10001113,19,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190146113,1,,19207,
200010,2,1,9,0,Snow Street,10001113,18,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190145977,1,,19206,
200008,2,1,5,0,Danger,10001113,21,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190145977,1,,19204,
200009,2,1,8,0,Rainbow,10001113,17,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,[%s]道具數量不足。,190145977,1,,19205,
200002,2,1,7,0,Funny Flame,10001113,12,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,使用背包中的[Funny Flame(30日)學習書]道具即可獲得。,0,0,,18399,
200004,2,1,11,0,Thunder Storm,10001113,13,點擊使用鍵即可使用[%s]地墊效果。,點擊購買鍵即可購買[%s]地墊效果。,使用背包中的[Thunder Storm(30日)學習書]道具即可獲得。,0,0,,18857,
