ID,_Name,_Description,_DisableDescription
8000301,양손검 마스터리[초급],[양손검] 양손검 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[양손검] 양손검 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8000302,양손검 마스터리[중급],[양손검] 양손검 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[양손검] 양손검 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 양손검 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8000303,양손검 마스터리[상급],"[양손검] 양손검 공격에 대한 공격력을 상승시키고, 명중률이 감소됨\n\n※효과※\n☞ 레벨 당 2％의 최소/최대 대미지 상승, 1%의 명중률 감소","[양손검] 양손검 공격에 대한 공격력을 상승시키고, 명중률이 감소됨\n\n※효과※\n☞ 레벨 당 2％의 최소/최대 대미지 상승, 1%의 명중률 감소\n\n※습득조건※\n☞ 양손검 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30"
1000015,종횡무진,[양손검] 리치를 살린 연속 베기 공격,[양손검] 리치를 살린 연속 베기 공격\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
1001015,질풍신뢰,[양손검] 수평으로 풀스윙 횡베기를 두번 연속 하는 견제기술,[양손검] 수평으로 풀스윙 횡베기를 두번 연속 하는 견제기술\n\n※습득조건※\n☞ 미티어 웨이브 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 12
1001005,미티어 웨이브,[양손검] 넓은 전방으로 강력하게 내려침,[양손검] 넓은 전방으로 강력하게 내려침\n\n※습득조건※\n☞ 종횡무진 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 5
1002015,건곤일척,[양손검] 양손검의 위력과 거리를 최대한 살린 종베기 3연속 기술,[양손검] 양손검의 위력과 거리를 최대한 살린 종베기 3연속 기술\n\n※습득조건※\n☞ 질풍신뢰 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 20
1003015,표풍일식,[양손검] 칼의 회전력을 최대한 끌어올린 투척 기술,[양손검] 칼의 회전력을 최대한 끌어올린 투척 기술\n\n※습득조건※\n☞ 건곤일척 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 35
8000601,창 마스터리[초급],[창] 창 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[창] 창 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8000602,창 마스터리[중급],[창] 창 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[창] 창 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 창 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8000603,창 마스터리[상급],[창] 창 공격에 대한 스킬 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 2％의 스킬 공격력 상승,[창] 창 공격에 대한 스킬 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 2％의 스킬 공격력 상승\n\n※습득조건※\n☞ 창 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
1000017,질풍,[창] 바람과 같은 연무 공격,[창] 바람과 같은 연무 공격\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
1001007,허리케인 랜스,[창] 넓은 전방의 적에게 강력하게 찌르기,[창] 넓은 전방의 적에게 강력하게 찌르기\n\n※습득조건※\n☞ 질풍 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 5
1001017,선풍,[창] 창을 회전시켜 범접할 수 없는 영역을 만듬,[창] 창을 회전시켜 범접할 수 없는 영역을 만듬\n\n※습득조건※\n☞ 허리케인 랜스 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 12
1002007,버스터 랜서,[창] 닿는 것을 부숴버리는 강력한 3연찌르기,[창] 닿는 것을 부숴버리는 강력한 3연찌르기\n\n※습득조건※\n☞ 선풍 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 20
1003007,피스톨 랜스,[창] 섬광의 빛을 본 적은 모두 쓰러진다는 창 최고의 투척 기술,[창] 섬광의 빛을 본 적은 모두 쓰러진다는 창 최고의 투척 기술\n\n※습득조건※\n☞ 버스터 랜서 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 35
3000106,근력 강화,자신의 근력을 증가시킴\n\n※효과※\n☞ 레벨 당 4%의 근력 상승,자신의 근력을 증가시킴\n\n※효과※\n☞ 레벨 당 4%의 근력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 3
3000101,집중,정신력을 집중해서 자신의 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 3％의 명중률 상승,정신력을 집중해서 자신의 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 3％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 8
3000104,상처,"적에게 물리 공격을 성공시켰을 때, 일정 확률로 적에게 커다란 상처를 줘서 지속적인 피해를 입힘\n\n※효과※\n☞ Lv. 49 이하는 1단계 상처, 레벨 당 150 대미지 \n☞ Lv. 99 이하는 2단계 상처, 레벨 당 200 대미지 \n☞ Lv. 100 이상은 3단계 상처, 레벨 당 300 대미지 \n☞ 10% 확률로 상처 발동, 총 3회 출혈 대미지 발생","적에게 물리 공격을 성공시켰을 때, 일정 확률로 적에게 커다란 상처를 줘서 지속적인 피해를 입힘\n\n※효과※\n☞ Lv. 49 이하는 1단계 상처, 레벨 당 150 대미지 \n☞ Lv. 99 이하는 2단계 상처, 레벨 당 200 대미지 \n☞ Lv. 100 이상은 3단계 상처, 레벨 당 300 대미지 \n☞ 10% 확률로 상처 발동, 총 3회 출혈 대미지 발생\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 15"
3000107,분노,분노를 형성해서 자신의 물리 대미지를 증가시킴\n\n※효과※\n☞ 레벨 당 1％의 물리대미지 상승,분노를 형성해서 자신의 물리 대미지를 증가시킴\n\n※효과※\n☞ 레벨 당 1％의 물리대미지 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 24
3000140,치사율 증가,자신의 물리대미지를 상승시킴 \n\n※효과※\n☞ 레벨 당 10의 물리대미지 상승,자신의 물리대미지를 상승시킴 \n\n※효과※\n☞ 레벨 당 10의 물리대미지 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
3000108,분노폭발,"적에게 물리 크리티컬 공격을 당했을 때, 일정시간 동안 자신의 물리 크리티컬 대미지를 상승시킴\n\n※효과※\n☞ 분노 상태에서만 효과가 발생\n☞ 레벨 당 5％의 물리 크리티컬 대미지 상승","적에게 물리 크리티컬 공격을 당했을 때, 일정시간 동안 자신의 물리 크리티컬 대미지를 상승시킴\n\n※효과※\n☞ 분노 상태에서만 효과가 발생\n☞ 레벨 당 5％의 물리 크리티컬 대미지 상승\n\n※습득조건※\n☞ 분노 Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 40"
8000201,한손검 마스터리[초급],[한손검] 한손검 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[한손검] 한손검 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8000202,한손검 마스터리[중급],[한손검] 한손검 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[한손검] 한손검 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 한손검 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8000203,한손검 마스터리[상급],[한손검] 한손검 공격에 대한 기본 명중률 및 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 및 최소/최대 대미지 상승,[한손검] 한손검 공격에 대한 기본 명중률 및 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 및 최소/최대 대미지 상승\n\n※습득조건※\n☞ 한손검 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
1000014,대나무베기,[한손검] 가장 기본적이면서도 심오한 올려베기,[한손검] 가장 기본적이면서도 심오한 올려베기\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
1001004,W.브레이크,[한손검] 전방으로 넓은 범위의 횡베기,[한손검] 전방으로 넓은 범위의 횡베기\n\n※습득조건※\n☞ 대나무베기 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 5
1001014,드래곤테일,[한손검] 용이 꼬리로 바닥을 쓸어버리는 것에서 유래한 횡베기 기술,[한손검] 용이 꼬리로 바닥을 쓸어버리는 것에서 유래한 횡베기 기술\n\n※습득조건※\n☞ W.브레이크 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 12
1002004,소닉블레이드,[한손검] 초고속 검격으로 초음속 베기,[한손검] 초고속 검격으로 초음속 베기\n\n※습득조건※\n☞ 드래곤테일 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 20
1003004,데스블로우,[한손검] 바람의 흐름보다도 빠른 찌르기 기술,[한손검] 바람의 흐름보다도 빠른 찌르기 기술\n\n※습득조건※\n☞ 소닉블레이드 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 35
8000501,둔기 마스터리[초급],[둔기] 둔기 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[둔기] 둔기 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8000502,둔기 마스터리[중급],[둔기] 둔기 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[둔기] 둔기 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 둔기 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8000503,둔기 마스터리[상급],[둔기] 둔기 공격 시 타겟 방어력을 감소시킴\n\n※효과※\n☞ 레벨 당 2％의 타겟 방어력 감소,[둔기] 둔기 공격 시 타겟 방어력을 감소시킴\n\n※효과※\n☞ 레벨 당 2％의 타겟 방어력 감소\n\n※습득조건※\n☞ 둔기 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
1000016,타구봉법,[둔기] 실전적인 연타 기술,[둔기] 실전적인 연타 기술\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
1001006,카오스 임팩트,[둔기] 전방에 강력한 2연속 공격,[둔기] 전방에 강력한 2연속 공격\n\n※습득조건※\n☞ 타구봉법 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 5
1001016,용호상박,"[둔기] 두번 때리는 궤도를 교차해, 한 점에 위력을 집중하는 기술","[둔기] 두번 때리는 궤도를 교차해, 한 점에 위력을 집중하는 기술 \n\n※습득조건※\n☞ 카오스 임팩트 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 12"
1002016,천지음양,[둔기] 지상과 공중에서 음양의 이치를 살린 이연타 타격 기술,[둔기] 지상과 공중에서 음양의 이치를 살린 이연타 타격 기술\n\n※습득조건※\n☞ 용호상박 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 20
1003016,무형난타,[둔기] 미칠듯한 스피드로 전방의 적을 난타하는 기술,[둔기] 미칠듯한 스피드로 전방의 적을 난타하는 기술\n\n※습득조건※\n☞ 천지음양 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 35
3000206,체력강화,자신의 체력을 상승시킴\n\n※효과※\n☞ 레벨 당 4％의 체력 상승,자신의 체력을 상승시킴\n\n※효과※\n☞ 레벨 당 4％의 체력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 3
3000230,수호신의 축복,자신과 파티원의 체력을 증가시킴\n\n※효과※\n☞ 지속시간 : 10분\n☞ 레벨 당 15의 체력 상승,자신과 파티원의 체력을 증가시킴\n\n※효과※\n☞ 지속시간 : 10분\n☞ 레벨 당 15의 체력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 8
3000228,도발,상대에게 도발을 걸어 자신을 공격하게 유도하는 기술\n\n※효과※\n☞ 지속시간: Lv * 3초,상대에게 도발을 걸어 자신을 공격하게 유도하는 기술\n\n※효과※\n☞ 지속시간: Lv * 3초\n\n※습득조건※\n☞ 제한레벨 : 15
3000201,철갑,자신의 물리 방어력을 상승시킴\n\n※효과※\n☞ 레벨 당 3％의 방어력 상승,자신의 물리 방어력을 상승시킴\n\n※효과※\n☞ 레벨 당 3％의 방어력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 24
3000217,무기 전문화 I,자신의 무기 최소 대미지를 상승시킴\n\n※효과※\n☞ 레벨 당 10의 무기 최소 대미지 상승,자신의 무기 최소 대미지를 상승시킴\n\n※효과※\n☞ 레벨 당 10의 무기 최소 대미지 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 12
3000204,충격 완화,적에게 공격을 받았을 때 대미지를 감소\n\n※효과※\n☞ 레벨 당 10의 물리 대미지 감소,적에게 공격을 받았을 때 대미지를 감소\n\n※효과※\n☞ 레벨 당 10의 물리 대미지 감소\n\n※습득조건※\n☞ 수호신의 축복 Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 40
8001901,툴박스 마스터리[초급],[툴박스] 툴박스 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[툴박스] 툴박스 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8001902,툴박스 마스터리[중급],[툴박스] 툴박스 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[툴박스] 툴박스 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 툴박스 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8001903,툴박스 마스터리[상급],[툴박스] 툴박스 공격에 대한 명중률과 최소대미지가 상승함\n\n※효과※\n☞ 레벨 당 1% 명중률과 최소대미지가 상승,[툴박스] 툴박스 공격에 대한 명중률과 최소대미지가 상승함\n\n※효과※\n☞ 레벨 당 1% 명중률과 최소대미지가 상승\n\n※습득조건※\n☞ 툴박스 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
8001904,툴박스 마스터리[최상급],"[툴박스] 툴박스 공격에 대한 무기 최소, 최대 공격력을 증가시킴\n\n※효과※\n☞ 레벨 당 최대공격력 +4, 최소공격력 +2씩 상승","[툴박스] 툴박스 공격에 대한 무기 최소, 최대 공격력을 증가시킴\n\n※효과※\n☞ 레벨 당 최대공격력 +4, 최소공격력 +2씩 상승\n\n※습득조건※\n☞ 툴박스 마스터리[상급] Lv10\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 50"
1000021,머신건,[툴박스] 툴박스의 특수 기능 중 하나인 기관총이 전방을 향해 발사됨,[툴박스] 툴박스의 특수 기능 중 하나인 기관총이 전방을 향해 발사됨\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
3001313,파이어_SMG,파이어_SMG를 소환하여 적을 공격함 \n\n※효과※\n☞ 캐릭터 능력치의 60% 에 해당하는 힘을 가짐,파이어_SMG를 소환하여 적을 공격함 \n\n※효과※\n☞ 캐릭터 능력치의 60% 에 해당하는 힘을 가짐\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 5
3001314,파이어_SMG[Level UP],파이어_SMG를 업그레이드 함\n\n※효과※\n☞ 소환 시 레벨 당 캐릭터 능력치의 60% + (Lv * 5%) 힘을 가진 SMG 를 소환함,파이어_SMG를 업그레이드 함\n\n※효과※\n☞ 소환 시 레벨 당 캐릭터 능력치의 60% + (Lv * 5%) 힘을 가진 SMG 를 소환함\n\n※습득조건※\n☞ 파이어_SMG Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 15
1001021,메카서먼,[툴박스] 툴박스에서 메카프링이 나와 전방으로 레이저포를 날림,[툴박스] 툴박스에서 메카프링이 나와 전방으로 레이저포를 날림\n\n※습득조건※\n☞ 머신건 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 8
1002021,썬더트랩,[툴박스] 피뢰침을 이용한 번개 공격을 시도함,[툴박스] 피뢰침을 이용한 번개 공격을 시도함\n\n※습득조건※\n☞ 메카서먼 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 15
3001320,커즈_SMG,커즈_SMG를 소환하여 주위 적들의 근력을 낮춤\n\n※효과※\n☞ 근력을 30% 낮춤,커즈_SMG를 소환하여 주위 적들의 근력을 낮춤\n\n※효과※\n☞ 근력을 30% 낮춤\n\n※습득조건※\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 20
3001319,슬로우_SMG,슬로우_SMG를 소환하여 주위 적들의 움직임을 느리게 함\n\n※효과※\n☞ 3초 동안 50%의 이동 속도를 느리게 함,슬로우_SMG를 소환하여 주위 적들의 움직임을 느리게 함\n\n※효과※\n☞ 3초 동안 50%의 이동 속도를 느리게 함\n\n※습득조건※\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 30
1003021,해머폴,[툴박스] 툴박스에서 다양한 공구들을 쏟아내 적을 공격함,[툴박스] 툴박스에서 다양한 공구들을 쏟아내 적을 공격함\n\n※습득조건※\n☞ 썬더트랩 Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
3001321,푸쉬_SMG,푸쉬_SMG를 소환하여 전방의 적들을 밀쳐냄\n\n※효과※\n☞ 전방의 적들을 밀쳐냄,푸쉬_SMG를 소환하여 전방의 적들을 밀쳐냄\n\n※효과※\n☞ 전방의 적들을 밀쳐냄\n\n※습득조건※\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 40
3001301,잠재력,모든 능력치를 상승시킴\n\n※효과※\n☞ 레벨 당 모든 스탯을 2% 상승시킴,모든 능력치를 상승시킴\n\n※효과※\n☞ 레벨 당 모든 스탯을 2% 상승시킴\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 3
3001308,신체 강화,자신의 최대 HP를 상승시킴\n\n※효과※\n☞ 레벨 당 2%의 최대 HP 상승,자신의 최대 HP를 상승시킴\n\n※효과※\n☞ 레벨 당 2%의 최대 HP 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 8
3001303,머신건 [강화],툴박스의 공격 스킬인 머신건 스킬을 +1Lv 강화시킴,툴박스의 공격 스킬인 머신건 스킬을 +1Lv 강화시킴\n\n※습득조건※\n☞ 머신건 Lv3\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 17
3001304,메카서먼 [강화],툴박스의 공격 스킬인 메카서먼 스킬을 +1Lv 강화시킴,툴박스의 공격 스킬인 메카서먼 스킬을 +1Lv 강화시킴\n\n※습득조건※\n☞ 머신건 [강화] Lv1\n☞ 메카서먼 Lv3\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 25
3001350,체력의 포션,자신과 파티원의 최대 HP를 증가 시켜준다\n\n※효과※\n☞ 지속시간 : 10분\n☞ 레벨 당 100의 최대 HP 상승,자신과 파티원의 최대 HP를 증가 시켜준다\n\n※효과※\n☞ 지속시간 : 10분\n☞ 레벨 당 100의 최대 HP 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 20
3001305,포커스,물리 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 +3% 명중률 상승,물리 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 +3% 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
3001306,파워_SMG,파워_SMG를 소환하여 주위 사람들의 최소대미지를 상승시킴\n\n※효과※\n☞ 최소대미지를 5% 상승시킴,파워_SMG를 소환하여 주위 사람들의 최소대미지를 상승시킴\n\n※효과※\n☞ 최소대미지를 5% 상승시킴\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 35
3001307,파워_SMG [강화],파워_SMG를 소환되어 있으면 최대대미지가 상승\n\n※효과※\n☞ 최대대미지가 4% 상승,파워_SMG를 소환되어 있으면 최대대미지가 상승\n\n※효과※\n☞ 최대대미지가 4% 상승\n\n※습득조건※\n☞ 파워_SMG Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 40
8001001,물정령 마스터리[초급],[물정령] 마법 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[물정령] 마법 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8001002,물정령 마스터리[중급],[물정령] 물마법 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 물속성 최소/최대 대미지 상승\n☞ 레벨 당 1 물속성 상승,[물정령] 물마법 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 물속성 최소/최대 대미지 상승\n☞ 레벨 당 1 물속성 상승\n\n※습득조건※\n☞ 물정령 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8001003,물정령 마스터리[상급],[물정령] 물마법 공격에 대한 물속성 능력 및 최대대미지를 증가시킴\n\n※효과※\n☞ 레벨 당 2의 물속성 및 2%의 물속성 최대대미지 상승,[물정령] 물마법 공격에 대한 물속성 능력 및 최대대미지를 증가시킴\n\n※효과※\n☞ 레벨 당 2의 물속성 및 2%의 물속성 최대대미지 상승\n\n※습득조건※\n☞ 물정령 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
3000319,아이스 쉴드,[물정령] 일정시간 동안 자신과 주위 플레이어에게 아이스 쉴드를 시전하여 적의 공격을 받았을 때 적의 이동 속도를 저하시킴\n\n※효과※\n☞ 지속시간 10분\n☞ 레벨당 3%씩 이동속도를 저하시킴\n☞ 다른 계열의 속성 버프와 동시 사용 불가,[물정령] 일정시간 동안 자신과 주위 플레이어에게 아이스 쉴드를 시전하여 적의 공격을 받았을 때 적의 이동 속도를 저하시킴\n\n※효과※\n☞ 지속시간 10분\n☞ 레벨당 3%씩 이동속도를 저하시킴\n☞ 다른 계열의 속성 버프와 동시 사용 불가 \n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 20
2000005,매직스틱,[지팡이] 마법의 힘이 담긴 지팡이를 전방으로 날림,[지팡이] 마법의 힘이 담긴 지팡이를 전방으로 날림\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
