ID,_Attack7_Use_Check,_Attack7_Rect_Check,_Attack7_Rect_Left,_Attack7_Rect_Top,_Attack7_Rect_Right,_Attack7_Rect_Bottom,_Attack7_Target_Require_Type,_Attack7_Target_Require_ID,_Attack7_Target_Require_Value1,_Attack7_Target_Require_Value2,_Attack7_Require_Type,_Attack7_Require_ID,_Attack7_Require_Value1,_Attack7_Require_Value2,_Attack8_Use_Check,_Attack8_Rect_Check,_Attack8_Rect_Left,_Attack8_Rect_Top,_Attack8_Rect_Right,_Attack8_Rect_Bottom,_Attack8_Target_Require_Type,_Attack8_Target_Require_ID,_Attack8_Target_Require_Value1,_Attack8_Target_Require_Value2,_Attack8_Require_Type,_Attack8_Require_ID,_Attack8_Require_Value1,_Attack8_Require_Value2,_Attack9_Use_Check,_Attack9_Rect_Check,_Attack9_Rect_Left,_Attack9_Rect_Top,_Attack9_Rect_Right,_Attack9_Rect_Bottom,_Attack9_Target_Require_Type,_Attack9_Target_Require_ID,_Attack9_Target_Require_Value1,_Attack9_Target_Require_Value2,_Attack9_Require_Type,_Attack9_Require_ID,_Attack9_Require_Value1,_Attack9_Require_Value2,_Attack10_Use_Check,_Attack10_Rect_Check,_Attack10_Rect_Left,_Attack10_Rect_Top,_Attack10_Rect_Right,_Attack10_Rect_Bottom,_Attack10_Target_Require_Type,_Attack10_Target_Require_ID,_Attack10_Target_Require_Value1,_Attack10_Target_Require_Value2,_Attack10_Require_Type,_Attack10_Require_ID,_Attack10_Require_Value1,_Attack10_Require_Value2,_Attack11_Use_Check,_Attack11_Rect_Check,_Attack11_Rect_Left,_Attack11_Rect_Top,_Attack11_Rect_Right,_Attack11_Rect_Bottom,_Attack11_Target_Require_Type,_Attack11_Target_Require_ID,_Attack11_Target_Require_Value1,_Attack11_Target_Require_Value2,_Attack11_Require_Type,_Attack11_Require_ID,_Attack11_Require_Value1,_Attack11_Require_Value2,_AttackDelayMin7,_AttackDelayMax7,_AttackDelayMin8,_AttackDelayMax8,_AttackDelayMin9,_AttackDelayMax9,_AttackDelayMin10,_AttackDelayMax10,_AttackDelayMin11,_AttackDelayMax11,_Attack_Probability7,_Attack_Probability8,_Attack_Probability9,_Attack_Probability10,_Attack_Probability11,_AttackCoolTime7,_AttackCoolTime8,_AttackCoolTime9,_AttackCoolTime10,_AttackCoolTime11
1427,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,50,50,50,50,0,100,100,100,100,0
1424,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,84710314088.4,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,49042813419.6,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,44584375836,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,40125938252.4,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,50,50,50,50,0,100,200,900,900,0
1481,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,39234250735,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,39234250735,1,1,0,4294967146,450,30,0,0,0,0,1,6,1,60234250735,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,0,0,0,0,50,50,50,0,0,100000,100000,600,0,0
1532,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,60000000000,1,1,4294964296,4294964296,3000,300,0,0,0,0,0,0,,,1,1,4294964296,4294964296,3000,3000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,0,0,0,0,100,0,0,0,0,200,30000,100,0,0
1561,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,84165816443.8,1,1,4294965296,4294965296,2000,2000,0,0,0,0,7,1,71000298,1,1,1,4294964296,4294964296,3000,3000,0,0,0,0,1,6,1,72142128380.4,1,1,4294965296,4294965296,2000,2000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,20,30,0,0,50,50,50,100,0,600000,600000,1200,250,0
1593,1,1,4294965296,4294965296,2000,2000,0,0,0,0,0,0,,,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,1,1,0,4294967146,450,30,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,50,0,0,0,0,100,200,900,900,0
1608,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,170964477038,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,51289343111,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,239350267853,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,136771581630,0,0,0,0,0,0,0,0,0,0,0,0,,,30,30,30,30,30,30,30,30,0,0,1,100,100,100,0,100,600000,600000,600000,0
1647,1,1,4294965296,4294965296,2000,2000,0,0,0,0,0,0,,,1,1,4294965296,4294965296,2000,2000,0,0,0,0,0,0,,,1,1,4294964296,4294964296,3000,3000,0,0,0,0,0,0,,,1,1,4294965296,4294965296,2000,2000,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,20,30,20,30,20,30,0,0,0,50,0,0,0,600000,600000,1200,250,0
1674,1,1,4294965296,4294965296,2000,2000,0,0,0,0,1,6,1,98304574296.9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,20,30,0,0,0,0,0,0,0,0,999,0,0,0,0,600000,0,0,0,0
1726,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,398277769239,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,284484120885,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,30,40,30,40,999,999,999,999,0,300,1200,1200,1200,0
1730,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,398277769239,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,341380945062,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,284484120885,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,30,40,30,40,0,0,0,0,0,300,1200,1200,1200,0
1755,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,227587296706,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,100,0,0,0,0,6000,0,0,0,0
1756,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,325449834289,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,6,1,250346026376,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,999,999,0,0,0,600,600,0,0,0
1757,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,70,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,442,1,80,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,442,1,65,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,442,1,50,1,1,4294964296,4294965296,3000,2000,0,0,0,0,1,442,1,25,30,40,30,40,30,40,30,40,0,0,100,999,999,999,999,150,600000,600000,600000,600000
1769,1,1,0,4294965296,2000,2000,0,0,0,0,1,6,1,434484839166,1,1,0,4294965296,2000,2000,0,0,0,0,1,6,1,372415576428,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,50,50,0,0,0,600,600,0,0,0
1828,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,50,0,0,0,0,900,0,0,0,0
1829,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,50,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,50,50,0,0,0,900,900,0,0,0
1856,1,1,4294964296,4294965296,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,50,0,0,0,0,600,0,0,0,0
1857,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,70,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,55,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,50,50,50,50,0,600,600000,1800,1800,0
1876,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,50,50,0,0,0,800,700,0,0,0
1886,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,35,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,50,0,0,0,0,600,0,0,0,0
1901,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,99,0,0,0,0,600,0,0,0,0
1917,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,6,1,1500000000,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,999,0,0,0,0,600,0,0,0,0
1918,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,70,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,55,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,50,999,999,999,999,200,600000,1200,1200,0
1924,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0
1926,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,6,1,150000000,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,999,0,0,0,0,600,0,0,0,0
1927,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,70,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,55,1,1,0,4294965296,2000,2000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,0,0,0,0,0,200,600000,1200,1200,0
1953,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,999,0,0,0,0,1200,0,0,0,0
1987,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,999,0,0,0,0,1800,0,0,0,0
1989,1,1,4294966296,4294966296,1000,1000,0,0,0,0,1,442,1,50,1,1,0,4294966296,1000,1000,0,0,0,0,1,442,1,60,1,1,0,4294964296,3000,3000,0,0,0,0,1,442,1,75,1,1,0,4294964296,3000,3000,0,0,0,0,1,442,1,55,1,1,0,4294964296,3000,3000,0,0,0,0,1,442,1,40,30,40,30,40,30,40,30,40,30,40,80,80,999,999,999,300,300,120000,1800,1800
1990,1,1,4294966296,4294966296,1000,1000,0,0,0,0,1,442,1,55,1,1,0,4294966296,1000,1000,0,0,0,0,1,442,1,60,1,1,0,4294964296,3000,3000,0,0,0,0,1,442,1,75,1,1,0,4294964296,3000,3000,0,0,0,0,1,442,1,55,1,1,0,4294964296,3000,3000,0,0,0,0,1,442,1,40,30,40,30,40,30,40,30,40,30,40,80,80,0,0,0,300,300,120000,1800,1800
1991,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0
2041,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,80,0,0,0,0,1800,0,0,0,0
2042,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,80,0,0,0,0,900,0,0,0,0
2104,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,80,80,0,0,0,120000,120000,0,0,0
2105,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,80,80,0,0,0,120000,120000,0,0,0
2106,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,1,1,0,4294964296,2000,3000,0,0,0,0,1,442,1,75,1,1,0,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,75,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,55,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,30,40,30,40,30,40,30,40,30,40,80,80,80,80,80,250,250,120000,120000,120000
2108,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,80,80,0,0,0,120000,120000,0,0,0
2109,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,0,0,0,0,0,0,80,80,0,0,0,120000,120000,0,0,0
