ID,_SealedItemID,_Name,_SealItem,_SealItemCnt,_EventSealItem,_EventSealItemCnt,_Sealprice
213,82004901,??? ???,190171178,10,190171180,10,0
214,82004902,??? ??? ☆,190171178,10,190171180,10,0
215,82004903,??? ??? ★,190171178,10,190171180,10,0
216,82004904,??? ??? ★☆,190171178,10,190171180,10,0
217,82004905,??? ??? ★★,190171178,10,190171180,10,0
218,82004906,??? ??? ★★☆,190171178,10,190171180,10,0
219,82004907,??? ??? ★★★,190171178,10,190171180,10,0
220,82104901,??? ?????,190171178,10,190171180,10,0
221,82104902,??? ????? ☆,190171178,10,190171180,10,0
222,82104903,??? ????? ★,190171178,10,190171180,10,0
223,82104904,??? ????? ★☆,190171178,10,190171180,10,0
224,82104905,??? ????? ★★,190171178,10,190171180,10,0
225,82104906,??? ????? ★★☆,190171178,10,190171180,10,0
226,82104907,??? ????? ★★★,190171178,10,190171180,10,0
227,82204901,??? ????,190171178,10,190171180,10,0
228,82204902,??? ???? ☆,190171178,10,190171180,10,0
229,82204903,??? ???? ★,190171178,10,190171180,10,0
230,82204904,??? ???? ★☆,190171178,10,190171180,10,0
231,82204905,??? ???? ★★,190171178,10,190171180,10,0
232,82204906,??? ???? ★★☆,190171178,10,190171180,10,0
233,82204907,??? ???? ★★★,190171178,10,190171180,10,0
234,82304901,??? ?????,190171178,10,190171180,10,0
235,82304902,??? ????? ☆,190171178,10,190171180,10,0
236,82304903,??? ????? ★,190171178,10,190171180,10,0
237,82304904,??? ????? ★☆,190171178,10,190171180,10,0
238,82304905,??? ????? ★★,190171178,10,190171180,10,0
239,82304906,??? ????? ★★☆,190171178,10,190171180,10,0
240,82304907,??? ????? ★★★,190171178,10,190171180,10,0
241,82404901,??? ?????,190171178,10,190171180,10,0
242,82404902,??? ????? ☆,190171178,10,190171180,10,0
243,82404903,??? ????? ★,190171178,10,190171180,10,0
244,82404904,??? ????? ★☆,190171178,10,190171180,10,0
245,82404905,??? ????? ★★,190171178,10,190171180,10,0
246,82404906,??? ????? ★★☆,190171178,10,190171180,10,0
247,82404907,??? ????? ★★★,190171178,10,190171180,10,0
248,82504901,??? ????,190171178,10,190171180,10,0
249,82504902,??? ???? ☆,190171178,10,190171180,10,0
250,82504903,??? ???? ★,190171178,10,190171180,10,0
251,82504904,??? ???? ★☆,190171178,10,190171180,10,0
252,82504905,??? ???? ★★,190171178,10,190171180,10,0
253,82504906,??? ???? ★★☆,190171178,10,190171180,10,0
254,82504907,??? ???? ★★★,190171178,10,190171180,10,0
255,82604901,??? ????,190171178,10,190171180,10,0
256,82604902,??? ???? ☆,190171178,10,190171180,10,0
257,82604903,??? ???? ★,190171178,10,190171180,10,0
258,82604904,??? ???? ★☆,190171178,10,190171180,10,0
259,82604905,??? ???? ★★,190171178,10,190171180,10,0
260,82604906,??? ???? ★★☆,190171178,10,190171180,10,0
261,82604907,??? ???? ★★★,190171178,10,190171180,10,0
262,82804901,??? ??,190171178,10,190171180,10,0
263,82804902,??? ?? ☆,190171178,10,190171180,10,0
264,82804903,??? ?? ★,190171178,10,190171180,10,0
265,82804904,??? ?? ★☆,190171178,10,190171180,10,0
266,82804905,??? ?? ★★,190171178,10,190171180,10,0
267,82804906,??? ?? ★★☆,190171178,10,190171180,10,0
268,82804907,??? ?? ★★★,190171178,10,190171180,10,0
269,81104901,??? ??,190171178,10,190171180,10,0
270,81104902,??? ?? ☆,190171178,10,190171180,10,0
271,81104903,??? ?? ★,190171178,10,190171180,10,0
272,81104904,??? ?? ★☆,190171178,10,190171180,10,0
273,81104905,??? ?? ★★,190171178,10,190171180,10,0
274,81104906,??? ?? ★★☆,190171178,10,190171180,10,0
275,81104907,??? ?? ★★★,190171178,10,190171180,10,0
276,82904901,??? ????,190171178,10,190171180,10,0
277,82904902,??? ???? ☆,190171178,10,190171180,10,0
278,82904903,??? ???? ★,190171178,10,190171180,10,0
279,82904904,??? ???? ★☆,190171178,10,190171180,10,0
280,82904905,??? ???? ★★,190171178,10,190171180,10,0
281,82904906,??? ???? ★★☆,190171178,10,190171180,10,0
282,82904907,??? ???? ★★★,190171178,10,190171180,10,0
283,84004901,??? ???,190171178,10,190171180,10,0
284,84004902,??? ??? ☆,190171178,10,190171180,10,0
285,84004903,??? ??? ★,190171178,10,190171180,10,0
286,84004904,??? ??? ★☆,190171178,10,190171180,10,0
287,84004905,??? ??? ★★,190171178,10,190171180,10,0
288,84004906,??? ??? ★★☆,190171178,10,190171180,10,0
289,84004907,??? ??? ★★★,190171178,10,190171180,10,0
290,81104908,??? ?? ??,190171178,10,190171180,10,0
291,81104909,??? ?? ?? ☆,190171178,10,190171180,10,0
292,81104910,??? ?? ?? ★,190171178,10,190171180,10,0
293,81104911,??? ?? ?? ★☆,190171178,10,190171180,10,0
294,81104912,??? ?? ?? ★★,190171178,10,190171180,10,0
295,81104913,??? ?? ?? ★★☆,190171178,10,190171180,10,0
296,81104914,??? ?? ?? ★★★,190171178,10,190171180,10,0
297,84204901,??? ????,190171178,10,190171180,10,0
298,84204902,??? ???? ☆,190171178,10,190171180,10,0
299,84204903,??? ???? ★,190171178,10,190171180,10,0
300,84204904,??? ???? ★☆,190171178,10,190171180,10,0
301,84204905,??? ???? ★★,190171178,10,190171180,10,0
302,84204906,??? ???? ★★☆,190171178,10,190171180,10,0
303,84204907,??? ???? ★★★,190171178,10,190171180,10,0
304,160105901,??? ???,190171178,10,190171180,10,0
305,160105902,??? ??? ☆,190171178,10,190171180,10,0
306,160105903,??? ??? ★,190171178,10,190171180,10,0
307,160105904,??? ??? ★☆,190171178,10,190171180,10,0
308,160105905,??? ??? ★★,190171178,10,190171180,10,0
309,160105906,??? ??? ★★☆,190171178,10,190171180,10,0
310,160105907,??? ??? ★★★,190171178,10,190171180,10,0
311,160105908,??? ? ???,190171178,10,190171180,10,0
312,160105909,??? ? ??? ☆,190171178,10,190171180,10,0
313,160105910,??? ? ??? ★,190171178,10,190171180,10,0
314,160105911,??? ? ??? ★☆,190171178,10,190171180,10,0
315,160105912,??? ? ??? ★★,190171178,10,190171180,10,0
316,160105913,??? ? ??? ★★☆,190171178,10,190171180,10,0
317,160105914,??? ? ??? ★★★,190171178,10,190171180,10,0
318,160105915,??? ?? ???,190171178,10,190171180,10,0
319,160105916,??? ?? ??? ☆,190171178,10,190171180,10,0
320,160105917,??? ?? ??? ★,190171178,10,190171180,10,0
321,160105918,??? ?? ??? ★☆,190171178,10,190171180,10,0
322,160105919,??? ?? ??? ★★,190171178,10,190171180,10,0
323,160105920,??? ?? ??? ★★☆,190171178,10,190171180,10,0
324,160105921,??? ?? ??? ★★★,190171178,10,190171180,10,0
325,84304901,??? ????,190171178,10,190171180,10,0
326,84304902,??? ???? ☆,190171178,10,190171180,10,0
327,84304903,??? ???? ★,190171178,10,190171180,10,0
328,84304904,??? ???? ★☆,190171178,10,190171180,10,0
329,84304905,??? ???? ★★,190171178,10,190171180,10,0
330,84304906,??? ???? ★★☆,190171178,10,190171180,10,0
331,84304907,??? ???? ★★★,190171178,10,190171180,10,0
332,84404901,??? ????,190171178,10,190171180,10,0
333,84404902,??? ???? ☆,190171178,10,190171180,10,0
334,84404903,??? ???? ★,190171178,10,190171180,10,0
335,84404904,??? ???? ★☆,190171178,10,190171180,10,0
336,84404905,??? ???? ★★,190171178,10,190171180,10,0
337,84404906,??? ???? ★★☆,190171178,10,190171180,10,0
338,84404907,??? ???? ★★★,190171178,10,190171180,10,0
339,84504901,??? ???,190171178,10,190171180,10,0
340,84504902,??? ??? ☆,190171178,10,190171180,10,0
341,84504903,??? ??? ★,190171178,10,190171180,10,0
342,84504904,??? ??? ★☆,190171178,10,190171180,10,0
343,84504905,??? ??? ★★,190171178,10,190171180,10,0
344,84504906,??? ??? ★★☆,190171178,10,190171180,10,0
345,84504907,??? ??? ★★★,190171178,10,190171180,10,0
346,84604901,??? ??,190171178,10,190171180,10,0
347,84604902,??? ?? ☆,190171178,10,190171180,10,0
348,84604903,??? ?? ★,190171178,10,190171180,10,0
349,84604904,??? ?? ★☆,190171178,10,190171180,10,0
350,84604905,??? ?? ★★,190171178,10,190171180,10,0
351,84604906,??? ?? ★★☆,190171178,10,190171180,10,0
352,84604907,??? ?? ★★★,190171178,10,190171180,10,0
353,84804901,??? ??,190171178,10,190171180,10,0
354,84804902,??? ?? ☆,190171178,10,190171180,10,0
355,84804903,??? ?? ★,190171178,10,190171180,10,0
356,84804904,??? ?? ★☆,190171178,10,190171180,10,0
357,84804905,??? ?? ★★,190171178,10,190171180,10,0
358,84804906,??? ?? ★★☆,190171178,10,190171180,10,0
359,84804907,??? ?? ★★★,190171178,10,190171180,10,0
360,84904901,??? ??,190171178,10,190171180,10,0
361,84904902,??? ?? ☆,190171178,10,190171180,10,0
362,84904903,??? ?? ★,190171178,10,190171180,10,0
363,84904904,??? ?? ★☆,190171178,10,190171180,10,0
364,84904905,??? ?? ★★,190171178,10,190171180,10,0
365,84904906,??? ?? ★★☆,190171178,10,190171180,10,0
366,84904907,??? ?? ★★★,190171178,10,190171180,10,0
367,80104911,??? ??,190171178,10,190171180,10,0
368,80104912,??? ?? ☆,190171178,10,190171180,10,0
369,80104913,??? ?? ★,190171178,10,190171180,10,0
370,80104914,??? ?? ★☆,190171178,10,190171180,10,0
371,80104915,??? ?? ★★,190171178,10,190171180,10,0
372,80104916,??? ?? ★★☆,190171178,10,190171180,10,0
373,80104917,??? ?? ★★★,190171178,10,190171180,10,0
374,80204911,??? ??,190171178,10,190171180,10,0
375,80204912,??? ?? ☆,190171178,10,190171180,10,0
376,80204913,??? ?? ★,190171178,10,190171180,10,0
377,80204914,??? ?? ★☆,190171178,10,190171180,10,0
378,80204915,??? ?? ★★,190171178,10,190171180,10,0
379,80204916,??? ?? ★★☆,190171178,10,190171180,10,0
380,80204917,??? ?? ★★★,190171178,10,190171180,10,0
381,80304911,??? ???,190171178,10,190171180,10,0
382,80304912,??? ??? ☆,190171178,10,190171180,10,0
383,80304913,??? ??? ★,190171178,10,190171180,10,0
384,80304914,??? ??? ★☆,190171178,10,190171180,10,0
385,80304915,??? ??? ★★,190171178,10,190171180,10,0
386,80304916,??? ??? ★★☆,190171178,10,190171180,10,0
387,80304917,??? ??? ★★★,190171178,10,190171180,10,0
388,80404911,??? ???,190171178,10,190171180,10,0
389,80404912,??? ??? ☆,190171178,10,190171180,10,0
390,80404913,??? ??? ★,190171178,10,190171180,10,0
391,80404914,??? ??? ★☆,190171178,10,190171180,10,0
392,80404915,??? ??? ★★,190171178,10,190171180,10,0
393,80404916,??? ??? ★★☆,190171178,10,190171180,10,0
394,80404917,??? ??? ★★★,190171178,10,190171180,10,0
395,80504911,??? ??,190171178,10,190171180,10,0
396,80504912,??? ?? ☆,190171178,10,190171180,10,0
397,80504913,??? ?? ★,190171178,10,190171180,10,0
398,80504914,??? ?? ★☆,190171178,10,190171180,10,0
399,80504915,??? ?? ★★,190171178,10,190171180,10,0
400,80504916,??? ?? ★★☆,190171178,10,190171180,10,0
401,80504917,??? ?? ★★★,190171178,10,190171180,10,0
402,80604911,??? ??,190171178,10,190171180,10,0
403,80604912,??? ?? ☆,190171178,10,190171180,10,0
404,80604913,??? ?? ★,190171178,10,190171180,10,0
405,80604914,??? ?? ★☆,190171178,10,190171180,10,0
406,80604915,??? ?? ★★,190171178,10,190171180,10,0
407,80604916,??? ?? ★★☆,190171178,10,190171180,10,0
408,80604917,??? ?? ★★★,190171178,10,190171180,10,0
409,80704911,??? ??,190171178,10,190171180,10,0
410,80704912,??? ?? ☆,190171178,10,190171180,10,0
411,80704913,??? ?? ★,190171178,10,190171180,10,0
412,80704914,??? ?? ★☆,190171178,10,190171180,10,0
413,80704915,??? ?? ★★,190171178,10,190171180,10,0
414,80704916,??? ?? ★★☆,190171178,10,190171180,10,0
415,80704917,??? ?? ★★★,190171178,10,190171180,10,0
416,80804911,??? ?,190171178,10,190171180,10,0
417,80804912,??? ? ☆,190171178,10,190171180,10,0
418,80804913,??? ? ★,190171178,10,190171180,10,0
419,80804914,??? ? ★☆,190171178,10,190171180,10,0
420,80804915,??? ? ★★,190171178,10,190171180,10,0
421,80804916,??? ? ★★☆,190171178,10,190171180,10,0
422,80804917,??? ? ★★★,190171178,10,190171180,10,0
423,80904911,??? ?,190171178,10,190171180,10,0
424,80904912,??? ? ☆,190171178,10,190171180,10,0
425,80904913,??? ? ★,190171178,10,190171180,10,0
426,80904914,??? ? ★☆,190171178,10,190171180,10,0
427,80904915,??? ? ★★,190171178,10,190171180,10,0
428,80904916,??? ? ★★☆,190171178,10,190171180,10,0
429,80904917,??? ? ★★★,190171178,10,190171180,10,0
430,81004911,??? ??,190171178,10,190171180,10,0
431,81004912,??? ?? ☆,190171178,10,190171180,10,0
432,81004913,??? ?? ★,190171178,10,190171180,10,0
433,81004914,??? ?? ★☆,190171178,10,190171180,10,0
434,81004915,??? ?? ★★,190171178,10,190171180,10,0
435,81004916,??? ?? ★★☆,190171178,10,190171180,10,0
436,81004917,??? ?? ★★★,190171178,10,190171180,10,0
437,81204911,??? ???,190171178,10,190171180,10,0
438,81204912,??? ??? ☆,190171178,10,190171180,10,0
439,81204913,??? ??? ★,190171178,10,190171180,10,0
440,81204914,??? ??? ★☆,190171178,10,190171180,10,0
441,81204915,??? ??? ★★,190171178,10,190171180,10,0
442,81204916,??? ??? ★★☆,190171178,10,190171180,10,0
443,81204917,??? ??? ★★★,190171178,10,190171180,10,0
444,81304911,??? ??,190171178,10,190171180,10,0
445,81304912,??? ?? ☆,190171178,10,190171180,10,0
446,81304913,??? ?? ★,190171178,10,190171180,10,0
447,81304914,??? ?? ★☆,190171178,10,190171180,10,0
448,81304915,??? ?? ★★,190171178,10,190171180,10,0
449,81304916,??? ?? ★★☆,190171178,10,190171180,10,0
450,81304917,??? ?? ★★★,190171178,10,190171180,10,0
451,81404911,??? ???,190171178,10,190171180,10,0
452,81404912,??? ??? ☆,190171178,10,190171180,10,0
453,81404913,??? ??? ★,190171178,10,190171180,10,0
454,81404914,??? ??? ★☆,190171178,10,190171180,10,0
455,81404915,??? ??? ★★,190171178,10,190171180,10,0
456,81404916,??? ??? ★★☆,190171178,10,190171180,10,0
457,81404917,??? ??? ★★★,190171178,10,190171180,10,0
458,81604911,??? MG,190171178,10,190171180,10,0
459,81604912,??? MG ☆,190171178,10,190171180,10,0
460,81604913,??? MG ★,190171178,10,190171180,10,0
461,81604914,??? MG ★☆,190171178,10,190171180,10,0
462,81604915,??? MG ★★,190171178,10,190171180,10,0
463,81604916,??? MG ★★☆,190171178,10,190171180,10,0
464,81604917,??? MG ★★★,190171178,10,190171180,10,0
465,81804911,??? ??????,190171178,10,190171180,10,0
466,81804912,??? ?????? ☆,190171178,10,190171180,10,0
467,81804913,??? ?????? ★,190171178,10,190171180,10,0
468,81804914,??? ?????? ★☆,190171178,10,190171180,10,0
469,81804915,??? ?????? ★★,190171178,10,190171180,10,0
470,81804916,??? ?????? ★★☆,190171178,10,190171180,10,0
471,81804917,??? ?????? ★★★,190171178,10,190171180,10,0
472,81904911,??? ???,190171178,10,190171180,10,0
473,81904912,??? ??? ☆,190171178,10,190171180,10,0
474,81904913,??? ??? ★,190171178,10,190171180,10,0
