ID,_Description,_SubID,_Grid_Index,_Image_Setting,_SkillID
90,?? (??),207,18,0,1106202
91,?? (??),207,10,0,1213004
92,?? (??),207,0,0,0
93,?? (????),402,2,0,3600101
94,?? (????),402,4,0,3600102
95,?? (????),402,7,16,3600103
96,?? (????),402,13,1024,0
97,?? (????),402,19,2,3600104
98,?? (????),402,15,16,3600105
99,?? (????),402,21,1024,0
100,?? (????),402,27,2,3600106
101,?? (????),402,11,16,3600107
102,?? (????),402,17,1024,0
103,?? (????),402,23,2,3600108
104,?? (????),402,0,0,0
105,???? (???),224,7,16,8002001
106,???? (???),224,8,0,1101022
107,???? (???),224,10,128,1213022
108,???? (???),224,11,4,1212027
109,???? (???),224,13,18,8002002
110,???? (???),224,15,0,1103022
111,???? (???),224,19,2,8002003
112,???? (???),224,22,0,1102022
113,???? (???),224,0,0,0
114,???? (???),224,0,0,0
115,???? (???),224,0,0,0
116,???? (????),413,2,0,3600101
117,???? (????),413,4,0,3600102
118,???? (????),413,7,16,3600103
119,???? (????),413,13,1024,0
120,???? (????),413,19,2,3600104
121,???? (????),413,15,16,3600105
122,???? (????),413,21,1024,0
123,???? (????),413,27,2,3600106
124,???? (????),413,11,16,3600107
125,???? (????),413,17,1024,0
126,???? (????),413,23,2,3600108
127,???? (????),413,0,0,0
128,???? (????),413,0,0,0
129,???? (????),413,0,0,0
130,??? (???),301,1,128,8003301
131,??? (???),301,2,512,0
132,??? (???),301,3,148,8003302
133,??? (???),301,4,512,0
134,??? (???),301,5,4,8003303
135,??? (???),301,9,2,3000319
136,??? (???),301,11,0,2000005
137,??? (???),301,14,128,2000006
138,??? (???),301,15,512,0
139,??? (???),301,16,132,2001006
140,??? (???),301,17,512,0
141,??? (???),301,18,4,2002006
142,??? (???),301,0,0,0
143,??? (???),301,0,0,0
144,??? (???),301,0,0,0
145,??? (???),301,0,0,0
146,??? (???),301,0,0,0
147,??? (????),311,1,128,3000322
148,??? (????),311,2,512,0
149,??? (????),311,3,4,3000328
150,??? (????),311,9,128,3000325
151,??? (????),311,10,512,0
152,??? (????),311,11,4,3000331
153,??? (????),302,1,128,8003301
154,??? (????),302,2,512,0
155,??? (????),302,3,148,8003302
156,??? (????),302,4,512,0
157,??? (????),302,5,4,8003303
158,??? (????),302,9,2,3000320
159,??? (????),302,11,0,2000005
160,??? (????),302,14,128,2000002
161,??? (????),302,15,512,0
162,??? (????),302,16,132,2001002
163,??? (????),302,17,512,0
164,??? (????),302,18,4,2002002
165,??? (???),303,1,128,8003301
166,??? (???),303,2,512,0
167,??? (???),303,3,148,8003302
168,??? (???),303,4,512,0
169,??? (???),303,5,4,8003303
170,??? (???),303,9,2,3000318
171,??? (???),303,11,0,2000005
172,??? (???),303,14,128,2000003
173,??? (???),303,15,512,0
174,??? (???),303,16,132,2000020
175,??? (???),303,17,512,0
176,??? (???),303,18,4,2002003
177,??? (???),304,1,128,8003301
178,??? (???),304,2,512,0
179,??? (???),304,3,148,8003302
180,??? (???),304,4,512,0
181,??? (???),304,5,4,8003303
182,??? (???),304,9,2,3000321
183,??? (???),304,11,0,2000005
184,??? (???),304,14,128,2000001
185,??? (???),304,15,512,0
186,??? (???),304,16,132,2001001
187,??? (???),304,17,512,0
188,??? (???),304,18,4,2002001
189,??? (??????),316,1,128,8003301
190,??? (??????),316,2,512,0
191,??? (??????),316,3,132,8003302
192,??? (??????),316,4,512,0
193,??? (??????),316,5,4,8003303
194,??? (??????),316,7,0,2107006
195,??? (??????),316,8,0,2104104
196,??? (??????),316,10,0,2211003
197,??? (??????),316,11,0,2211103
198,??? (??????),316,15,0,2212002
199,??? (??????),316,19,0,2105002
200,??? (??????),316,20,0,2106002
201,??? (??????),316,22,0,2104001
202,??? (??????),316,23,0,2105001
203,??? (??????),316,0,0,0
204,??? (??????),316,0,0,0
205,??? (??????),316,0,0,0
206,??? (??????),316,0,0,0
207,??? (????),403,2,0,3600101
208,??? (????),403,4,0,3600102
209,??? (????),403,7,16,3600103
210,??? (????),403,13,1024,0
211,??? (????),403,19,2,3600104
212,??? (????),403,15,16,3600105
213,??? (????),403,21,1024,0
214,??? (????),403,27,2,3600106
215,??? (????),403,11,16,3600107
216,??? (????),403,17,1024,0
217,??? (????),403,23,2,3600108
218,??? (????),403,0,0,0
219,??? (????),403,0,0,0
220,??? (????),403,0,0,0
221,??? (??),202,7,16,8000101
222,??? (??),202,8,0,1104013
223,??? (??),202,11,0,3214201
224,??? (??),202,13,18,8000102
225,??? (??),202,15,0,1210003
226,??? (??),202,19,2,8000103
227,??? (??),202,22,0,1106013
228,??? (??),202,0,0,0
229,??? (??),202,0,0,0
230,??? (??),202,0,0,0
231,??? (??),202,0,0,0
232,??? (??),202,0,0,0
233,??? (??),202,0,0,0
234,??? (??),202,0,0,0
235,??? (??),202,0,0,0
236,??? (?),209,7,16,8000701
237,??? (?),209,8,16,1006038
238,??? (?),209,10,0,1105100
239,??? (?),209,13,18,8000702
240,??? (?),209,14,4096,0
241,??? (?),209,15,4,1108008
242,??? (?),209,17,0,3214201
243,??? (?),209,19,2,8000703
244,??? (?),209,0,0,0
245,??? (?),209,0,0,0
246,??? (?),209,0,0,0
247,??? (?),209,0,0,0
248,??? (?),209,0,0,0
249,??? (??),210,7,16,8000801
250,??? (??),210,13,18,8000802
251,??? (??),210,19,2,8000803
252,??? (??),210,8,128,1105009
253,??? (??),210,9,512,0
254,??? (??),210,10,4,1104009
255,??? (??),210,15,0,1108019
256,??? (??),210,20,0,3214201
257,??? (??),210,0,0,0
258,??? (??),210,0,0,0
259,??? (????),404,2,0,3600101
260,??? (????),404,4,0,3600102
261,??? (????),404,7,16,3600103
262,??? (????),404,13,1024,0
263,??? (????),404,19,2,3600104
264,??? (????),404,15,16,3600105
265,??? (????),404,21,1024,0
266,??? (????),404,27,2,3600106
267,??? (????),404,11,16,3600107
268,??? (????),404,17,1024,0
269,??? (????),404,23,2,3600108
270,??? (????),404,0,0,0
271,??? (????),404,0,0,0
272,???? (??),206,1,128,3000501
273,???? (??),206,2,132,3000502
274,???? (??),206,3,132,3000503
275,???? (??),206,4,132,3000508
276,???? (??),206,5,4,1008021
277,???? (??),206,14,16,1210101
278,???? (??),206,16,16,1210102
279,???? (??),206,18,0,1210905
280,???? (??),206,20,1024,0
281,???? (??),206,22,1024,0
282,???? (??),206,24,0,1210103
283,???? (??),206,26,2,1210021
284,???? (??),206,28,2,1109021
285,???? (??),206,30,0,1210104
286,???? (??),206,0,0,0
287,???? (??),206,0,0,0
288,???? (??),206,0,0,0
289,???? (??),206,0,0,0
290,???? (??),206,0,0,0
291,???? (??),206,0,0,0
292,???? (??),206,0,0,0
293,???? (??),206,0,0,0
294,???? (??),206,0,0,0
295,???? (??),206,0,0,0
296,???? (????),406,3,0,3200127
297,???? (????),406,4,0,1210201
298,???? (????),406,5,0,0
299,???? (????),406,14,144,1210204
300,???? (????),406,15,4,3500911
301,???? (????),406,17,16,3110160
302,???? (????),406,19,8192,0
303,???? (????),406,20,6144,0
304,???? (????),406,21,16384,0
305,???? (????),406,23,1024,0
306,???? (????),406,25,18,3100505
307,???? (????),406,27,18,3100506
308,???? (????),406,29,18,3100504
309,???? (????),406,31,2,3710202
310,???? (????),406,33,2,3501011
311,???? (????),406,35,2,1210203
312,???? (????),406,0,0,0
313,???? (????),406,0,0,0
314,???? (????),406,0,0,0
315,???? (????),406,0,0,0
316,???? (????),406,0,0,0
317,???? (????),406,0,0,0
318,???? (????),406,0,0,0
319,???? (????),406,0,0,0
320,???? (????),406,0,0,0
321,???? (????),406,0,0,0
322,? ??? (??),220,1,128,3001201
323,? ??? (??),220,2,132,3001202
324,? ??? (??),220,3,132,3001203
325,? ??? (??),220,4,132,3001218
326,? ??? (??),220,5,4,1008020
327,? ??? (??),220,9,0,1100720
328,? ??? (??),220,15,16,1100320
329,? ??? (??),220,20,8192,0
330,? ??? (??),220,21,6144,0
331,? ??? (??),220,22,16384,0
332,? ??? (??),220,26,18,1100420
333,? ??? (??),220,28,18,1100520
334,? ??? (??),220,32,2,1106020
335,? ??? (??),220,34,2,1103020
336,? ??? (??),220,0,0,0
337,? ??? (??),220,0,0,0
338,? ??? (??),220,0,0,0
339,? ??? (??),220,0,0,0
340,? ??? (??),220,0,0,0
341,? ??? (??),220,0,0,0
342,? ??? (??),220,0,0,0
343,? ??? (??),220,0,0,0
344,? ??? (??),220,0,0,0
345,? ??? (????),412,1,0,0
346,? ??? (????),412,2,0,0
347,? ??? (????),412,3,0,0
348,? ??? (????),412,4,0,3100421
349,? ??? (????),412,5,0,3110137
350,? ??? (????),412,6,0,3211209
351,? ??? (????),412,7,0,0
352,? ??? (????),412,8,144,3211211
353,? ??? (????),412,9,4,3100422
354,? ??? (????),412,10,0,0
355,? ??? (????),412,11,0,0
356,? ??? (????),412,12,0,0
357,? ??? (????),412,13,8192,0
358,? ??? (????),412,14,256,0
359,? ??? (????),412,15,16384,0
360,? ??? (????),412,16,0,0
361,? ??? (????),412,17,0,0
362,? ??? (????),412,18,0,0
363,? ??? (????),412,19,18,3100425
364,? ??? (????),412,20,18,3100442
365,? ??? (????),412,21,18,3211210
366,? ??? (????),412,22,0,0
367,? ??? (????),412,23,0,0
368,? ??? (????),412,24,0,0
369,? ??? (????),412,25,18,3700430
370,? ??? (????),412,26,1024,0
371,? ??? (????),412,27,18,3211202
372,? ??? (????),412,28,0,0
373,? ??? (????),412,29,0,0
374,? ??? (????),412,30,0,0
375,? ??? (????),412,31,2,3100426
376,? ??? (????),412,32,2,3211203
377,? ??? (????),412,33,2,3100423
378,? ??? (????),412,0,0,0
379,? ??? (????),412,0,0,0
380,? ??? (????),412,0,0,0
381,? ??? (????),412,0,0,0
382,? ??? (????),412,0,0,0
383,? ??? (????),412,0,0,0
384,? ??? (????),412,0,0,0
385,? ??? (????),412,0,0,0
386,? ??? (????),412,0,0,0
387,? ??? (????),412,0,0,0
388,"???? (MG,SMG)",225,1,128,8002001
389,"???? (MG,SMG)",225,2,132,8002002
390,"???? (MG,SMG)",225,3,132,8002003
391,"???? (MG,SMG)",225,4,132,8002004
392,"???? (MG,SMG)",225,5,4,1008022
393,"???? (MG,SMG)",225,0,0,0
394,"???? (MG,SMG)",225,9,0,1212024
395,"???? (MG,SMG)",225,10,0,1212025
396,"???? (MG,SMG)",225,14,0,1101022
397,"???? (MG,SMG)",225,15,0,1103022
398,"???? (MG,SMG)",225,16,0,1212026
399,"???? (MG,SMG)",225,17,0,1102022
400,"???? (MG,SMG)",225,21,128,1213022
401,"???? (MG,SMG)",225,22,4,1212027
402,"???? (MG,SMG)",225,0,0,0
403,"???? (MG,SMG)",225,0,0,0
404,"???? (MG,SMG)",225,0,0,0
405,"???? (MG,SMG)",225,0,0,0
406,"???? (MG,SMG)",225,0,0,0
407,"???? (MG,SMG)",225,0,0,0
408,"???? (MG,SMG)",225,0,0,0
409,???? (????),414,4,0,3101305
410,???? (????),414,5,0,3101324
411,???? (????),414,6,0,1107022
412,???? (????),414,8,144,3201301
413,???? (????),414,9,4,3211401
414,???? (????),414,13,8192,0
415,???? (????),414,14,256,0
416,???? (????),414,15,16384,0
417,???? (????),414,0,0,0
418,???? (????),414,19,18,3101339
419,???? (????),414,20,18,3101330
420,???? (????),414,21,18,3211403
421,???? (????),414,0,0,0
422,???? (????),414,0,0,0
423,???? (????),414,25,18,3211301
424,???? (????),414,26,18,3101331
425,???? (????),414,27,18,3211302
426,???? (????),414,0,0,0
427,???? (????),414,0,0,0
428,???? (????),414,31,2,3701401
429,???? (????),414,32,2,3211405
430,???? (????),414,33,2,3211406
431,???? (????),414,0,0,0
432,???? (????),414,0,0,0
433,???? (????),414,0,0,0
434,???? (????),414,0,0,0
435,???? (????),414,0,0,0
436,???? (????),414,0,0,0
437,???? (????),414,0,0,0
438,???? (????),414,0,0,0
439,???? (????),414,0,0,0
440,???? (????),414,0,0,0
441,???? (????),414,0,0,0
442,???? (??),219,1,128,8008401
443,???? (??),219,2,132,8008402
444,???? (??),219,3,132,8008403
445,???? (??),219,4,132,8008404
446,???? (??),219,5,4,1008023
447,???? (??),219,6,0,0
448,???? (??),219,7,0,0
449,???? (??),219,0,0,0
450,???? (??),219,9,0,0
451,???? (??),219,10,0,0
452,???? (??),219,17,0,3001014
453,???? (??),219,12,0,0
454,???? (??),219,13,0,0
455,???? (??),219,14,0,3001019
456,???? (??),219,15,0,0
457,???? (??),219,16,0,0
458,???? (??),219,23,0,3214101
459,???? (??),219,18,0,0
460,???? (??),219,19,0,0
461,???? (??),219,20,0,1108001
462,???? (??),219,21,0,0
463,???? (??),219,22,0,0
464,???? (??),219,0,0,0
465,???? (??),219,24,0,0
466,???? (??),219,25,8,3201021
467,???? (??),219,26,192,3101013
468,???? (??),219,27,4,3201022
469,???? (??),219,28,8,3201029
470,???? (??),219,29,512,0
471,???? (??),219,30,4,3101024
472,???? (??),219,31,8,3201025
473,???? (??),219,32,192,3001016
474,???? (??),219,33,4,3201026
475,???? (??),219,34,8,3201030
476,???? (??),219,35,512,0
477,???? (??),219,36,4,3101005
478,???? (??),219,37,8,3201023
479,???? (??),219,38,192,1108000
480,???? (??),219,39,4,3201024
481,???? (??),219,40,8,3201031
482,???? (??),219,41,512,0
483,???? (??),219,42,4,3101006
484,???? (??),219,0,0,0
485,???? (??),219,0,0,0
486,???? (??),219,0,0,0
487,???? (??),219,46,8,3201033
488,???? (??),219,47,512,0
489,???? (??),219,48,4,3101011
490,???? (??),219,52,8,3201034
491,???? (??),219,53,512,0
492,???? (??),219,54,4,3001015
493,???? (??),219,0,0,0
494,???? (??),219,0,0,0
495,???? (??),219,0,0,0
496,???? (??),219,0,0,0
497,???? (??),219,0,0,0
498,???? (??),219,0,0,0
499,???? (??),219,0,0,0
500,???? (??),219,0,0,0
501,???? (??),219,0,0,0
502,???? (??),219,0,0,0
503,???? (??),219,0,0,0
504,???? (??),219,0,0,0
505,???? (??),219,0,0,0
506,???? (??),219,0,0,0
507,???? (??),219,0,0,0
508,???? (??),219,0,0,0
509,???? (????),410,0,0,0
510,???? (????),410,0,0,0
511,???? (????),410,0,0,0
512,???? (????),410,1,0,0
513,???? (????),410,2,16,3200310
514,???? (????),410,3,0,3501311
515,???? (????),410,4,0,3201017
516,???? (????),410,5,0,3101002
517,???? (????),410,6,0,3100314
518,???? (????),410,7,8192,0
519,???? (????),410,8,6144,0
520,???? (????),410,9,16384,0
521,???? (????),410,10,0,0
522,???? (????),410,11,0,0
523,???? (????),410,12,0,0
524,???? (????),410,13,18,3101001
525,???? (????),410,14,0,0
526,???? (????),410,15,18,3100360
527,???? (????),410,16,0,0
528,???? (????),410,0,0,0
529,???? (????),410,18,0,0
530,???? (????),410,19,18,3100342
531,???? (????),410,20,0,0
532,???? (????),410,21,18,3201018
533,???? (????),410,22,0,0
534,???? (????),410,0,0,0
535,???? (????),410,24,0,0
536,???? (????),410,25,18,3100313
537,???? (????),410,26,0,0
538,???? (????),410,27,18,3100341
539,???? (????),410,0,0,0
540,???? (????),410,0,0,0
541,???? (????),410,0,0,0
542,???? (????),410,31,2,3700300
543,???? (????),410,32,0,0
544,???? (????),410,33,2,3100340
545,???? (????),410,0,0,0
546,???? (????),410,0,0,0
547,???? (????),410,0,0,0
548,???(???),214,1,16,8000301
549,???(???),214,2,128,1107005
550,???(???),214,7,18,8000302
551,???(???),214,6,0,1107015
552,???(???),214,13,18,8000303
553,???(???),214,9,0,1109305
554,???(???),214,15,0,1212005
555,???(???),214,19,18,8000304
556,???(???),214,20,0,1210005
557,???(???),214,22,0,1105005
558,???(???),214,25,2,1008005
559,???(???),214,3,512,0
560,???(???),214,4,4,1109812
561,???(???),214,0,0,0
562,???(?),216,1,16,8000601
563,???(?),216,7,18,8000602
564,???(?),216,13,18,8000603
565,???(?),216,2,128,1104017
566,???(?),216,3,512,0
567,???(?),216,4,4,1105017
568,???(?),216,6,0,1212008
569,???(?),216,8,0,0
570,???(?),216,9,128,1106007
571,???(?),216,10,512,0
572,???(?),216,11,4,1105007
573,???(?),216,14,128,1107027
574,???(?),216,15,512,0
575,???(?),216,16,132,1107017
576,???(?),216,17,512,0
577,???(?),216,18,4,1211007
578,???(?),216,19,18,8000604
579,???(?),216,25,2,1008007
580,???(?),216,20,0,1109107
581,???(?),216,0,0,0
582,???(?),216,0,0,0
583,???(????),405,1,0,3200106
584,???(????),405,2,0,3110101
585,???(????),405,3,0,3200140
586,???(????),405,4,0,0
587,???(????),405,5,0,0
588,???(????),405,6,0,0
589,???(????),405,8,16,3100123
590,???(????),405,11,0,0
591,???(????),405,12,0,0
592,???(????),405,13,8192,0
593,???(????),405,14,256,0
594,???(????),405,15,16384,0
595,???(????),405,17,0,1109705
596,???(????),405,18,0,3110121
597,???(????),405,19,18,3101121
598,???(????),405,20,18,3101110
599,???(????),405,21,18,3500611
600,???(????),405,23,0,3500712
601,???(????),405,24,0,3110122
602,???(????),405,25,18,3101100
603,???(????),405,26,18,3102121
604,???(????),405,27,18,3500511
605,???(????),405,29,0,0
606,???(????),405,30,0,0
607,???(????),405,31,2,3101118
608,???(????),405,32,2,3710201
609,???(????),405,33,2,3500711
610,???(????),405,0,0,0
611,???(????),405,0,0,0
612,???(????),405,0,0,0
613,???(????),405,0,0,0
614,???(????),405,0,0,0
615,???(????),405,0,0,0
616,???(????),405,0,0,0
617,???(????),405,0,0,0
618,???(????),405,0,0,0
619,???(????),405,0,0,0
620,???(????),405,0,0,0
621,???(????),405,0,0,0
622,???(????),405,0,0,0
623,???(????),405,0,0,0
624,???(????),405,0,0,0
625,???(????),405,0,0,0
626,???(????),405,0,0,0
627,?????(???),213,1,16,8000201
628,?????(???),213,2,128,1105004
629,?????(???),213,3,24576,0
630,?????(???),213,4,4,1107014
631,?????(???),213,7,18,8000202
632,?????(???),213,9,4096,0
633,?????(???),213,10,132,1107004
634,?????(???),213,11,512,0
635,?????(???),213,12,4,1106101
636,?????(???),213,13,18,8000203
637,?????(???),213,19,18,8000204
638,?????(???),213,20,128,1210014
639,?????(???),213,21,24576,0
640,?????(???),213,22,4,1106102
641,?????(???),213,25,2,1008004
642,?????(???),213,27,4096,0
643,?????(???),213,28,4,1109304
644,?????(???),213,30,0,1213005
645,?????(???),213,0,0,0
646,?????(???),213,0,0,0
647,?????(???),213,0,0,0
648,?????(???),213,0,0,0
649,?????(???),213,0,0,0
650,?????(???),213,0,0,0
651,?????(???),213,0,0,0
652,?????(???),213,0,0,0
653,?????(???),213,0,0,0
654,?????(??),215,1,16,8000501
655,?????(??),215,7,18,8000502
656,?????(??),215,13,18,8000503
657,?????(??),215,19,18,8000504
658,?????(??),215,14,0,1211101
659,?????(??),215,15,0,1211103
660,?????(??),215,16,0,1109406
661,?????(??),215,17,0,1211102
662,?????(??),215,18,0,1106202
663,?????(??),215,22,0,1211006
664,?????(??),215,25,2,1008006
665,?????(??),215,10,0,1213004
666,?????(??),215,0,0,0
667,?????(??),215,0,0,0
668,?????(??),215,0,0,0
669,?????(??),215,0,0,0
670,?????(??),215,0,0,0
671,?????(??),215,0,0,0
672,?????(????),407,1,144,3200206
673,?????(????),407,2,4,3200201
674,?????(????),407,3,0,3100234
675,?????(????),407,4,0,3210206
676,?????(????),407,5,0,0
677,?????(????),407,6,0,0
678,?????(????),407,7,12288,0
679,?????(????),407,8,16384,0
680,?????(????),407,9,0,0
681,?????(????),407,10,16,3100229
682,?????(????),407,11,0,0
683,?????(????),407,12,0,0
684,?????(????),407,13,18,3100217
685,?????(????),407,14,18,3210201
686,?????(????),407,15,8192,0
687,?????(????),407,16,18432,0
688,?????(????),407,0,0,0
689,?????(????),407,18,0,0
690,?????(????),407,19,18,3100219
691,?????(????),407,20,18,3210204
692,?????(????),407,21,18,3501111
693,?????(????),407,22,2,3100205
694,?????(????),407,0,0,0
695,?????(????),407,24,0,0
696,?????(????),407,25,18,3710312
697,?????(????),407,26,18,3210205
698,?????(????),407,27,1024,0
699,?????(????),407,28,0,0
700,?????(????),407,0,0,0
701,?????(????),407,30,0,0
702,?????(????),407,31,2,3110123
703,?????(????),407,32,2,3210203
704,?????(????),407,33,2,3300204
705,?????(????),407,34,0,0
706,?????(????),407,0,0,0
707,?????(????),407,0,0,0
708,?????(????),407,0,0,0
709,?????(????),407,0,0,0
710,?????(????),407,0,0,0
711,?????(????),407,0,0,0
712,?????(????),407,0,0,0
713,?????(????),407,0,0,0
714,?????(????),407,0,0,0
715,???(???),306,1,128,8003301
716,???(???),306,2,132,8003302
717,???(???),306,3,132,8003303
718,???(???),306,4,132,8003304
719,???(???),306,5,4,2008003
720,???(???),306,7,0,2107006
721,???(???),306,8,0,2104104
722,???(???),306,13,0,2008006
723,???(???),306,10,0,2211003
724,???(???),306,11,0,2211103
725,???(???),306,21,0,2212002
726,???(???),306,25,0,2105002
727,???(???),306,26,0,2106002
728,???(???),306,31,0,2107002
729,???(???),306,28,0,2104001
730,???(???),306,29,0,2105001
731,???(???),306,34,0,2106001
732,???(???),306,0,0,0
733,???(???),306,0,0,0
734,???(???),306,0,0,0
735,???(???),306,0,0,0
736,???(???),306,0,0,0
737,???(???),306,0,0,0
738,???(???),306,0,0,0
739,???(???),306,0,0,0
740,???(????),307,1,128,8003301
741,???(????),307,2,512,0
742,???(????),307,3,132,8003302
743,???(????),307,4,512,0
744,???(????),307,5,4,8003303
745,???(????),307,8,16,2004002
746,???(????),307,14,4096,0
747,???(????),307,15,20,2005002
748,???(????),307,20,24,2004101
749,???(????),307,21,6144,0
750,???(????),307,22,20,2006002
751,???(????),307,26,18,2004102
752,???(????),307,28,4096,0
753,???(????),307,29,4,2007002
754,???(????),307,32,2,2004103
755,???(???),308,1,128,8003301
756,???(???),308,2,512,0
757,???(???),308,3,132,8003302
758,???(???),308,4,512,0
759,???(???),308,5,4,8003303
760,???(???),308,8,16,2004003
761,???(???),308,14,4096,0
762,???(???),308,15,20,2004020
763,???(???),308,20,24,2004101
764,???(???),308,21,6144,0
765,???(???),308,22,20,2006003
766,???(???),308,26,18,2004102
767,???(???),308,28,4096,0
768,???(???),308,29,4,2007003
769,???(???),308,32,2,2004103
770,???(???),309,1,128,8003301
771,???(???),309,2,512,0
772,???(???),309,3,132,8003302
773,???(???),309,4,512,0
774,???(???),309,5,4,8003303
775,???(???),309,8,16,2004001
776,???(???),309,14,4096,0
777,???(???),309,15,20,2005001
778,???(???),309,20,24,2004101
779,???(???),309,21,6144,0
780,???(???),309,22,20,2006001
781,???(???),309,26,18,2004102
782,???(???),309,28,4096,0
783,???(???),309,29,4,2007001
784,???(???),309,32,2,2004103
785,???(????),409,2,16,3200310
786,???(????),409,4,0,3100432
787,???(????),409,5,0,3100430
788,???(????),409,6,0,0
789,???(????),409,8,18,3100370
790,???(????),409,13,8192,0
791,???(????),409,14,6144,0
792,???(????),409,15,16384,0
793,???(????),409,0,0,0
794,???(????),409,19,18,3100184
795,???(????),409,21,18,3100431
796,???(????),409,0,0,0
797,???(????),409,0,0,0
798,???(????),409,25,18,3100434
799,???(????),409,27,18,3100435
800,???(????),409,0,0,0
801,???(????),409,0,0,0
802,???(????),409,31,2,3700200
803,???(????),409,33,2,3100433
804,???(????),409,6,0,2404001
805,???(????),409,11,16,2404002
806,???(????),409,17,18,2404003
807,???(????),409,23,2,2404004
808,???(????),409,0,0,0
809,???(????),409,0,0,0
810,???(????),409,0,0,0
811,???(????),409,0,0,0
812,???(????),409,0,0,0
813,???(????),409,0,0,0
814,???(????),409,0,0,0
815,???(????),409,0,0,0
816,???(????),409,0,0,0
817,???(????),409,0,0,0
818,???(????),409,0,0,0
819,???(????),409,0,0,0
820,???(????),409,0,0,0
821,???(????),409,0,0,0
822,???(????),409,0,0,0
823,???(????),409,0,0,0
824,?????(??),223,1,128,8000101
825,?????(??),223,2,132,8000102
826,?????(??),223,3,132,8000103
827,?????(??),223,4,132,8000104
828,?????(??),223,5,4,1008003
829,?????(??),223,9,0,1104013
830,?????(??),223,13,0,1106013
831,?????(??),223,14,0,1210003
832,?????(??),223,15,0,1109003
833,?????(??),223,16,0,1107003
834,?????(??),223,17,0,1107033
835,?????(??),223,21,0,3214201
836,?????(??),223,0,0,0
837,?????(??),223,0,0,0
838,?????(??),223,0,0,0
839,?????(??),223,0,0,0
840,?????(??),223,0,0,0
841,?????(??),223,0,0,0
842,?????(?),217,1,16,8000701
843,?????(?),217,2,16,1006038
844,?????(?),217,4,0,1105100
845,?????(?),217,5,0,0
846,?????(?),217,6,0,0
847,?????(?),217,7,18,8000702
848,?????(?),217,8,4096,0
849,?????(?),217,9,20,1108008
850,?????(?),217,13,18,8000703
851,?????(?),217,15,4096,0
