ID,_Skill_Name,_Description,_UIDescription,_MaxSlv,_SkillType,_Awaken_SkillType,_Skill_Cooltime,_Skill_Probability,_Skill_Probability_Lv,_Icon,_IconIndex,_StatusType1,_StatusValue1,_StatusValueSlv1,_StatusType2,_StatusValue2,_StatusValueSlv2,_StatusType3,_StatusValue3,_StatusValueSlv3,_StatusType4,_StatusValue4,_StatusValueSlv4,_Effect1,_Effect2,_Effect3,_Effect4,_LEVELUP_ITEM1,_LEVELUP_ITEM2,_LEVELUP_ITEM_VALUE1,_RequireEly
604,神秘力量,透過悠尼亞擁有的神秘力量增加所有能力值\n\n※效果※\n所有能力值每等級增加200,透過悠尼亞擁有的神秘力量增加所有能力值,50,0,0,0,0,0,10003040,67,455,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
605,強健體魄,透過悠尼亞擁有的強韌力量增加HP上限\n\n※效果※\nHP上限基本20000，每等級增加2000,透過悠尼亞擁有的強韌力量增加HP上限,40,0,0,0,0,0,10003040,82,30,20000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
606,獨角獸角,獲得悠尼亞的神聖感，增加所有能力值與HP上限\n\n※效果※\n所有能力值與HP上限增加1%,獲得悠尼亞的神聖感，增加所有能力值與HP上限,10,0,0,0,0,0,10003045,44,456,0,1,31,0,1,0,0,0,0,0,0,0,0,0,0,190145624,190148182,10,0
701,艾莉兒的眼淚,引爆水滴攻擊前方敵人。\n\n※技能資訊※\n目標數：10,引爆水滴攻擊前方敵人。,50,3,0,150,1000,0,10003043,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
702,艾莉兒之歌,以魅惑的豎琴演奏攻擊周圍敵人。\n\n※技能資訊※\n目標數：11,以魅惑的豎琴演奏攻擊周圍敵人。,50,10,0,200,1000,0,10003043,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
703,艾莉兒的憤怒,掀起巨浪吞噬周圍敵人。\n\n※技能資訊※\n目標數：12,掀起巨浪吞噬前方敵人。,50,11,0,250,1000,0,10003043,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
704,艾莉兒的誘惑,產生能吸走所有東西的漩渦，攻擊周圍敵人。\n\n※技能資訊※\n目標數：13,產生能吸走所有東西的漩渦，攻擊周圍敵人。,50,12,0,350,1000,0,10003043,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
705,海洋的祝福,大幅增加經驗值獲得量。\n\n※效果※\n經驗值獲得量每等級增加2%,大幅增加經驗值獲得量。,50,0,0,0,0,0,10003040,50,124,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
706,自然的援手,增加經驗值獲得量和命中率。\n\n※效果※\n經驗值獲得量每等級增加1%\n命中率每等級增加1%,增加經驗值獲得量和命中率。,30,0,0,0,0,0,10003040,51,124,0,1,466,0,1,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
707,輕快步伐,增加經驗值獲得量和移動速度。\n\n※效果※\n經驗值獲得量每等級增加1%\n移動速度每等級增加1%,增加經驗值獲得量和移動速度。,30,0,0,0,0,0,10003040,64,124,0,1,106,0,1,0,0,0,0,0,0,0,0,0,0,190145624,190148182,3,0
1101,【閃電衝擊】,降下數次驚心動魄的閃電，使敵人們觸電。\n\n※技能資訊※\n目標數：11,降下數次驚心動魄的閃電，\n使敵人們觸電。,50,3,24,200,500,0,10003021,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1102,【極限風暴】,在前方颳起凜冽的風吹飛敵人。\n\n※技能資訊※\n目標數：12,在前方颳起凜冽的風\n吹飛敵人。,50,10,25,250,500,0,10003021,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1103,【岩漿噴發】,噴出熾熱的岩漿燒傷敵人。\n\n※技能資訊※\n目標數：13,噴出熾熱的岩漿燒傷敵人。,50,11,26,300,500,0,10003021,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1104,【暗黑龍捲風】,颳起強勁的黑色龍捲風攻擊敵人。\n\n※技能資訊※\n目標數：14,颳起強勁的黑色龍捲風\n攻擊敵人。,50,12,27,400,500,0,10003021,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1105,【冰凌】,降下巨大冰柱攻擊周圍敵人。\n\n※技能資訊※\n目標數：15,降下巨大冰柱攻擊周圍敵人。,50,13,28,600,500,0,10003021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1106,【龍鱗甲】,獲得神龍力量，大幅增加角色的能力值。\n\n※效果※\n所有能力值基本3000，每等級增加140,獲得神龍力量，大幅增加角色的能力值。,50,0,0,0,0,0,10003041,123,455,3000,140,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1107,【龍之眼】,使普通怪物感到害怕，增加普通怪物支配力。\n\n※效果※\n普通怪物支配力基本6%，每等級增加0.2%,使普通怪物感到害怕，\n增加普通怪物支配力。,30,0,0,0,0,0,10003041,126,573,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,4,10000000
1108,【龍之力】,增加普通怪物額外傷害效果。\n\n※效果※\n普通怪物額外傷害每等級增加1000,增加普通怪物額外傷害效果(+)。,50,0,0,0,0,0,10003041,87,566,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,2,10000000
1109,【龍之怒】,大幅增加普通怪物額外傷害效果。\n\n※效果※\n普通怪物額外傷害每等級增加1%,大幅增加普通怪物額外傷害效果(%)。,10,0,0,0,0,0,10003040,84,567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,6,10000000
1110,【龍之懼】,大幅增加對普通怪物造成的傷害。\n\n※效果※\n普通怪物額外傷害每等級增加2500\n普通怪物額外傷害每等級增加1%\n普通怪物支配力每等級增加0.3%,大幅增加對普通怪物造成的傷害。,10,0,0,0,0,0,10003041,114,566,0,2500,567,0,1,573,0,3,0,0,0,0,0,0,0,190148179,190148193,13,10000000
1201,【Main】,依萊佳的主要技能。向前方發射強烈的光炮。\n\n※技能資訊※\n目標數：11,依萊佳的主要技能。\n向前方發射強烈的光炮。,50,3,24,200,500,0,10003021,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1202,【Attack】,依萊佳的第一個攻擊技能。利用導彈使前方變成一片火海。\n\n※技能資訊※\n目標數：12,依萊佳的第一個攻擊技能。利用導彈使前方變成一片火海。,50,10,25,250,500,0,10003021,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1203,【Remove】,向前方掃射雷射炮，剷除前方所有敵人的技能。\n\n※技能資訊※\n目標數：13,向前方掃射雷射炮，剷除前方所有敵人的技能。,50,11,26,300,500,0,10003021,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1204,【Invade】,可應對敵人侵略的技能。使前、後方化為焦土。\n\n※技能資訊※\n目標數：14,可應對敵人侵略的技能。\n使前、後方化為焦土。,50,12,27,400,500,0,10003021,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1205,【Nuclear】,以雷射擊垮敵人後，投下核爆彈殲滅敵人。\n\n※技能資訊※\n目標數：15,以雷射擊垮敵人後，投下核爆彈殲滅敵人。,50,13,28,600,500,0,10003021,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1206,【機體強化】,透過機體強化增加角色的能力值。\n\n※效果※\n所有能力值基本3000，每等級增加140,透過機體強化增加角色所有能力值。,50,0,0,0,0,0,10003041,131,455,3000,140,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1207,【弱點分析】,仔細分析BOSS型怪物後，找出目標的弱點。\n\n※效果※\nBOSS怪物支配力基本6%，每等級增加0.2%,仔細分析BOSS型怪物後，\n找出目標的弱點。,30,0,0,0,0,0,10003041,119,574,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,4,10000000
1208,【更換武器】,增加BOSS怪物額外傷害效果。\n\n※效果※\nBOSS怪物額外傷害每等級增加1000,增加BOSS怪物額外傷害效果(+)。,50,0,0,0,0,0,10003041,19,570,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,2,10000000
1209,【智能強化】,大幅增加BOSS怪物額外傷害效果。\n\n※效果※\nBOSS怪物額外傷害每等級增加1%,大幅增加BOSS怪物額外傷害效果(%)。,10,0,0,0,0,0,10003045,24,571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,6,10000000
1210,【最終兵器】,大幅增加對BOSS怪物造成的傷害。\n\n※效果※\nBOSS怪物額外傷害每等級增加2500\nBOSS怪物額外傷害每等級增加1%\nBOSS怪物支配力每等級增加0.3%,大幅增加對BOSS怪物造成的傷害。,10,0,0,0,0,0,10003045,44,570,0,2500,571,0,1,574,0,3,0,0,0,0,0,0,0,190148179,190148193,13,10000000
1301,【瘋狂藥水】,強行對角色注入瘋狂藥水，大幅增加戰鬥力。\n\n※效果※\n爆擊率增加50%\n爆擊傷害增加300%\n冷卻時間減少30%\n一定時間內無視擊退效果\n持續時間：基本20秒，每等級增加1秒,強行對角色注入瘋狂藥水，大幅增加戰鬥力。,10,3,24,600,500,0,10003021,118,0,0,0,0,0,0,0,0,0,0,0,0,21017141,0,0,0,190148179,190148193,11,10000000
1302,【忘卻藥水】,強行對角色注入忘卻藥水。立即減少角色技能冷卻時間，增加移動速度。\n\n※效果※\n角色技能冷卻時間每等級立即減少0.5秒\n移動速度每等級增加10%\n持續時間：基本20秒，每等級增加1秒,減少角色技能冷卻時間，增加移動速度。,10,10,25,600,500,0,10003021,117,0,0,0,0,0,0,0,0,0,0,0,0,13016268,0,0,0,190148179,190148193,11,10000000
1303,【風之氣息】,風之氣息籠罩角色的身體。增加怪物額外傷害。\n\n※效果※\n怪物額外傷害基本25000，每等級增加500,風之氣息籠罩角色的身體。增加怪物額外傷害。,50,0,0,0,0,0,10003041,85,566,25000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1304,【水之氣息】,水之氣息籠罩角色的身體。增加角色HP上限。\n\n※效果※\nHP上限基本100000，每等級增加2000,水之氣息籠罩角色的身體。\n增加角色HP上限。,50,0,0,0,0,0,10003041,84,30,100000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1305,【火之氣息】,火之氣息籠罩角色的身體。增加角色固定傷害。\n\n※效果※\n固定傷害基本20000，每等級增加400,火之氣息籠罩角色的身體。\n增加角色固定傷害。,50,0,0,0,0,0,10003041,83,496,20000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1306,【土之氣息】,土之氣息籠罩角色的身體。增加角色貫穿力與最小傷害。\n\n※效果※\n貫穿力基本50%(每等級無增加效果)\n最小傷害每等級增加1%,土之氣息籠罩角色的身體。\n增加角色貫穿力與最小傷害。,50,0,0,0,0,0,10003041,86,463,50,0,462,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1307,【黑暗氣息】,黑暗氣息籠罩角色的身體。增加角色武器攻擊力＆屬性力。\n\n※效果※\n武器攻擊力＆屬性力基本250，每等級增加5,黑暗氣息籠罩角色的身體。增加角色武器攻擊力＆屬性力。,50,0,0,0,0,0,10003041,87,586,250,5,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1308,【光之氣息】,增加角色固定傷害。\n\n※效果※\n固定傷害每等級增加1%,增加角色固定傷害。,5,0,0,0,0,0,10003041,136,588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,13,10000000
1309,【生命氣息】,增加角色HP上限。\n\n※效果※\nHP上限每等級增加1%,增加角色HP上限。,5,0,0,0,0,0,10003041,134,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,25,10000000
1310,【死亡氣息】,增加角色武器攻擊力＆屬性力。\n\n※效果※\n武器攻擊力＆屬性力每等級增加1%,增加角色武器攻擊力＆屬性力。,5,0,0,0,0,0,10003041,152,587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,25,10000000
1401,【魔界之光】,使光之公主快速向前方突進。\n\n※技能資訊※\n目標數：15,召喚光之公主，\n使光之公主快速向前方突進。,50,3,24,200,500,0,10003021,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1402,【種族本能】,發揮失去的種族本能，殲滅周圍所有敵人。\n\n※技能資訊※\n目標數：15,發揮真魔族的種族本能，\n殲滅周圍所有敵人。,50,10,25,250,500,0,10003021,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1403,【死亡鐮刀】,向前方投擲武器，將敵人推向一處。\n\n※技能資訊※\n目標數：15,向前方投擲武器，將敵人推向一處。,50,11,26,300,500,0,10003021,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1404,【報復刀刃】,施展魔王血統，製造異界縫隙。\n\n※技能資訊※\n目標數：15,施展魔王血統，製造異界縫隙。,50,12,27,400,500,0,10003021,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1405,【黑色尖刺】,來自異界的不明力量攻擊周圍敵人。\n\n※技能資訊※\n目標數：15,來自異界的不明力量攻擊周圍敵人。,50,13,28,600,500,0,10003021,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1406,【魔界之力】,魔界氣息籠罩角色的武器。\n\n※效果※\n最小傷害基本90%，每等級增加2%,魔界氣息籠罩角色，增加最小傷害。,45,0,0,0,0,0,10003041,130,462,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1407,【真魔族的血統】,將真魔族的血統發揮到極致。\n\n※效果※\n最大傷害基本90%，每等級增加2%,將真魔族的血統發揮到極致，增加最大傷害。,45,0,0,0,0,0,10003041,114,461,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1408,【報仇準備】,被消滅部族的願望激發復仇心。\n\n※效果※\n爆擊傷害基本90%，每等級增加2%,被消滅部族的願望激發復仇心。增加爆擊傷害。,45,0,0,0,0,0,10003041,118,464,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1409,【解放的力量】,增加角色最終最小/最大傷害。\n\n※效果※\n最終最小/最大傷害每等級增加1%,增加角色最終最小/最大傷害。,2,0,0,0,0,0,10003045,32,590,0,1,591,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,60,10000000
1410,【憎惡之心】,增加角色最終爆擊傷害。\n\n※效果※\n最終爆擊傷害每等級增加1%,增加角色最終爆擊傷害。,2,0,0,0,0,0,10003045,25,592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,60,10000000
1501,【黃粱一夢】,短時間內增加屬性發生率和道具掉落率。\n\n※效果※\n屬性發生率：基本1000%，每等級增加10%\n道具掉落率：基本50%，每等級增加1%\n技能觸發機率：100%\n持續時間：基本5秒,短時間內增加屬性發生率和道具掉落率。,30,10,25,600,1000,0,10003021,115,0,0,0,0,0,0,0,0,0,0,0,0,21020715,0,0,0,190148179,190148193,8,10000000
1502,【一夜暴富】,短時間內大幅增加彩虹幣獲得量。\n\n※效果※\n彩虹幣獲得量每等級增加1%\n持續時間：每等級增加2秒,短時間內大幅增加彩虹幣獲得量。,30,3,24,800,1000,0,10003021,116,0,0,0,0,0,0,0,0,0,0,0,0,13016269,0,0,0,190148179,190148193,9,10000000
1503,【身經百戰】,增加彩虹幣獲得量和移動速度。\n\n※效果※\n彩虹幣獲得量每等級增加1%\n移動速度基本10%，每等級增加1%\n梯子及繩索基本移動速度增加30%(每等級無增加效果),增加彩虹幣獲得量和移動速度。,30,0,0,0,0,0,10003040,64,114,30,0,118,30,0,106,10,1,128,0,1,0,0,0,0,190148179,190148193,3,10000000
1504,【百萬富翁】,增加彩虹幣獲得量。\n\n※效果※\n彩虹幣獲得量基本100%，每等級增加1%,增加彩虹幣獲得量。,50,0,0,0,0,0,10003040,58,128,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1505,【真品名品】,增加屬性發生率和道具掉落率。\n\n※效果※\n屬性發生率基本300%，每等級增加10%\n道具掉落率基本30%，每等級增加1%,增加屬性發生率和道具掉落率。,30,0,0,0,0,0,10003040,59,136,300,10,132,30,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1506,【黃金萬能】,增加彩虹幣獲得量和經驗值獲得量。\n\n※效果※\n彩虹幣獲得量每等級增加1%\n經驗值獲得量每等級增加2%,增加彩虹幣獲得量和經驗值獲得量。,30,0,0,0,0,0,10003045,33,124,0,2,128,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1507,【榮華富貴】,增加彩虹幣獲得量和命中率。\n\n※效果※\n彩虹幣獲得量每等級增加1%\n命中率每等級增加1%,增加彩虹幣獲得量和命中率。,30,0,0,0,0,0,10003045,42,466,0,1,128,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1508,【衣錦還鄉】,增加彩虹幣獲得量和移動速度。\n\n※效果※\n彩虹幣獲得量每等級增加1%\n移動速度每等級增加1%,增加彩虹幣獲得量和移動速度。,30,0,0,0,0,0,10003045,44,106,0,1,128,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
