ID,_Name,_Description,_DisableDescription
1003004,等蝶綰煎辦,[フ槳匐] 夥塋曖 ⺮葷爾棻紫 緒艇 鎬腦晦 晦獎,[フ槳匐] 夥塋曖 ⺮葷爾棻紫 緒艇 鎬腦晦 晦獎\n\n≦蝗菜褻勒≦\nＣ 模棣綰溯檜萄 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 35
8000501,菩晦 葆蝶攪葬[蟾晝],[둔기] 둔기 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[둔기] 둔기 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8000502,菩晦 葆蝶攪葬[醞晝],[둔기] 둔기 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[둔기] 둔기 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 둔기 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8000503,菩晦 葆蝶攪葬[鼻晝],[둔기] 둔기 공격 시 타겟 방어력을 감소시킴\n\n※효과※\n☞ 레벨 당 2％의 타겟 방어력 감소,[둔기] 둔기 공격 시 타겟 방어력을 감소시킴\n\n※효과※\n☞ 레벨 당 2％의 타겟 방어력 감소\n\n※습득조건※\n☞ 둔기 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
1000016,顫掘瑰徹,[菩晦] 褒瞪瞳檣 翱顫 晦獎,[菩晦] 褒瞪瞳檣 翱顫 晦獎\n\n≦蝗菜褻勒≦\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 1
1001006,蘋螃蝶 歜彡⑷,[菩晦] 瞪寞縑 鬼溘フ 2翱樓 奢問,[菩晦] 瞪寞縑 鬼溘フ 2翱樓 奢問\n\n≦蝗菜褻勒≦\nＣ 顫掘瑰徹 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 5
1001016,辨龱鼻夢,"[菩晦] 舒廓 陽葬朝 捨紫蒂 掖離ボ, フ 薄縑 嬪溘擊 餵醞ビ朝 晦獎","[菩晦] 舒廓 陽葬朝 捨紫蒂 掖離ボ, フ 薄縑 嬪溘擊 餵醞ビ朝 晦獎 \n\n≦蝗菜褻勒≦\nＣ 蘋螃蝶 歜彡⑷ Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 12"
1002016,繭雖擠曄,[菩晦] 雖鼻婁 奢醞縑憮 擠曄曖 檜纂蒂 髦萼 檜翱顫 顫問 晦獎,[菩晦] 雖鼻婁 奢醞縑憮 擠曄曖 檜纂蒂 髦萼 檜翱顫 顫問 晦獎\n\n≦蝗菜褻勒≦\nＣ 辨龱鼻夢 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 20
1003016,鼠И陪顫,[菩晦] 嘐艦蛭フ 蝶ニ萄煎 瞪寞曖 瞳擊 陪顫ビ朝 晦獎,[菩晦] 嘐艦蛭フ 蝶ニ萄煎 瞪寞曖 瞳擊 陪顫ビ朝 晦獎\n\n≦蝗菜褻勒≦\nＣ 繭雖擠曄 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 35
3000206,체력강화,자신의 체력을 상승시킴\n\n※효과※\n☞ 레벨 당 4％의 체력 상승,자신의 체력을 상승시킴\n\n※효과※\n☞ 레벨 당 4％의 체력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 3
3000230,熱龱褐曖 蹴犒,자신과 파티원의 체력을 증가시킴\n\n※효과※\n☞ 지속시간 : 10분\n☞ 레벨 당 15의 체력 상승,자신과 파티원의 체력을 증가시킴\n\n※효과※\n☞ 지속시간 : 10분\n☞ 레벨 당 15의 체력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 8
3000228,紫嫦,상대에게 도발을 걸어 자신을 공격하게 유도하는 기술\n\n※효과※\n☞ 지속시간: Lv * 3초,상대에게 도발을 걸어 자신을 공격하게 유도하는 기술\n\n※효과※\n☞ 지속시간: Lv * 3초\n\n※습득조건※\n☞ 제한레벨 : 15
3000201,繹骨,자신의 물리 방어력을 상승시킴\n\n※효과※\n☞ 레벨 당 3％의 방어력 상승,자신의 물리 방어력을 상승시킴\n\n※효과※\n☞ 레벨 당 3％의 방어력 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 24
3000217,무기 전문화 I,자신의 무기 최소 대미지를 상승시킴\n\n※효과※\n☞ 레벨 당 10의 무기 최소 대미지 상승,자신의 무기 최소 대미지를 상승시킴\n\n※효과※\n☞ 레벨 당 10의 무기 최소 대미지 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 12
3000204,충격 완화,적에게 공격을 받았을 때 대미지를 감소\n\n※효과※\n☞ 레벨 당 10의 물리 대미지 감소,적에게 공격을 받았을 때 대미지를 감소\n\n※효과※\n☞ 레벨 당 10의 물리 대미지 감소\n\n※습득조건※\n☞ 수호신의 축복 Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 40
8001901,罐夢蝶 葆蝶攪葬[蟾晝],[툴박스] 툴박스 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승,[툴박스] 툴박스 공격에 대한 기본 명중률을 상승시킴\n\n※효과※\n☞ 레벨 당 1％의 명중률 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 1
8001902,罐夢蝶 葆蝶攪葬[醞晝],[툴박스] 툴박스 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승,[툴박스] 툴박스 공격에 대한 기본 공격력을 상승시킴\n\n※효과※\n☞ 레벨 당 1%의 최소/최대 대미지 상승\n\n※습득조건※\n☞ 툴박스 마스터리[초급] Lv5\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 10
8001903,罐夢蝶 葆蝶攪葬[鼻晝],[툴박스] 툴박스 공격에 대한 명중률과 최소대미지가 상승함\n\n※효과※\n☞ 레벨 당 1% 명중률과 최소대미지가 상승,[툴박스] 툴박스 공격에 대한 명중률과 최소대미지가 상승함\n\n※효과※\n☞ 레벨 당 1% 명중률과 최소대미지가 상승\n\n※습득조건※\n☞ 툴박스 마스터리[중급] Lv10\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 30
8001904,罐夢蝶 葆蝶攪葬[譆鼻晝],"[툴박스] 툴박스 공격에 대한 무기 최소, 최대 공격력을 증가시킴\n\n※효과※\n☞ 레벨 당 최대공격력 +4, 최소공격력 +2씩 상승","[툴박스] 툴박스 공격에 대한 무기 최소, 최대 공격력을 증가시킴\n\n※효과※\n☞ 레벨 당 최대공격력 +4, 최소공격력 +2씩 상승\n\n※습득조건※\n☞ 툴박스 마스터리[상급] Lv10\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 50"
1000021,該褐勒,[罐夢蝶] 罐夢蝶曖 ⑸熱 晦棟 醞 ビ釭檣 晦婦識檜 瞪寞擊 ユボ 嫦餌脾,[罐夢蝶] 罐夢蝶曖 ⑸熱 晦棟 醞 ビ釭檣 晦婦識檜 瞪寞擊 ユボ 嫦餌脾\n\n≦蝗菜褻勒≦\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 1
3001313,冖檜橫_SMG,파이어_SMG를 소환하여 적을 공격함 \n\n※효과※\n☞ 캐릭터 능력치의 60% 에 해당하는 힘을 가짐,파이어_SMG를 소환하여 적을 공격함 \n\n※효과※\n☞ 캐릭터 능력치의 60% 에 해당하는 힘을 가짐\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 5
3001314,冖檜橫_SMG[Level UP],파이어_SMG를 업그레이드 함\n\n※효과※\n☞ 소환 시 레벨 당 캐릭터 능력치의 60% + (Lv * 5%) 힘을 가진 SMG 를 소환함,파이어_SMG를 업그레이드 함\n\n※효과※\n☞ 소환 시 레벨 당 캐릭터 능력치의 60% + (Lv * 5%) 힘을 가진 SMG 를 소환함\n\n※습득조건※\n☞ 파이어_SMG Lv1\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 15
1001021,詭蘋憮試,[罐夢蝶] 罐夢蝶縑憮 詭蘋ヅ葭檜 釭諦 瞪寞戲煎 溯檜盪け蒂 陳葡,[罐夢蝶] 罐夢蝶縑憮 詭蘋ヅ葭檜 釭諦 瞪寞戲煎 溯檜盪け蒂 陳葡\n\n≦蝗菜褻勒≦\nＣ 該褐勒 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 8
1002021,賬渦⑷椰,[罐夢蝶] ニ煆藹擊 檜辨フ 廓偃 奢問擊 衛紫ヘ,[罐夢蝶] ニ煆藹擊 檜辨フ 廓偃 奢問擊 衛紫ヘ\n\n≦蝗菜褻勒≦\nＣ 詭蘋憮試 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 15
3001320,醴鍔_SMG,커즈_SMG를 소환하여 주위 적들의 근력을 낮춤\n\n※효과※\n☞ 근력을 30% 낮춤,커즈_SMG를 소환하여 주위 적들의 근력을 낮춤\n\n※효과※\n☞ 근력을 30% 낮춤\n\n※습득조건※\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 20
3001319,蝸煎辦_SMG,슬로우_SMG를 소환하여 주위 적들의 움직임을 느리게 함\n\n※효과※\n☞ 3초 동안 50%의 이동 속도를 느리게 함,슬로우_SMG를 소환하여 주위 적들의 움직임을 느리게 함\n\n※효과※\n☞ 3초 동안 50%의 이동 속도를 느리게 함\n\n※습득조건※\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 30
1003021,ボ該ご,[罐夢蝶] 罐夢蝶縑憮 棻曄フ 奢掘菟擊 踏嬴頂 瞳擊 奢問ヘ,[罐夢蝶] 罐夢蝶縑憮 棻曄フ 奢掘菟擊 踏嬴頂 瞳擊 奢問ヘ\n\n≦蝗菜褻勒≦\nＣ 賬渦⑷椰 Lv1\nＣ ノ蹂 蝶鑒 け檣⑷ : 1\nＣ 薯フ溯漣 : 30
3001321,ギ蓮_SMG,푸쉬_SMG를 소환하여 전방의 적들을 밀쳐냄\n\n※효과※\n☞ 전방의 적들을 밀쳐냄,푸쉬_SMG를 소환하여 전방의 적들을 밀쳐냄\n\n※효과※\n☞ 전방의 적들을 밀쳐냄\n\n※습득조건※\n☞ 필요 스킬 포인트 : 2\n☞ 제한레벨 : 40
3001301,濡營溘,모든 능력치를 상승시킴\n\n※효과※\n☞ 레벨 당 모든 스탯을 2% 상승시킴,모든 능력치를 상승시킴\n\n※효과※\n☞ 레벨 당 모든 스탯을 2% 상승시킴\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 3
3001308,신체 강화,자신의 최대 HP를 상승시킴\n\n※효과※\n☞ 레벨 당 2%의 최대 HP 상승,자신의 최대 HP를 상승시킴\n\n※효과※\n☞ 레벨 당 2%의 최대 HP 상승\n\n※습득조건※\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 8
3001303,머신건 [강화],툴박스의 공격 스킬인 머신건 스킬을 +1Lv 강화시킴,툴박스의 공격 스킬인 머신건 스킬을 +1Lv 강화시킴\n\n※습득조건※\n☞ 머신건 Lv3\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 17
3001304,메카서먼 [강화],툴박스의 공격 스킬인 메카서먼 스킬을 +1Lv 강화시킴,툴박스의 공격 스킬인 메카서먼 스킬을 +1Lv 강화시킴\n\n※습득조건※\n☞ 머신건 [강화] Lv1\n☞ 메카서먼 Lv3\n☞ 필요 스킬 포인트 : 1\n☞ 제한레벨 : 25
