ID,_Description,_Result,_Result_massage,_Main_Item,_Material1,_Material_Count1,_Material2,_Material_Count2,_Material3,_Material_Count3,_Material4,_Material_Count4,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Consumption_OP_Min,_Consumption_OP_Max,_Probability_Modifier,_Probability_Min,_Probability_Max,_Type,_Probability_Open,_charge
700100317,?????★18,700100318,寵物成長時將消耗材料,700100317,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100318,?????★19,700100319,寵物成長時將消耗材料,700100318,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100319,?????★20,700100320,寵物成長時將消耗材料,700100319,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100401,???? ?★2,700100402,寵物成長時將消耗材料,700100401,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100402,???? ?★3,700100403,寵物成長時將消耗材料,700100402,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100403,???? ?★4,700100404,寵物成長時將消耗材料,700100403,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100404,?? ????★5,700100405,寵物成長時將消耗材料,700100404,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100405,?? ????★6,700100406,寵物成長時將消耗材料,700100405,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100406,?? ????★7,700100407,寵物成長時將消耗材料,700100406,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100407,?? ????★8,700100408,寵物成長時將消耗材料,700100407,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100408,?? ????★9,700100409,寵物成長時將消耗材料,700100408,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100409,????★10,700100410,寵物成長時將消耗材料,700100409,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100410,????★11,700100411,寵物成長時將消耗材料,700100410,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100411,????★12,700100412,寵物成長時將消耗材料,700100411,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100412,????★13,700100413,寵物成長時將消耗材料,700100412,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100413,????★14,700100414,寵物成長時將消耗材料,700100413,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100414,????★15,700100415,寵物成長時將消耗材料,700100414,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100415,????★16,700100416,寵物成長時將消耗材料,700100415,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100416,????★17,700100417,寵物成長時將消耗材料,700100416,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100417,????★18,700100418,寵物成長時將消耗材料,700100417,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100418,????★19,700100419,寵物成長時將消耗材料,700100418,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100419,????★20,700100420,寵物成長時將消耗材料,700100419,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100501,???? ?★2,700100502,寵物成長時將消耗材料,700100501,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100502,???? ?★3,700100503,寵物成長時將消耗材料,700100502,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100503,???? ?★4,700100504,寵物成長時將消耗材料,700100503,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100504,?? ????★5,700100505,寵物成長時將消耗材料,700100504,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100505,?? ????★6,700100506,寵物成長時將消耗材料,700100505,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100506,?? ????★7,700100507,寵物成長時將消耗材料,700100506,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100507,?? ????★8,700100508,寵物成長時將消耗材料,700100507,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100508,?? ????★9,700100509,寵物成長時將消耗材料,700100508,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100509,????★10,700100510,寵物成長時將消耗材料,700100509,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100510,????★11,700100511,寵物成長時將消耗材料,700100510,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100511,????★12,700100512,寵物成長時將消耗材料,700100511,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100512,????★13,700100513,寵物成長時將消耗材料,700100512,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100513,????★14,700100514,寵物成長時將消耗材料,700100513,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100514,????★15,700100515,寵物成長時將消耗材料,700100514,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100515,????★16,700100516,寵物成長時將消耗材料,700100515,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100516,????★17,700100517,寵物成長時將消耗材料,700100516,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100517,????★18,700100518,寵物成長時將消耗材料,700100517,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100518,????★19,700100519,寵物成長時將消耗材料,700100518,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100519,????★20,700100520,寵物成長時將消耗材料,700100519,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100220,?? ????,700100221,寵物成長時將消耗材料,700100220,180299905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100320,?? ?????,700100321,寵物成長時將消耗材料,700100320,180299905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100420,?? ????,700100421,寵物成長時將消耗材料,700100420,180299905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100520,?? ????,700100521,寵物成長時將消耗材料,700100520,180299905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100221,????★20,700100220,寵物成長時將消耗材料,700100221,180299906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100321,?????★20,700100320,寵物成長時將消耗材料,700100321,180299906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100421,????★20,700100420,寵物成長時將消耗材料,700100421,180299906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100521,????★20,700100520,寵物成長時將消耗材料,700100521,180299906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100601,??? ?★2,700100602,寵物成長時將消耗材料,700100601,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100602,??? ?★3,700100603,寵物成長時將消耗材料,700100602,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100603,??? ?★4,700100604,寵物成長時將消耗材料,700100603,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100604,?? ???★5,700100605,寵物成長時將消耗材料,700100604,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100605,?? ???★6,700100606,寵物成長時將消耗材料,700100605,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100606,?? ???★7,700100607,寵物成長時將消耗材料,700100606,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100607,?? ???★8,700100608,寵物成長時將消耗材料,700100607,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100608,?? ???★9,700100609,寵物成長時將消耗材料,700100608,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100609,???★10,700100610,寵物成長時將消耗材料,700100609,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100610,???★11,700100611,寵物成長時將消耗材料,700100610,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100611,???★12,700100612,寵物成長時將消耗材料,700100611,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100612,???★13,700100613,寵物成長時將消耗材料,700100612,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100613,???★14,700100614,寵物成長時將消耗材料,700100613,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100614,???★15,700100615,寵物成長時將消耗材料,700100614,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100615,???★16,700100616,寵物成長時將消耗材料,700100615,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100616,???★17,700100617,寵物成長時將消耗材料,700100616,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100617,???★18,700100618,寵物成長時將消耗材料,700100617,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100618,???★19,700100619,寵物成長時將消耗材料,700100618,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100619,???★20,700100620,寵物成長時將消耗材料,700100619,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100620,?? ???,700100621,寵物成長時將消耗材料,700100620,180299905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100621,???★20,700100620,寵物成長時將消耗材料,700100621,180299906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100701,?? ?★2,700100702,寵物成長時將消耗材料,700100701,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100702,?? ?★3,700100703,寵物成長時將消耗材料,700100702,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100703,?? ?★4,700100704,寵物成長時將消耗材料,700100703,180299901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100704,?? ??★5,700100705,寵物成長時將消耗材料,700100704,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100705,?? ??★6,700100706,寵物成長時將消耗材料,700100705,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100706,?? ??★7,700100707,寵物成長時將消耗材料,700100706,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100707,?? ??★8,700100708,寵物成長時將消耗材料,700100707,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100708,?? ??★9,700100709,寵物成長時將消耗材料,700100708,180299902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100709,??★10,700100710,寵物成長時將消耗材料,700100709,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100710,??★11,700100711,寵物成長時將消耗材料,700100710,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100711,??★12,700100712,寵物成長時將消耗材料,700100711,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100712,??★13,700100713,寵物成長時將消耗材料,700100712,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100713,??★14,700100714,寵物成長時將消耗材料,700100713,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100714,??★15,700100715,寵物成長時將消耗材料,700100714,180299903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
700100715,??★16,700100716,寵物成長時將消耗材料,700100715,180299904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,2,1,0
