ID,_ActiveType,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStat2,_ConsumptionStatValue2,_ConditionCheckTime,_Buff_Check,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Motion_ComboID,_ComboTimeDelay,_ComboTime,_ComboApplyID
125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000204,0,0,33000107,0,0,33000106,0,0,33000108,0,0,0,0,0,0,0,0,0,0
133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1001
217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,44,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0
218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1010
219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0
221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000201,0,0,33000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000204,0,0,33000107,0,0,33000106,0,0,33000108,0,0,0,0,0,0,0,0,0,0
233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,30,70,1001
317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,44,0,16,2,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1010
319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,5,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,71502050,4,0,71502050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,71502050,4,0,71502050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000201,0,0,33000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,44,0,16,2,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1010
2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,23,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,30,50,1002
2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,30,50,1002
2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,30,50,1002
2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,30,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0
2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-320,32,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0
2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000201,0,0,33000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000204,0,0,33000107,0,0,33000106,0,0,33000108,0,0,0,0,0,0,0,0,0,0
2033,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,38,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,1001
2047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,24,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0
2106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,23,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,30,50,1002
2117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,30,50,1002
2118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,30,50,1002
2119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,30,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,40,60,1002
2120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-320,32,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0
2121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000201,0,0,33000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000204,0,0,33000107,0,0,33000106,0,0,33000108,0,0,0,0,0,0,0,0,0,0
2133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,38,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,1001
2147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,24,0,16,1,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0
2206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,30,70,1001
2217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100,20,0,16,2,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,40,70,1001
2218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,110,20,0,16,2,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,30,70,1001
2219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,5,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,270,15,0,16,2,2,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,30,50,1001
2221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,71502050,4,0,71502050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,71502050,4,0,71502050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000201,0,0,33000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000204,0,0,33000107,0,0,33000106,0,0,33000108,0,0,0,0,0,0,0,0,0,0
2233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,140,20,0,16,2,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,40,70,1001
2241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,130,24,0,16,2,3,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,40,70,1001
2242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,3,0,71502030,3,0,71502030,3,0,71502030,4,0,71502030,0,0,0,0,0,1001,60,90,1001
2243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-400,40,0,16,2,4,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,60,100,1001
2246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,25,0,16,2,3,0,71502050,5,0,71502050,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1010
2247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,200,8,0,16,2,4,0,71502100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,50,80,1001
2248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,0,71502050,5,0,71502050,0,0,0,0,0,0,0,0,0,0,0,1001,60,100,1001
2249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,190,20,0,16,2,3,0,71502040,5,0,71502040,10,0,71502040,0,0,0,0,0,0,0,0,1001,120,140,1001
2250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,120,40,0,16,2,4,31001417,71502050,11,0,71502050,0,0,0,0,0,0,0,0,0,0,0,1001,130,150,1001
3006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
