ID,_WorldID,_Rank,_RewardRank1_Multiply,_Reward_ID1,_Item_Count1,_Item_Rare1,_Reward_ID2,_Item_Count2,_Item_Rare2,_Reward_ID3,_Item_Count3,_Item_Rare3,_Reward_Point
125,2,23,10,190148754,5,1,0,0,1,0,0,1,0
126,2,24,10,190148754,5,1,0,0,1,0,0,1,0
127,2,25,10,190148754,5,1,0,0,1,0,0,1,0
128,2,26,10,190148754,5,1,0,0,1,0,0,1,0
129,2,27,10,190148754,5,1,0,0,1,0,0,1,0
130,2,28,10,190148754,5,1,0,0,1,0,0,1,0
131,2,29,10,190148754,5,1,0,0,1,0,0,1,0
132,2,30,10,190148754,5,1,0,0,1,0,0,1,0
133,2,31,10,190148754,5,1,0,0,1,0,0,1,0
134,2,32,10,190148754,5,1,0,0,1,0,0,1,0
135,2,33,10,190148754,5,1,0,0,1,0,0,1,0
136,2,34,10,190148754,5,1,0,0,1,0,0,1,0
137,2,35,10,190148754,5,1,0,0,1,0,0,1,0
138,2,36,10,190148754,5,1,0,0,1,0,0,1,0
139,2,37,10,190148754,5,1,0,0,1,0,0,1,0
140,2,38,10,190148754,5,1,0,0,1,0,0,1,0
141,2,39,10,190148754,5,1,0,0,1,0,0,1,0
142,2,40,10,190148754,5,1,0,0,1,0,0,1,0
143,2,41,10,190148754,5,1,0,0,1,0,0,1,0
144,2,42,10,190148754,5,1,0,0,1,0,0,1,0
145,2,43,10,190148754,5,1,0,0,1,0,0,1,0
146,2,44,10,190148754,5,1,0,0,1,0,0,1,0
147,2,45,10,190148754,5,1,0,0,1,0,0,1,0
148,2,46,10,190148754,5,1,0,0,1,0,0,1,0
149,2,47,10,190148754,5,1,0,0,1,0,0,1,0
150,2,48,10,190148754,5,1,0,0,1,0,0,1,0
151,2,49,10,190148754,5,1,0,0,1,0,0,1,0
152,2,50,10,190148754,5,1,0,0,1,0,0,1,0
153,2,51,10,190148754,5,1,0,0,1,0,0,1,0
154,2,52,10,190148754,5,1,0,0,1,0,0,1,0
155,2,53,10,190148754,5,1,0,0,1,0,0,1,0
156,2,54,10,190148754,5,1,0,0,1,0,0,1,0
157,2,55,10,190148754,5,1,0,0,1,0,0,1,0
158,2,56,10,190148754,5,1,0,0,1,0,0,1,0
159,2,57,10,190148754,5,1,0,0,1,0,0,1,0
160,2,58,10,190148754,5,1,0,0,1,0,0,1,0
161,2,59,10,190148754,5,1,0,0,1,0,0,1,0
162,2,60,10,190148754,5,1,0,0,1,0,0,1,0
163,2,61,10,190148754,5,1,0,0,1,0,0,1,0
164,2,62,10,190148754,5,1,0,0,1,0,0,1,0
165,2,63,10,190148754,5,1,0,0,1,0,0,1,0
166,2,64,10,190148754,5,1,0,0,1,0,0,1,0
167,2,65,10,190148754,5,1,0,0,1,0,0,1,0
168,2,66,10,190148754,5,1,0,0,1,0,0,1,0
169,2,67,10,190148754,5,1,0,0,1,0,0,1,0
170,2,68,10,190148754,5,1,0,0,1,0,0,1,0
171,2,69,10,190148754,5,1,0,0,1,0,0,1,0
172,2,70,10,190148754,5,1,0,0,1,0,0,1,0
173,2,71,10,190148754,5,1,0,0,1,0,0,1,0
174,2,72,10,190148754,5,1,0,0,1,0,0,1,0
175,2,73,10,190148754,5,1,0,0,1,0,0,1,0
176,2,74,10,190148754,5,1,0,0,1,0,0,1,0
177,2,75,10,190148754,5,1,0,0,1,0,0,1,0
178,2,76,10,190148754,5,1,0,0,1,0,0,1,0
179,2,77,10,190148754,5,1,0,0,1,0,0,1,0
180,2,78,10,190148754,5,1,0,0,1,0,0,1,0
181,2,79,10,190148754,5,1,0,0,1,0,0,1,0
182,2,80,10,190148754,5,1,0,0,1,0,0,1,0
183,2,81,10,190148754,5,1,0,0,1,0,0,1,0
184,2,82,10,190148754,5,1,0,0,1,0,0,1,0
185,2,83,10,190148754,5,1,0,0,1,0,0,1,0
186,2,84,10,190148754,5,1,0,0,1,0,0,1,0
187,2,85,10,190148754,5,1,0,0,1,0,0,1,0
188,2,86,10,190148754,5,1,0,0,1,0,0,1,0
189,2,87,10,190148754,5,1,0,0,1,0,0,1,0
190,2,88,10,190148754,5,1,0,0,1,0,0,1,0
191,2,89,10,190148754,5,1,0,0,1,0,0,1,0
192,2,90,10,190148754,5,1,0,0,1,0,0,1,0
193,2,91,10,190148754,5,1,0,0,1,0,0,1,0
194,2,92,10,190148754,5,1,0,0,1,0,0,1,0
195,2,93,10,190148754,5,1,0,0,1,0,0,1,0
196,2,94,10,190148754,5,1,0,0,1,0,0,1,0
197,2,95,10,190148754,5,1,0,0,1,0,0,1,0
198,2,96,10,190148754,5,1,0,0,1,0,0,1,0
199,2,97,10,190148754,5,1,0,0,1,0,0,1,0
200,2,98,10,190148754,5,1,0,0,1,0,0,1,0
201,2,99,10,190148754,5,1,0,0,1,0,0,1,0
202,2,100,10,190148182,5,1,0,0,1,0,0,1,0
203,3,0,10,0,0,1,0,0,1,0,0,1,0
204,3,1,33,190148754,33,1,0,0,1,0,0,1,0
205,3,2,25,190148754,25,1,0,0,1,0,0,1,0
206,3,3,20,190148754,20,1,0,0,1,0,0,1,0
207,3,4,20,190148754,15,1,0,0,1,0,0,1,0
208,3,5,20,190148754,10,1,0,0,1,0,0,1,0
209,3,6,10,190148754,5,1,0,0,1,0,0,1,0
210,3,7,10,190148754,5,1,0,0,1,0,0,1,0
211,3,8,10,190148754,5,1,0,0,1,0,0,1,0
212,3,9,10,190148754,5,1,0,0,1,0,0,1,0
213,3,10,10,190148754,5,1,0,0,1,0,0,1,0
214,3,11,10,190148754,5,1,0,0,1,0,0,1,0
215,3,12,10,190148754,5,1,0,0,1,0,0,1,0
216,3,13,10,190148754,5,1,0,0,1,0,0,1,0
217,3,14,10,190148754,5,1,0,0,1,0,0,1,0
218,3,15,10,190148754,5,1,0,0,1,0,0,1,0
219,3,16,10,190148754,5,1,0,0,1,0,0,1,0
220,3,17,10,190148754,5,1,0,0,1,0,0,1,0
221,3,18,10,190148754,5,1,0,0,1,0,0,1,0
222,3,19,10,190148754,5,1,0,0,1,0,0,1,0
223,3,20,10,190148754,5,1,0,0,1,0,0,1,0
224,3,21,10,190148754,5,1,0,0,1,0,0,1,0
225,3,22,10,190148754,5,1,0,0,1,0,0,1,0
226,3,23,10,190148754,5,1,0,0,1,0,0,1,0
227,3,24,10,190148754,5,1,0,0,1,0,0,1,0
228,3,25,10,190148754,5,1,0,0,1,0,0,1,0
229,3,26,10,190148754,5,1,0,0,1,0,0,1,0
230,3,27,10,190148754,5,1,0,0,1,0,0,1,0
231,3,28,10,190148754,5,1,0,0,1,0,0,1,0
232,3,29,10,190148754,5,1,0,0,1,0,0,1,0
233,3,30,10,190148754,5,1,0,0,1,0,0,1,0
234,3,31,10,190148754,5,1,0,0,1,0,0,1,0
235,3,32,10,190148754,5,1,0,0,1,0,0,1,0
236,3,33,10,190148754,5,1,0,0,1,0,0,1,0
237,3,34,10,190148754,5,1,0,0,1,0,0,1,0
238,3,35,10,190148754,5,1,0,0,1,0,0,1,0
239,3,36,10,190148754,5,1,0,0,1,0,0,1,0
240,3,37,10,190148754,5,1,0,0,1,0,0,1,0
241,3,38,10,190148754,5,1,0,0,1,0,0,1,0
242,3,39,10,190148754,5,1,0,0,1,0,0,1,0
243,3,40,10,190148754,5,1,0,0,1,0,0,1,0
244,3,41,10,190148754,5,1,0,0,1,0,0,1,0
245,3,42,10,190148754,5,1,0,0,1,0,0,1,0
246,3,43,10,190148754,5,1,0,0,1,0,0,1,0
247,3,44,10,190148754,5,1,0,0,1,0,0,1,0
248,3,45,10,190148754,5,1,0,0,1,0,0,1,0
249,3,46,10,190148754,5,1,0,0,1,0,0,1,0
250,3,47,10,190148754,5,1,0,0,1,0,0,1,0
251,3,48,10,190148754,5,1,0,0,1,0,0,1,0
252,3,49,10,190148754,5,1,0,0,1,0,0,1,0
253,3,50,10,190148754,5,1,0,0,1,0,0,1,0
254,3,51,10,190148754,5,1,0,0,1,0,0,1,0
255,3,52,10,190148754,5,1,0,0,1,0,0,1,0
256,3,53,10,190148754,5,1,0,0,1,0,0,1,0
257,3,54,10,190148754,5,1,0,0,1,0,0,1,0
258,3,55,10,190148754,5,1,0,0,1,0,0,1,0
259,3,56,10,190148754,5,1,0,0,1,0,0,1,0
260,3,57,10,190148754,5,1,0,0,1,0,0,1,0
261,3,58,10,190148754,5,1,0,0,1,0,0,1,0
262,3,59,10,190148754,5,1,0,0,1,0,0,1,0
263,3,60,10,190148754,5,1,0,0,1,0,0,1,0
264,3,61,10,190148754,5,1,0,0,1,0,0,1,0
265,3,62,10,190148754,5,1,0,0,1,0,0,1,0
266,3,63,10,190148754,5,1,0,0,1,0,0,1,0
267,3,64,10,190148754,5,1,0,0,1,0,0,1,0
268,3,65,10,190148754,5,1,0,0,1,0,0,1,0
269,3,66,10,190148754,5,1,0,0,1,0,0,1,0
270,3,67,10,190148754,5,1,0,0,1,0,0,1,0
271,3,68,10,190148754,5,1,0,0,1,0,0,1,0
272,3,69,10,190148754,5,1,0,0,1,0,0,1,0
273,3,70,10,190148754,5,1,0,0,1,0,0,1,0
274,3,71,10,190148754,5,1,0,0,1,0,0,1,0
275,3,72,10,190148754,5,1,0,0,1,0,0,1,0
276,3,73,10,190148754,5,1,0,0,1,0,0,1,0
277,3,74,10,190148754,5,1,0,0,1,0,0,1,0
278,3,75,10,190148754,5,1,0,0,1,0,0,1,0
279,3,76,10,190148754,5,1,0,0,1,0,0,1,0
280,3,77,10,190148754,5,1,0,0,1,0,0,1,0
281,3,78,10,190148754,5,1,0,0,1,0,0,1,0
282,3,79,10,190148754,5,1,0,0,1,0,0,1,0
283,3,80,10,190148754,5,1,0,0,1,0,0,1,0
284,3,81,10,190148754,5,1,0,0,1,0,0,1,0
285,3,82,10,190148754,5,1,0,0,1,0,0,1,0
286,3,83,10,190148754,5,1,0,0,1,0,0,1,0
287,3,84,10,190148754,5,1,0,0,1,0,0,1,0
288,3,85,10,190148754,5,1,0,0,1,0,0,1,0
289,3,86,10,190148754,5,1,0,0,1,0,0,1,0
290,3,87,10,190148754,5,1,0,0,1,0,0,1,0
291,3,88,10,190148754,5,1,0,0,1,0,0,1,0
292,3,89,10,190148754,5,1,0,0,1,0,0,1,0
293,3,90,10,190148754,5,1,0,0,1,0,0,1,0
294,3,91,10,190148754,5,1,0,0,1,0,0,1,0
295,3,92,10,190148754,5,1,0,0,1,0,0,1,0
296,3,93,10,190148754,5,1,0,0,1,0,0,1,0
297,3,94,10,190148754,5,1,0,0,1,0,0,1,0
298,3,95,10,190148754,5,1,0,0,1,0,0,1,0
299,3,96,10,190148754,5,1,0,0,1,0,0,1,0
300,3,97,10,190148754,5,1,0,0,1,0,0,1,0
301,3,98,10,190148754,5,1,0,0,1,0,0,1,0
302,3,99,10,190148754,5,1,0,0,1,0,0,1,0
303,3,100,10,190148182,5,1,0,0,1,0,0,1,0
304,4,0,10,0,0,1,0,0,1,0,0,1,0
305,4,1,100,190148754,100,1,190148301,1,1,0,0,1,0
306,4,2,80,190148754,80,1,0,0,1,0,0,1,0
307,4,3,60,190148754,60,1,0,0,1,0,0,1,0
308,4,4,47,190148754,47,1,0,0,1,0,0,1,0
309,4,5,47,190148754,47,1,0,0,1,0,0,1,0
310,4,6,47,190148754,47,1,0,0,1,0,0,1,0
311,4,7,47,190148754,47,1,0,0,1,0,0,1,0
312,4,8,47,190148754,47,1,0,0,1,0,0,1,0
313,4,9,47,190148754,47,1,0,0,1,0,0,1,0
314,4,10,47,190148754,47,1,0,0,1,0,0,1,0
315,4,11,44,190148754,44,1,0,0,1,0,0,1,0
316,4,12,44,190148754,44,1,0,0,1,0,0,1,0
317,4,13,44,190148754,44,1,0,0,1,0,0,1,0
318,4,14,44,190148754,44,1,0,0,1,0,0,1,0
319,4,15,44,190148754,44,1,0,0,1,0,0,1,0
320,4,16,44,190148754,44,1,0,0,1,0,0,1,0
321,4,17,44,190148754,44,1,0,0,1,0,0,1,0
322,4,18,44,190148754,44,1,0,0,1,0,0,1,0
323,4,19,44,190148754,44,1,0,0,1,0,0,1,0
324,4,20,44,190148754,44,1,0,0,1,0,0,1,0
325,4,21,41,190148754,41,1,0,0,1,0,0,1,0
326,4,22,41,190148754,41,1,0,0,1,0,0,1,0
327,4,23,41,190148754,41,1,0,0,1,0,0,1,0
328,4,24,41,190148754,41,1,0,0,1,0,0,1,0
329,4,25,41,190148754,41,1,0,0,1,0,0,1,0
330,4,26,41,190148754,41,1,0,0,1,0,0,1,0
331,4,27,41,190148754,41,1,0,0,1,0,0,1,0
332,4,28,41,190148754,41,1,0,0,1,0,0,1,0
333,4,29,41,190148754,41,1,0,0,1,0,0,1,0
334,4,30,41,190148754,41,1,0,0,1,0,0,1,0
335,4,31,38,190148754,38,1,0,0,1,0,0,1,0
336,4,32,38,190148754,38,1,0,0,1,0,0,1,0
337,4,33,38,190148754,38,1,0,0,1,0,0,1,0
338,4,34,38,190148754,38,1,0,0,1,0,0,1,0
339,4,35,38,190148754,38,1,0,0,1,0,0,1,0
340,4,36,38,190148754,38,1,0,0,1,0,0,1,0
341,4,37,38,190148754,38,1,0,0,1,0,0,1,0
342,4,38,38,190148754,38,1,0,0,1,0,0,1,0
343,4,39,38,190148754,38,1,0,0,1,0,0,1,0
344,4,40,38,190148754,38,1,0,0,1,0,0,1,0
345,4,41,35,190148754,35,1,0,0,1,0,0,1,0
346,4,42,35,190148754,35,1,0,0,1,0,0,1,0
347,4,43,35,190148754,35,1,0,0,1,0,0,1,0
348,4,44,35,190148754,35,1,0,0,1,0,0,1,0
349,4,45,35,190148754,35,1,0,0,1,0,0,1,0
350,4,46,35,190148754,35,1,0,0,1,0,0,1,0
351,4,47,35,190148754,35,1,0,0,1,0,0,1,0
352,4,48,35,190148754,35,1,0,0,1,0,0,1,0
353,4,49,35,190148754,35,1,0,0,1,0,0,1,0
354,4,50,35,190148754,35,1,0,0,1,0,0,1,0
355,4,51,32,190148754,32,1,0,0,1,0,0,1,0
356,4,52,32,190148754,32,1,0,0,1,0,0,1,0
357,4,53,32,190148754,32,1,0,0,1,0,0,1,0
358,4,54,32,190148754,32,1,0,0,1,0,0,1,0
359,4,55,32,190148754,32,1,0,0,1,0,0,1,0
360,4,56,32,190148754,32,1,0,0,1,0,0,1,0
361,4,57,32,190148754,32,1,0,0,1,0,0,1,0
362,4,58,32,190148754,32,1,0,0,1,0,0,1,0
363,4,59,32,190148754,32,1,0,0,1,0,0,1,0
364,4,60,32,190148754,32,1,0,0,1,0,0,1,0
365,4,61,29,190148754,29,1,0,0,1,0,0,1,0
366,4,62,29,190148754,29,1,0,0,1,0,0,1,0
367,4,63,29,190148754,29,1,0,0,1,0,0,1,0
368,4,64,29,190148754,29,1,0,0,1,0,0,1,0
369,4,65,29,190148754,29,1,0,0,1,0,0,1,0
370,4,66,29,190148754,29,1,0,0,1,0,0,1,0
371,4,67,29,190148754,29,1,0,0,1,0,0,1,0
372,4,68,29,190148754,29,1,0,0,1,0,0,1,0
373,4,69,29,190148754,29,1,0,0,1,0,0,1,0
374,4,70,29,190148754,29,1,0,0,1,0,0,1,0
375,4,71,26,190148754,26,1,0,0,1,0,0,1,0
376,4,72,26,190148754,26,1,0,0,1,0,0,1,0
377,4,73,26,190148754,26,1,0,0,1,0,0,1,0
378,4,74,26,190148754,26,1,0,0,1,0,0,1,0
379,4,75,26,190148754,26,1,0,0,1,0,0,1,0
380,4,76,26,190148754,26,1,0,0,1,0,0,1,0
381,4,77,26,190148754,26,1,0,0,1,0,0,1,0
382,4,78,26,190148754,26,1,0,0,1,0,0,1,0
383,4,79,26,190148754,26,1,0,0,1,0,0,1,0
384,4,80,26,190148754,26,1,0,0,1,0,0,1,0
385,4,81,23,190148754,23,1,0,0,1,0,0,1,0
386,4,82,23,190148754,23,1,0,0,1,0,0,1,0
387,4,83,23,190148754,23,1,0,0,1,0,0,1,0
388,4,84,23,190148754,23,1,0,0,1,0,0,1,0
389,4,85,23,190148754,23,1,0,0,1,0,0,1,0
390,4,86,23,190148754,23,1,0,0,1,0,0,1,0
391,4,87,23,190148754,23,1,0,0,1,0,0,1,0
392,4,88,23,190148754,23,1,0,0,1,0,0,1,0
393,4,89,23,190148754,23,1,0,0,1,0,0,1,0
394,4,90,23,190148754,23,1,0,0,1,0,0,1,0
395,4,91,20,190148754,20,1,0,0,1,0,0,1,0
396,4,92,20,190148754,20,1,0,0,1,0,0,1,0
397,4,93,20,190148754,20,1,0,0,1,0,0,1,0
398,4,94,20,190148754,20,1,0,0,1,0,0,1,0
399,4,95,20,190148754,20,1,0,0,1,0,0,1,0
400,4,96,20,190148754,20,1,0,0,1,0,0,1,0
401,4,97,20,190148754,20,1,0,0,1,0,0,1,0
402,4,98,20,190148754,20,1,0,0,1,0,0,1,0
403,4,99,20,190148754,20,1,0,0,1,0,0,1,0
404,4,100,20,190148754,20,1,0,0,1,0,0,1,0
405,5,0,10,0,0,1,0,0,1,0,0,1,0
406,5,1,35,190148754,35,1,0,0,1,0,0,1,0
407,5,2,25,190148754,25,1,0,0,1,0,0,1,0
408,5,3,20,190148754,20,1,0,0,1,0,0,1,0
409,5,4,20,190148754,15,1,0,0,1,0,0,1,0
410,5,5,20,190148754,10,1,0,0,1,0,0,1,0
411,5,6,10,190148754,5,1,0,0,1,0,0,1,0
412,5,7,10,190148754,5,1,0,0,1,0,0,1,0
413,5,8,10,190148754,5,1,0,0,1,0,0,1,0
414,5,9,10,190148754,5,1,0,0,1,0,0,1,0
415,5,10,10,190148754,5,1,0,0,1,0,0,1,0
416,5,11,10,190148754,5,1,0,0,1,0,0,1,0
417,5,12,10,190148754,5,1,0,0,1,0,0,1,0
418,5,13,10,190148754,5,1,0,0,1,0,0,1,0
419,5,14,10,190148754,5,1,0,0,1,0,0,1,0
420,5,15,10,190148754,5,1,0,0,1,0,0,1,0
421,5,16,10,190148754,5,1,0,0,1,0,0,1,0
422,5,17,10,190148754,5,1,0,0,1,0,0,1,0
423,5,18,10,190148754,5,1,0,0,1,0,0,1,0
424,5,19,10,190148754,5,1,0,0,1,0,0,1,0
425,5,20,10,190148754,5,1,0,0,1,0,0,1,0
426,5,21,10,190148754,5,1,0,0,1,0,0,1,0
427,5,22,10,190148754,5,1,0,0,1,0,0,1,0
428,5,23,10,190148754,5,1,0,0,1,0,0,1,0
429,5,24,10,190148754,5,1,0,0,1,0,0,1,0
430,5,25,10,190148754,5,1,0,0,1,0,0,1,0
431,5,26,10,190148754,5,1,0,0,1,0,0,1,0
432,5,27,10,190148754,5,1,0,0,1,0,0,1,0
433,5,28,10,190148754,5,1,0,0,1,0,0,1,0
434,5,29,10,190148754,5,1,0,0,1,0,0,1,0
435,5,30,10,190148754,5,1,0,0,1,0,0,1,0
436,5,31,10,190148754,5,1,0,0,1,0,0,1,0
437,5,32,10,190148754,5,1,0,0,1,0,0,1,0
438,5,33,10,190148754,5,1,0,0,1,0,0,1,0
439,5,34,10,190148754,5,1,0,0,1,0,0,1,0
440,5,35,10,190148754,5,1,0,0,1,0,0,1,0
441,5,36,10,190148754,5,1,0,0,1,0,0,1,0
442,5,37,10,190148754,5,1,0,0,1,0,0,1,0
443,5,38,10,190148754,5,1,0,0,1,0,0,1,0
444,5,39,10,190148754,5,1,0,0,1,0,0,1,0
445,5,40,10,190148754,5,1,0,0,1,0,0,1,0
446,5,41,10,190148754,5,1,0,0,1,0,0,1,0
447,5,42,10,190148754,5,1,0,0,1,0,0,1,0
448,5,43,10,190148754,5,1,0,0,1,0,0,1,0
449,5,44,10,190148754,5,1,0,0,1,0,0,1,0
450,5,45,10,190148754,5,1,0,0,1,0,0,1,0
451,5,46,10,190148754,5,1,0,0,1,0,0,1,0
452,5,47,10,190148754,5,1,0,0,1,0,0,1,0
453,5,48,10,190148754,5,1,0,0,1,0,0,1,0
454,5,49,10,190148754,5,1,0,0,1,0,0,1,0
455,5,50,10,190148754,5,1,0,0,1,0,0,1,0
456,5,51,10,190148754,5,1,0,0,1,0,0,1,0
457,5,52,10,190148754,5,1,0,0,1,0,0,1,0
458,5,53,10,190148754,5,1,0,0,1,0,0,1,0
459,5,54,10,190148754,5,1,0,0,1,0,0,1,0
