ID,_MobID,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_Category,_Type,_Image,_ImageIndex,_ImagePosS_X,_ImagePosS_Y,_DisableFXGID,_FrontFXGID,_BackFXGID,_OpenLV,_OpenHP,_Kind,_Area,_ActiveFXGID,_ActiveSoundID,_Des,_Show
85,810000177,26,2,0,0,0,0,0,0,3,1,30011001,11,96,170,0,16255,0,1,1,1,27,16251,2248,在黑暗森林裡害羞爬行的小怪物。,1
86,810000141,22,2,0,0,0,0,0,0,3,2,30012004,3,64,106,0,16255,0,1,1,1,26,16251,2248,紫色忍者，負責保護奧亦奇領主所在的黑月城。\n紫色道服非常有型。,1
88,810000164,14,2,0,0,0,0,0,0,3,2,30012004,5,64,106,0,16255,0,1,1,1,27,16251,2248,棲息在黑暗森林裡，以劇毒和蜘蛛絲為武器的蜘蛛怪，他會先躲在一旁，再用蜘蛛絲綑綁旅行者進行攻擊。,1
89,810000142,26,2,0,0,0,0,0,0,3,2,30012004,4,64,106,0,16255,0,1,1,1,26,16251,2248,黑色忍者，負責守護奧亦奇領主所在的黑月城。\n是黑月城忍者中第2強的忍者。,1
90,810000143,22,2,0,0,0,0,0,0,3,2,30012004,7,64,106,0,16255,0,1,1,1,26,16251,2248,白色忍者，負責守護奧亦奇領主所在的黑月城。\n是黑月城忍者中最強的忍者。,1
92,810000165,14,2,0,0,0,0,0,0,3,3,30013002,2,0,0,0,16255,0,1,1,2,27,16251,2248,棲息在黑暗森林裡，以銳利的爪子為武器的變形蝙蝠。,1
94,810000149,22,2,0,0,0,0,0,0,3,1,30011001,13,96,170,0,16255,0,1,1,1,28,16251,2248,生活在沙漠地帶，感情起伏很大的耶比妹妹。,1
95,810000103,18,2,22,2,0,0,0,0,3,1,30011001,12,96,170,0,16255,0,1,1,1,26,16251,2248,遠古時代從亞特蘭提斯送往黑月城的兵器。\n刀劍不入，成為令人畏懼的存在。,1
97,810000146,26,2,0,0,0,0,0,0,3,3,30013002,4,0,0,0,16255,0,1,1,1,28,16251,2248,生長在沙漠地帶，雖然平常很溫馴，但一被招惹就會變得兇暴的怪物。原本會飛，卻因退化而飛不起來。\n具有健壯的雙腿和強力的尖嘴。,1
98,810000138,148,1,292,1,0,0,0,0,3,3,30013002,3,0,0,0,16255,0,1,1,1,26,16251,2248,憑著守護黑月城黑月公主的咒術而產生的惡魔獵犬。,1
100,810000150,14,2,0,0,0,0,0,0,3,1,30011001,14,96,170,0,16255,0,1,1,1,28,16251,2248,沙漠地帶中某天突然出現的變形綠凍凍。\n看起來很好吃。,1
102,810000169,22,2,0,0,0,0,0,0,3,1,30011001,15,96,170,0,16255,0,1,1,1,27,16251,2248,棲息在黑暗森林裡，以鋒利的牙齒為武器的美麗怪物。,1
105,810000119,26,2,0,0,0,0,0,0,3,1,30011001,17,96,170,0,16255,0,1,1,1,28,16251,2248,某天在沙漠都市中突然出現的變形綠凍凍。\n我很強！,1
109,810000326,26,4,192,1,0,0,0,0,3,2,30012004,12,64,106,0,16255,0,1,1,1,31,16251,2248,被監禁在黑月城深處、超乎想像的強大怪物，他的身邊有一群蝙蝠部下。,1
110,810000102,22,2,0,0,0,0,0,0,3,1,30011001,16,96,170,0,16255,0,1,1,1,32,16251,2248,生活在金字塔的兇暴耶比妹妹。,1
111,810000151,18,2,0,0,0,0,0,0,3,2,30012004,13,64,106,0,16255,0,1,1,1,28,16251,2248,沙漠地帶的仙人掌受到異常氣息影響而變質形成的怪物。,1
113,810000152,26,2,0,0,0,0,0,0,3,2,30012004,14,64,106,0,16255,0,1,1,1,32,16251,2248,徘徊在金字塔附近的陰沉怪物。,1
116,810000145,14,2,0,0,0,0,0,0,3,3,30013003,3,0,0,0,16255,0,1,1,1,28,16251,2248,沙漠地帶的奇怪風沙所創造出來的怪物，擁有強健的肉體。,1
118,810000247,22,2,0,0,0,0,0,0,3,2,30012008,7,64,106,16253,16259,16258,1,1,1,31,16251,2248,1萬2千年前從禁城(太白城)飛來的外星人，他的目的是守護地球上的所有生命，所以有人也稱他為守護魔王約翰，或是護法魔王約翰。\n只是每隔3千年，他的力量就會減弱一次，因此在那段期間，他會接受人類的幫助。\n(現在和奧亦奇領主有合約在身),1
120,810000153,14,2,0,0,0,0,0,0,3,2,30012004,16,64,106,0,16255,0,1,1,1,32,16251,2248,徘徊在金字塔附近，變得較強的殭屍，全身都包裹著繃帶，看起來很可怕。,1
122,810000154,22,2,0,0,0,0,0,0,3,3,30013003,4,0,0,0,16255,0,1,1,1,32,16251,2248,只剩下骨架的古代戰士。負責守護國王的墳墓。,1
124,810000157,14,2,0,0,0,0,0,0,3,1,30011001,19,96,170,0,16255,0,1,1,1,32,16251,2248,徘徊在金字塔附近，變得陰沉憂鬱的耶比妹妹。\n說不定他在很久以前是王室的寵物。,1
125,810000166,26,2,0,0,0,0,0,0,3,3,30013004,3,0,0,0,16255,0,1,1,1,34,16251,2248,拿著大型電鋸在陰森住宅附近徘徊的巨大怪物。,1
128,810000167,14,2,0,0,0,0,0,0,3,2,30012005,1,64,106,0,16255,0,1,1,1,34,16251,2248,雖然這隻怪物會在陰森住宅內開朗地奔波，但會蠻橫攻擊闖入自身領域「陰森住宅」的人，並隨身攜帶可怕的注射器。,1
131,810000567,0,0,0,0,0,0,0,0,3,2,30012008,3,64,106,0,16255,0,1,1,2,18,16251,2248,無法轉變成大人就死去的嬰靈，總是懷有童心且喜歡惡作劇。,0
132,810000305,14,4,70,10,0,0,0,0,3,3,30013005,1,0,0,0,16255,0,1,1,1,32,16251,2248,曾在沙漠地帶的暗殺集團殺手。\n據說，他在危險的城池要塞中生活，吸毒成癮後聽從「山中老人」這號人物的命令進行暗殺行動。,1
146,810000144,18,2,0,0,0,0,0,0,3,3,30013006,1,0,0,0,16255,0,1,1,1,26,16251,2248,保護黑月城深處黑月公主的強大怪物。,1
190,810000159,18,3,0,0,0,0,0,0,3,2,30012004,12,64,106,0,16255,0,1,1,1,26,16251,2248,被監禁在黑月城深處、超乎想像的強大怪物，他的身邊有一群蝙蝠部下。,1
20,810000257,18,1,0,0,0,0,0,0,4,2,30012001,16,64,106,0,16255,0,1,1,2,8,16251,2248,棲息在貝希摩斯肚子裡的壞細菌。,1
23,810000258,22,1,0,0,0,0,0,0,4,2,30012001,16,64,106,0,16255,0,1,1,2,8,16251,2248,棲息在貝希摩斯肚子裡的壞細菌老大。,1
25,810000259,14,1,0,0,0,0,0,0,4,2,30012008,1,64,106,0,16255,0,1,1,1,8,16251,2248,負責處理貝希摩斯肚子裡壞細菌的護士，可以稱為白血球精靈？,1
30,810000260,26,1,0,0,0,0,0,0,4,2,30012002,5,64,106,0,16255,0,1,1,1,8,16251,2248,負責貝希摩斯身體健康的醫生。可以稱為紅血球精靈？,1
31,810000261,22,1,0,0,0,0,0,0,4,2,30012002,6,64,106,0,16255,0,1,1,1,8,16251,2248,棲息在貝希摩斯肚子裡亂跑的壞細菌。,1
34,810000262,22,1,0,0,0,0,0,0,4,2,30012002,6,64,106,0,16255,0,1,1,1,8,16251,2248,棲息在貝希摩斯肚子裡亂跑的壞細菌老大,1
36,810000263,14,1,0,0,0,0,0,0,4,1,30011001,27,96,170,0,16255,0,1,1,1,8,16251,2248,長相如其名的貝希摩斯胃液怪物。,1
42,810000178,22,1,0,0,0,0,0,0,4,2,30012002,8,64,106,0,16255,0,1,1,1,14,16251,2248,住在地洞裡，總是認真工作，若發現入侵者就會不分青紅皂白衝上前的怪物。正努力守護著蟻后。,1
126,810000156,22,2,0,0,0,0,0,0,4,3,30013004,2,0,0,0,16255,0,1,1,1,32,16251,2248,雖然是住在金字塔裡無法分辨其形體的可怕怪物，但他也是守護國王和女王墳墓的守護者之一。因為個性殘暴，攻擊非常猛烈又快速，所以正威脅著所有冒險家。,1
127,810000155,18,2,0,0,0,0,0,0,4,3,30013004,4,0,0,0,16255,0,1,1,1,32,16251,2248,住在金字塔裡的兇惡怪物，守護著國王和女王寶物的守護者。\n使用誘惑的魔法，且上半身是美麗女人的樣貌。,1
133,810000168,26,2,0,0,0,0,0,0,4,2,30012005,3,64,106,0,16255,0,1,1,2,34,16251,2248,在陰森住宅中漂浮的怪物，是守護陰森住宅的幽靈。,1
135,810000304,18,4,70,10,0,0,0,0,4,3,30013015,2,0,0,0,16255,0,1,1,1,32,16251,2248,與範繼宇帶領的盜賊-義賊團處於對立面的盜賊團一員。\n以阿法沙漠周邊為據點。\n他們兇惡殘暴，並會殺害行經此地的商人們，搶走他們所有的行李。,1
137,810000568,0,0,0,0,0,0,0,0,4,2,30012008,4,64,106,0,16255,0,1,1,1,18,16251,2248,原本是居住在家中的妖怪，被人類趕出去後，偷躲進醬缸裡。,0
138,810000185,22,2,0,0,0,0,0,0,4,2,30012005,5,64,106,0,16255,0,1,1,1,37,16251,2248,在奧爾卡海邊襲擊行人的怪物。因為性格扭曲，所以才側著走嗎？,1
140,810000186,14,2,0,0,0,0,0,0,4,2,30012005,6,64,106,0,16255,0,1,1,1,37,16251,2248,和螃蟹怪之間的差異只有顏色而已嗎？,1
142,810000569,0,0,0,0,0,0,0,0,4,3,30013013,3,0,0,0,16255,0,1,1,1,18,16251,2248,鬼怪是由老舊掃帚、火棍、破碗、草鞋等物品，經過長時間後附著靈魂所產生。\n喜歡蕎麥涼粉、高粱紅豆糕、米酒、唱歌和摔角，並害怕鮮血。\n想和人類一起玩，並試圖變得親近，既愛面子又很會猜忌和忌妒。,0
143,810000187,14,2,0,0,0,0,0,0,4,1,30011001,20,96,170,0,16255,0,1,1,1,37,16251,2248,他是海邊的怪物，也是不太會游泳的獨特存在。,1
144,810000223,26,2,0,0,0,0,0,0,4,2,30012005,8,64,106,0,16255,0,1,1,1,38,16251,2248,在幽靈船內部閒晃的海盜船員。\n失去生氣而變成了殭屍的樣貌。\n是受到詛咒而絕對無法休息的航海同伴。,1
145,810000189,22,2,0,0,0,0,0,0,4,2,30012005,7,64,106,0,16255,0,1,1,1,39,16251,2248,襲擊貝斯的野蠻族，性格好戰。,1
147,810000570,0,0,0,0,0,0,0,0,4,2,30012008,5,64,106,0,16255,0,1,1,1,18,16251,2248,身穿喪服的女鬼，雖然他受到了一些冤屈，但由於時間過太久而遺忘是什麼事由。\n好像是因為繼母惡劣的陰謀而死，又好像是被忌妒他的對手害死，但沒有人知道真相到底是什麼。\n他對情侶相當敏感。,0
148,810000193,38,1,70,10,0,0,0,0,4,2,30012005,9,64,106,0,16255,0,1,1,1,40,16251,2248,仿造水之古代神所製成的圖騰。\n用魔力運作。,1
152,810000224,26,2,0,0,0,0,0,0,4,2,30012005,10,64,106,0,16255,0,1,1,1,38,16251,2248,即使只剩下骨頭，也因為受到詛咒而守護著海盜船的怪物船員。絕對服從於船長的命令。,1
153,810000571,0,0,0,0,0,0,0,0,4,3,30013013,4,0,0,0,16255,0,1,1,1,18,16251,2248,他是奉閻羅王的命令，引領將死之人到黃泉的存在。\n他在出差期間，因為黃泉三途川正好進行大運河工程而回不去，只好在人類世界徘徊。\n他感到非常為難。,0
155,810000239,14,2,0,0,0,0,0,0,4,2,30012005,11,64,106,0,16255,0,1,1,1,39,16251,2248,手腳和頭看起來都像是用木頭雕刻而成的怪物。,1
156,810000194,38,1,70,10,0,0,0,0,4,2,30012005,12,64,106,0,16255,0,1,1,1,40,16251,2248,仿造地之古代神所製成的圖騰。\n用魔力運作。,1
159,810000232,14,2,0,0,0,0,0,0,4,3,30013006,4,0,0,0,16255,0,1,1,1,39,16251,2248,樹精靈幽靈化而成的怪物。,1
160,810000192,38,1,70,10,0,0,0,0,4,2,30012005,13,64,106,0,16255,0,1,1,1,40,16251,2248,仿造風之古代神所製成的圖騰。\n用魔力運作。,1
161,810000204,0,0,0,0,0,0,0,0,4,1,30011001,12,96,170,0,16255,0,1,1,1,26,16251,2248,從亞特蘭提斯送來的最初機器耶比。\n跟初號機一樣強大。,0
166,810000190,38,1,70,10,0,0,0,0,4,2,30012005,15,64,106,0,16255,0,1,1,1,40,16251,2248,仿造火之古代神所製成的圖騰。\n用魔力運作。,1
169,810000205,22,2,0,0,0,0,0,0,4,2,30012005,16,64,106,0,16255,0,1,1,2,47,16251,2248,不是蜜蜂也不是鳥，卻比這兩種動物還要忙碌的怪物。\n無法預測他的行動。,1
170,810000240,18,2,0,0,0,0,0,0,4,3,30013007,2,0,0,0,16255,0,1,1,1,47,16251,2248,樹精靈幽靈化而成的怪物。,1
174,810000206,18,2,0,0,0,0,0,0,4,3,30013007,4,0,0,0,16255,0,1,1,1,47,16251,2248,像要達陣般衝上前攻擊的食人植物，小心！,1
177,810000238,22,2,0,0,0,0,0,0,4,3,30013008,1,0,0,0,16255,0,1,1,1,47,16251,2248,克杜卡遺址的兇暴怪物。\n性格非常殘忍。,1
182,810000188,18,3,0,0,0,0,0,0,4,3,30013008,2,0,0,16253,16259,16258,1,1,1,39,16251,2248,接受野蠻族獻上的芭比玩偶並幫助他們的怪物。是森林裡的大王。,1
197,810000207,22,3,0,0,0,0,0,0,4,3,30013009,1,0,0,16253,16259,16258,1,1,1,47,16251,2248,…比森林金剛充滿更多愛心的可愛怪物。,1
49,810000173,26,1,0,0,0,0,0,0,5,3,30013002,1,0,0,0,16255,0,1,1,1,14,16251,2248,生活在地洞裡，平時非常優雅，但生氣時會變恐怖的怪物，是螞蟻中唯一的女王。,1
58,810000106,22,1,0,0,0,0,0,0,5,2,30012002,16,64,106,0,16255,0,1,1,1,19,16251,2248,長得類似山林地帶兵蟻G的怪物，棲息在雪原地區，身體是白色的。,1
59,810000161,18,1,0,0,0,0,0,0,5,1,30011001,10,96,170,0,16255,0,1,1,1,20,16251,2248,住在雪原裡，毛都揪成一團的變形可愛耶比妹妹。,1
76,810001135,14,2,0,0,0,0,0,0,5,2,30012003,12,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。\n萊姆色是稀有品種。,1
77,810001136,26,2,0,0,0,0,0,0,5,2,30012003,13,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。\n如果長大後產生力量就會變身為人類，成為修女或神官，但現在只是可愛的寶寶龍。\n具有火屬性。,1
78,810001137,22,2,0,0,0,0,0,0,5,2,30012003,14,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。\n如果長大後產生力量就會變身為人類，成為修女或神官，但現在只是可愛的寶寶龍。\n具有風屬性。,1
79,810001138,18,2,0,0,0,0,0,0,5,2,30012003,15,64,106,0,16255,0,1,1,1,25,16251,2248,主要棲息在吉娜蒂亞水上庭園的寶寶龍。\n如果長大後產生力量就會變身為人類，成為修女或神官，但現在只是可愛的寶寶龍。\n具有水屬性。,1
