ID,_XP,_ElyProbability,_ElyMin,_ElyMax,_ItemID1,_ItemProbability1,_ItemCountMin1,_ItemCountMax1,_ItemID2,_ItemProbability2,_ItemCountMin2,_ItemCountMax2,_ItemID3,_ItemProbability3,_ItemCountMin3,_ItemCountMax3,_ItemID4,_ItemProbability4,_ItemCountMin4,_ItemCountMax4,_ItemID5,_ItemProbability5,_ItemCountMin5,_ItemCountMax5,_ItemSetID1,_ItemSetProbability1,_ItemSetCountMin1,_ItemSetCountMax1,_ItemSetID2,_ItemSetProbability2,_ItemSetCountMin2,_ItemSetCountMax2,_ItemSetID3,_ItemSetProbability3,_ItemSetCountMin3,_ItemSetCountMax3,_ItemSetID4,_ItemSetProbability4,_ItemSetCountMin4,_ItemSetCountMax4,_ItemSetID5,_ItemSetProbability5,_ItemSetCountMin5,_ItemSetCountMax5,_ItemSetID6,_ItemSetProbability6,_ItemSetCountMin6,_ItemSetCountMax6,_ItemSetID7,_ItemSetProbability7,_ItemSetCountMin7,_ItemSetCountMax7,_ItemSetID8,_ItemSetProbability8,_ItemSetCountMin8,_ItemSetCountMax8,_ItemSetID9,_ItemSetProbability9,_ItemSetCountMin9,_ItemSetCountMax9,_RareProbability1,_RareProbability2,_RareProbability3,_RareProbability4,_RareProbability5,_Area_Reputation1,_Reputation1,_Area_Reputation2,_Reputation2,_Area_Reputation3,_Reputation3,_EventDrop,_Easy_ItemSetID1,_Easy_ItemSetProbability1,_Easy_ItemSetCountMin1,_Easy_ItemSetCountMax1,_Easy_ItemSetID2,_Easy_ItemSetProbability2,_Easy_ItemSetCountMin2,_Easy_ItemSetCountMax2,_Easy_ItemSetID3,_Easy_ItemSetProbability3,_Easy_ItemSetCountMin3,_Easy_ItemSetCountMax3,_Hard_ItemSetID1,_Hard_ItemSetProbability1,_Hard_ItemSetCountMin1,_Hard_ItemSetCountMax1,_Hard_ItemSetID2,_Hard_ItemSetProbability2,_Hard_ItemSetCountMin2,_Hard_ItemSetCountMax2,_Hard_ItemSetID3,_Hard_ItemSetProbability3,_Hard_ItemSetCountMin3,_Hard_ItemSetCountMax3,_Char_Drop_Probability,_Collect_Mob_ID,_Collect_Mob_Probability
810000118,18,1000000,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5000,0,0,1000000,3000,0,0,141001,10000,0,0,0,0,0,0,0,0,0,0,9000001,5000,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,100000
810090094,19,1000000,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,3000,0,0,141001,10000,0,0,0,0,0,0,0,0,0,0,9000001,5000,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,100000
810000120,20,1000000,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5000,0,0,1000000,3000,0,0,141001,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,100000
810000121,200,1000000,20,24,0,0,0,0,160300088,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5000,0,0,1000000,3000,0,0,141001,10000,0,0,141002,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1000000
810000105,24,1000000,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5000,0,0,1000000,3000,0,0,141001,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,100000
810000114,25,1000000,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5000,0,0,1000000,3000,0,0,141001,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,100000
810000147,27,1000000,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5000,0,0,1000000,3000,0,0,141001,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141011,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,100000
810000170,21,1000000,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100000
810000171,23,1000000,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,100000
810000124,28,1000000,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,100000
810000123,29,1000000,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,100000
810000132,31,1000000,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100000
810000128,32,1000000,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100000
810000175,34,1000000,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,100000
810000174,35,1000000,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000002,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,100000
810000125,37,1000000,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100000
810000108,38,1000000,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,100000
810000172,40,1000000,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,100000
810000130,41,1000000,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,100000
810000129,43,1000000,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,100000
810000116,45,1000000,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,100000
810000176,47,1000000,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,100000
810000131,48,1000000,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,100000
810000127,50,1000000,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,100000
810000126,52,1000000,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,100000
810000133,54,1000000,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,100000
810000134,56,1000000,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5000,0,0,1000000,3000,0,0,141002,10000,0,0,0,0,0,0,0,0,0,0,9000003,5000,0,0,0,0,0,0,0,0,0,0,141012,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,100000
810000137,58,1000000,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,100000
810000135,60,1000000,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100000
810000136,62,1000000,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100000
810000139,64,1000000,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100000
810000140,67,1000000,43,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,100000
810000141,69,1000000,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,100000
810000142,71,1000000,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,100000
810000143,73,1000000,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100000
810000103,76,1000000,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000004,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,100000
810000138,78,1000000,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,100000
810000159,780,1000000,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,100000
810000149,81,1000000,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000005,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,100000
810000146,83,1000000,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000005,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,100000
810000150,86,1000000,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000005,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100000
810000119,89,1000000,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,100000
810000151,91,1000000,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,9000005,5000,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,100000
810000145,94,1000000,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5000,0,0,1000000,3000,0,0,141003,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141013,10000,0,0,0,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,100000
