ID,_ActiveType,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStat2,_ConsumptionStatValue2,_ConditionCheckTime,_Buff_Check,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Motion_ComboID,_ComboTimeDelay,_ComboTime,_ComboApplyID
2212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,33000501,0,0,33000502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,31000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,30,70,1001
2217,1,0,0,0,0,1,7,10,0,7,4294967286,0,0,0,0,12,100,20,0,4,4,3,0,31000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,40,70,1001
2218,1,0,0,0,0,1,7,12,0,7,4294967284,0,0,0,0,8,110,20,0,4,4,2,0,31000403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,30,70,1001
2219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,31001411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,1,0,0,0,0,1,7,25,0,7,4294967271,0,0,0,0,11,270,15,0,4,4,2,0,31001412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,30,50,1001
2221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,31002381,4,0,31002381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,31002381,4,0,31002381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,2,1,7,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,33000201,0,0,33000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,33000301,0,0,33000302,0,0,33000303,0,0,33000304,0,0,0,0,0,0,0,0,0,0
2240,1,0,0,0,0,1,7,14,0,7,4294967282,0,0,0,0,10,140,20,0,4,4,3,0,31000404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,40,70,1001
2241,1,0,0,0,0,1,7,16,0,7,4294967280,0,0,0,0,10,130,24,0,4,4,3,0,31000405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,40,70,1001
2242,1,0,0,0,0,1,7,18,0,7,4294967278,0,0,0,0,0,0,0,0,4,4,3,0,31000410,3,0,31000406,3,0,31000407,4,0,31000404,0,0,0,0,0,1001,60,90,1001
2243,1,0,0,0,0,1,7,20,0,7,4294967276,0,0,0,0,36,4294966896,40,0,4,4,4,0,31000408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,60,100,1001
2246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,25,0,4,4,3,0,31000409,5,0,31000409,0,0,0,0,0,0,0,0,0,0,0,0,60,80,1010
2247,1,0,0,0,0,1,7,30,0,7,4294967266,0,0,0,0,37,200,8,0,4,4,4,0,31001413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,50,80,1001
2248,1,0,0,0,0,1,7,35,0,7,4294967261,0,0,0,0,0,0,0,0,4,4,4,0,31001414,5,0,31001415,0,0,0,0,0,0,0,0,0,0,0,1001,60,100,1001
2249,1,0,0,0,0,1,7,40,0,7,4294967256,0,0,0,0,16,190,20,0,4,4,3,0,31001415,5,0,31001415,10,0,31001415,0,0,0,0,0,0,0,0,1001,120,140,1001
2250,1,0,0,0,0,1,7,30,0,7,4294967266,0,0,0,0,50,120,40,0,4,4,4,31001417,0,11,0,31001416,0,0,0,0,0,0,0,0,0,0,0,1001,130,150,1001
3006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000401,0,0,33000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
