ID,_Text,_Description,_ItemID1,_ItemID2,_ItemID3,_ItemID4,_ItemID5,_ItemID6,_ItemID7,_ItemID8,_ItemID9,_ItemID10,_ItemID11,_ItemID12,_ItemID13,_ItemID14,_ItemID15,_ItemID16,_ItemID17,_ItemID18,_ItemID19,_ItemID20,_ItemID21,_ItemID22,_ItemID23,_ItemID24,_ItemID25,_ItemID26,_ItemID27,_ItemID28,_ItemID29,_ItemID30,_ItemID31,_ItemID32,_ItemID33,_ItemID34,_ItemID35,_ItemID36,_ItemID37,_ItemID38,_ItemID39,_ItemID40,_ItemID41,_ItemID42,_ItemID43,_ItemID44,_ItemID45,_ItemID46,_ItemID47,_ItemID48,_ItemID49,_ItemID50,_ItemID1_String,_ItemID2_String,_ItemID3_String,_ItemID4_String,_ItemID5_String,_ItemID6_String,_ItemID7_String,_ItemID8_String,_ItemID9_String,_ItemID10_String,_ItemID11_String,_ItemID12_String,_ItemID13_String,_ItemID14_String,_ItemID15_String,_ItemID16_String,_ItemID17_String,_ItemID18_String,_ItemID19_String,_ItemID20_String,_ItemID21_String,_ItemID22_String,_ItemID23_String,_ItemID24_String,_ItemID25_String,_ItemID26_String,_ItemID27_String,_ItemID28_String,_ItemID29_String,_ItemID30_String,_ItemID31_String,_ItemID32_String,_ItemID33_String,_ItemID34_String,_ItemID35_String,_ItemID36_String,_ItemID37_String,_ItemID38_String,_ItemID39_String,_ItemID40_String,_ItemID41_String,_ItemID42_String,_ItemID43_String,_ItemID44_String,_ItemID45_String,_ItemID46_String,_ItemID47_String,_ItemID48_String,_ItemID49_String,_ItemID50_String
20006,????? ??,可於龍皇城中獲得的特殊武器,80104305,80204305,80304305,80404305,80504305,80604305,80704305,80804305,80904305,81004305,81204305,81304305,81404305,81604305,81804305,81904305,82004305,82104305,82204305,82304305,82404305,82504305,82604305,82804305,81104305,82904305,84004305,84204305,84304305,84404305,81104310,84504305,84604305,84804305,84904305,85004305,160105005,160105010,160105015,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20007,??? ??,可於魔石實驗室中獲得的特殊武器,80104507,80204507,80304507,80404507,80504507,80604507,80704507,80804507,80904507,81004507,81204507,81304507,81404507,81604507,81804507,81904507,82004507,82104507,82204507,82304507,82404507,82504507,82604507,82804507,81104507,82904507,84004507,81104517,84204507,84304507,84404507,84504507,84604507,84804507,84904507,85004507,160105107,160105114,160105121,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20008,??? ??,可於寶石樹森林中獲得的特殊武器,80104661,80204661,80304661,80404661,80504661,80604661,80704661,80804661,80904661,81004661,81204661,81304661,81404661,81604661,81804661,81904661,82004661,82104661,82204661,82304661,82404661,82504661,82604661,82804661,81104661,82904661,84004661,81104761,84204661,84304661,84404661,84504661,84604661,84804661,84904661,85004661,160105361,160105431,160105501,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20009,??? ??,可於地獄房間內獲得的特殊武器,80104707,80204707,80304707,80404707,80504707,80604707,80704707,80804707,80904707,81004707,81204707,81304707,81404707,81604707,81804707,81904707,82004707,82104707,82204707,82304707,82404707,82504707,82604707,82804707,81104817,82904707,84004707,81104807,84204707,84304707,84404707,84504707,84604707,84804707,84904707,85004708,160105707,160105714,160105721,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010,??? ??,可以在玫瑰園裡獲得的特殊武器,80104807,80204807,80304807,80404807,80504807,80604807,80704807,80804807,80904807,81004807,81204807,81304807,81404807,81604807,81804807,81904807,82004807,82104807,82204807,82304807,82404807,82504807,82604807,82804807,81104834,82904807,84004807,81104827,84204807,84304807,84404807,84504807,84604807,84804807,84904807,85004807,160105807,160105814,160105821,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,S ???,可透過掉落或組合獲得的防具,10212197,20612197,30212197,70212197,90412197,70212193,81102961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20102,???? ?? ???,可於魔法書閱覽室中獲得的特殊防具,10218120,20518120,30118120,70218120,90518120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,??? ???,可於被遺忘的花園中獲得的特殊防具,10215119,20615119,30115119,70215119,90415119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20104,??? ???,可於伊米勒研究所中獲得的特殊防具,10216132,20616132,30416132,70216132,90516132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20105,??? ???,可於世界樹的幻影中獲得的特殊防具,10220926,20220926,30120926,70220926,90220926,10220931,20220931,30120931,70220931,90220931,10220937,20220937,30120937,70220937,90220937,10220942,20220942,30120942,70220942,90220942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106,??? ???,可於青空城羅馬競技場中獲得的特殊防具,10321391,20221391,30421391,70221391,90421391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20107,??? ? ???,可於破壞之城中獲得的特殊防具,10213141,20213141,30113141,70213141,90513141,10213191,20213191,30113191,70213191,90513191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20108,???? ???? ???,可於太陽神的地下祭壇中獲得的特殊防具,10213807,20213807,30113807,70213807,90513807,10213707,20213707,30113707,70213707,90513707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20109,???? ?? ???,可於冰封的世界中獲得的特殊防具,10214201,20214201,30114201,70214201,90514201,10214272,20214272,30114272,70214272,90514272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110,??? ???? ???,可於夢境奧涅伊洛中獲得的特殊防具,10214303,20214303,30114303,70214303,90214303,10214310,20214310,30114310,70214310,90214310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20111,??? ???,可於煉獄亞茲拉爾中獲得的特殊防具,10214501,20214501,30414501,70214501,90414501,10214407,20214407,30414407,70214407,90414407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201,?,可透過組合獲得的特別綴飾,165400110,165400210,165400310,165400410,165400510,165400710,165400810,165400910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20202,??,可透過組合獲得的特別圖騰,165500251,165500351,165500451,165500551,165500651,165500751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203,??? ??,可透過組合獲得的特別增益用武器,80500508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204,??,可透過組合獲得的特殊遺物,165600305,165600605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301,??? 1? ??,可套用於紅色1號欄位的特殊裝備,160300088,160300089,160300090,160300410,160300510,160300710,160300810,160300910,160301010,160301210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302,??? 2? ??,可套用於紅色2號欄位的特殊裝備,161300088,161300089,161300090,161300510,161300410,161300710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303,??? 3? ??,可套用於紅色3號欄位的特殊裝備,162300088,162300089,162300090,162300410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304,??? 4? ??,可套用於紅色4號欄位的特殊裝備,163300088,163300089,163300090,163300011,163300410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305,??? 1? ??,可套用於黃色1號欄位的特殊裝備,160400088,160400089,160400090,160400410,160500610,160400510,160400710,160400810,160400910,160401010,160401210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306,??? 2? ??,可套用於黃色2號欄位的特殊裝備,161400088,161400089,161400090,161400510,161500610,161400410,161400710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307,??? 3? ??,可套用於黃色3號欄位的特殊裝備,162400088,162400089,162400090,162500610,162400410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20308,??? 4? ??,可套用於黃色4號欄位的特殊裝備,163400088,163400089,163400090,163400011,163400410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20309,??? 1? ??,可套用於藍色1號欄位的特殊裝備,160500088,160500089,160500090,160500020,160500021,160500410,160500510,160500710,160500810,160500910,160501110,160501210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20310,??? 2? ??,可套用於藍色2號欄位的特殊裝備,161500088,161500089,161500090,161500510,161500020,161500021,161500410,161500710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20311,??? 3? ??,可套用於藍色3號欄位的特殊裝備,162500088,162500089,162500090,162500020,162500021,162500410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20312,??? 4? ??,可套用於藍色4號欄位的特殊裝備,163500088,163500089,163500090,163500011,163500410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20313,??? ??,可套用於寶石欄位的特殊裝備,160600088,160600089,160600090,160600011,160600510,160600709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401,??,可套用於教本欄位的特殊裝備,164202511,164200411,164200510,164200610,164200710,164200807,164200907,164201007,164201107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402,???,可套用於指南針欄位的特殊裝備,164102514,164102660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403,???,可套用於項鍊欄位的特殊裝備,164000510,164000210,164000605,164000807,164000907,164001007,164001107,164001207,164001307,164001407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404,??,可套用於腰帶欄位的特殊裝備,165200321,165200421,165200531,165200631,165200731,165200831,165200931,165201031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405,???,可套用於胸針欄位的特殊裝備,165300131,165300231,165300331,165300431,165300531,165300631,165300731,165300831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406,???,可套用於貼紙欄位的特殊裝備,165100331,165100431,165100531,165100631,165100731,165100831,165100931,165101031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407,??,可套用於鑰匙欄位的特殊裝備,164402601,164402658,164402734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20408,??,可套用於卡片欄位的特殊裝備,164302507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20409,??,可套用於鏡子欄位的特殊裝備,200000192,200000292,200000392,200000492,200000592,200000692,200002291,200002091,200001791,200001891,200002409,200002509,200002791,200002891,200003191,200003291,200003391,200003491,200003103,200003891,200003991,200004091,200004101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501,??1,可套用於徽章1欄位的特殊裝備,164500315,164500410,164500510,164500610,164501210,164501310,164501410,164501521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502,??2,可套用於徽章2欄位的特殊裝備,164600220,164600505,164600707,164600807,164600907,164601107,164601207,164601307,164601507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503,??3,可套用於徽章3欄位的特殊裝備,164702511,164700311,164700410,164700510,164700610,164701210,164701310,164701510,164701621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504,??4,可套用於徽章4欄位的特殊裝備,164800210,164800310,164800410,164800510,164800605,164800807,164800907,164801007,164801207,164801307,164801407,164801607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
