ID,_Skill_ID,_Skill_Name,_Description,_Icon,_IconIndex,_Skill_Level,_MoBID,_Mob_Stat,_Mob_Fx,_Mob_Sound,_Effect1,_Effect2,_Effect3,_Effect4,_Charge_Time_Down,_Status_Ratio,_ApplyTime,_Buff_Icon,_Buff_IconIndex,_Buff_Name,_Buff_Description,_Relic_Power,_View_Shake_Delay,_View_Shake_Time,_View_Shake_power,_View_Shake_speed
11,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：111%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：21.2倍\n增幅持續時間：30秒,10003080,13,1,810010463,18011,22875,8354,13016178,13016167,0,0,11,2120,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用21.2倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,11,0,0,0,0
12,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：112%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：21.4倍\n增幅持續時間：30秒,10003080,13,2,810010463,18012,22875,8354,13016178,13016167,0,0,12,2140,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用21.4倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,12,0,0,0,0
13,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：113%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：21.6倍\n增幅持續時間：30秒,10003080,13,3,810010463,18013,22875,8354,13016178,13016167,0,0,13,2160,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用21.6倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,13,0,0,0,0
14,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：114%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：21.8倍\n增幅持續時間：30秒,10003080,13,4,810010463,18014,22875,8354,13016178,13016167,0,0,14,2180,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用21.8倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,14,0,0,0,0
15,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：115%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：22倍\n增幅持續時間：30秒,10003080,13,5,810010463,18015,22875,8354,13016178,13016167,0,0,15,2200,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用22倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,15,0,0,0,0
16,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：116%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：22.2倍\n增幅持續時間：30秒,10003080,13,6,810010463,18016,22875,8354,13016178,13016167,0,0,16,2220,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用22.2倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,16,0,0,0,0
17,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：117%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：22.4倍\n增幅持續時間：30秒,10003080,13,7,810010463,18017,22875,8354,13016178,13016167,0,0,17,2240,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用22.4倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,17,0,0,0,0
18,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：118%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：22.6倍\n增幅持續時間：30秒,10003080,13,8,810010463,18018,22875,8354,13016178,13016167,0,0,18,2260,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用22.6倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,18,0,0,0,0
19,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：119%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：22.8倍\n增幅持續時間：30秒,10003080,13,9,810010463,18019,22875,8354,13016178,13016167,0,0,19,2280,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用22.8倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,19,0,0,0,0
20,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：120%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：23倍\n增幅持續時間：30秒,10003080,13,10,810010463,18020,22875,8354,13016178,13016167,0,0,20,2300,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用23倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,20,0,0,0,0
21,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：121%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：23.2倍\n增幅持續時間：30秒,10003080,13,11,810010463,18021,22875,8354,13016178,13016167,0,0,21,2320,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用23.2倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,21,0,0,0,0
22,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：122%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：23.4倍\n增幅持續時間：30秒,10003080,13,12,810010463,18022,22875,8354,13016178,13016167,0,0,22,2340,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用23.4倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,22,0,0,0,0
23,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：123%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：23.6倍\n增幅持續時間：30秒,10003080,13,13,810010463,18023,22875,8354,13016178,13016167,0,0,23,2360,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用23.6倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,23,0,0,0,0
24,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：124%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：23.8倍\n增幅持續時間：30秒,10003080,13,14,810010463,18024,22875,8354,13016178,13016167,0,0,24,2380,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用23.8倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,24,0,0,0,0
25,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：125%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：24倍\n增幅持續時間：30秒,10003080,13,15,810010463,18025,22875,8354,13016178,13016167,0,0,25,2400,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用24倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,25,0,0,0,0
26,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：126%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：24.2倍\n增幅持續時間：30秒,10003080,13,16,810010463,18026,22875,8354,13016178,13016167,0,0,26,2420,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用24.2倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,26,0,0,0,0
27,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：127%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：24.4倍\n增幅持續時間：30秒,10003080,13,17,810010463,18027,22875,8354,13016178,13016167,0,0,27,2440,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用24.4倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,27,0,0,0,0
28,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：128%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：24.6倍\n增幅持續時間：30秒,10003080,13,18,810010463,18028,22875,8354,13016178,13016167,0,0,28,2460,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用24.6倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,28,0,0,0,0
29,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：129%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：24.8倍\n增幅持續時間：30秒,10003080,13,19,810010463,18029,22875,8354,13016178,13016167,0,0,29,2480,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用24.8倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,29,0,0,0,0
30,1002,瑪亞特之眼,[聖物] 激發瑪亞特之力，並在更大範圍內引起沙塵暴\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：130%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：15\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：25倍\n增幅持續時間：30秒,10003080,13,20,810010463,18030,22875,8354,13016178,13016167,0,0,30,2500,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用25倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,30,0,0,0,0
31,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：131%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：25.2倍\n增幅持續時間：30秒,10003080,13,1,810010464,18031,22876,8355,13016178,13016167,0,0,31,2520,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用25.2倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,31,19,4,70,30
32,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：132%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：25.4倍\n增幅持續時間：30秒,10003080,13,2,810010464,18032,22876,8355,13016178,13016167,0,0,32,2540,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用25.4倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,32,19,4,70,30
33,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：133%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：25.6倍\n增幅持續時間：30秒,10003080,13,3,810010464,18033,22876,8355,13016178,13016167,0,0,33,2560,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用25.6倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,33,19,4,70,30
34,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：134%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：25.8倍\n增幅持續時間：30秒,10003080,13,4,810010464,18034,22876,8355,13016178,13016167,0,0,34,2580,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用25.8倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,34,19,4,70,30
35,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：135%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：26倍\n增幅持續時間：30秒,10003080,13,5,810010464,18035,22876,8355,13016178,13016167,0,0,35,2600,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用26倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,35,19,4,70,30
36,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：136%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：26.2倍\n增幅持續時間：30秒,10003080,13,6,810010464,18036,22876,8355,13016178,13016167,0,0,36,2620,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用26.2倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,36,19,4,70,30
37,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：137%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：26.4倍\n增幅持續時間：30秒,10003080,13,7,810010464,18037,22876,8355,13016178,13016167,0,0,37,2640,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用26.4倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,37,19,4,70,30
38,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：138%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：26.6倍\n增幅持續時間：30秒,10003080,13,8,810010464,18038,22876,8355,13016178,13016167,0,0,38,2660,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用26.6倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,38,19,4,70,30
39,1003,瑪亞特之眼,[聖物] 激發瑪亞特之力，並以沙子覆蓋地面後一次釋放出來\n\n※技能資訊※\n施展技能後，召喚持有角色能力值100% + 聖物每等級1%能力值的聖物\n目前套用能力值：139%\n攻擊敵人30秒後，技能冷卻時間以0.1%的機率立即減少1秒\n目標數：20\n\n※增幅效果※\n施展技能後，大幅增加目前裝備的聖物石能力值\n每技能等級增加0.2倍效果(最多50倍)\n目前套用能力值：26.8倍\n增幅持續時間：30秒,10003080,13,9,810010464,18039,22876,8355,13016178,13016167,0,0,39,2680,300,10006008,82,聖物之力,增幅：裝備的聖物石能力值額外套用26.8倍。\n(召喚召喚獸後，刪除增幅效果)\n\n庇護：若裝備專用聖物石，攻擊後以一定機率額外召喚沙塵暴地帶。,39,19,4,70,30
